ItemId,SeriesId,FileName,WasIssueNo,NewIssueNo
18310,3683,005 Catwoman 011 - September 2012.cbr,2012,11
18311,3683,006 Catwoman 012 - October 2012.cbr,2012,12
18312,3683,007 Catwoman 000 - November 2012.cbr,2012,0
18313,14460,001 Red Hood and the Outlaws 010 - August 2012.cbr,2012,10
18314,14460,002 Red Hood and the Outlaws 011 - September 2012.cbr,2012,11
18315,14460,003 Red Hood and the Outlaws 012 - October 2012.cbr,2012,12
18316,14460,004 Red Hood and the Outlaws 013 - December 2012.cbr,2012,13
18317,14460,005 Red Hood and the Outlaws 014 - January 2013.cbr,2013,14
18318,14460,006 Red Hood and the Outlaws 000 - November 2012.cbr,2012,0
18319,2302,BatmanSuperman 005 - January 2014.cbr,2014,5
18320,2302,BatmanSuperman 006 - February 2014.cbr,2014,6
18321,2302,BatmanSuperman 007 - March 2014.cbr,2014,7
18322,17136,001 Supergirl 001 - November 2011.cbr,2011,1
18323,17136,002 Supergirl 002 - December 2011.cbr,2011,2
18324,17136,003 Supergirl 003 - January 2012.cbr,2012,3
18325,17136,004 Supergirl 004 - February 2012.cbr,2012,4
18326,17136,005 Supergirl 005 - March 2012.cbr,2012,5
18327,17136,006 Supergirl 006 - April 2012.cbr,2012,6
18328,17136,007 Supergirl 007 - May 2012.cbr,2012,7
18329,17136,008Supergirl 000 - November 2012.cbr,2012,0
18330,17136,009 Supergirl 008 - June 2012.cbr,2012,8
18331,17136,010 Supergirl 009 - July 2012.cbr,2012,9
18332,17136,011 Supergirl 010 - August 2012.cbr,2012,10
18333,17121,Superboy 001 - November 2011.cbr,2011,1
18334,17121,Superboy 002 - December 2011.cbr,2011,2
18338,17121,Superboy 006 - April 2012.cbr,2012,6
18339,17167,001 Superman 001 - November 2011.cbr,2011,1
18340,17167,002 Superman 002 - December 2011.cbr,2011,2
18341,17167,003 Superman 003 - January 2012.cbr,2012,3
18342,17167,004 Superman 004 - February 2012.cbr,2012,4
18343,17167,005 Superman 005 - March 2012.cbr,2012,5
18344,17167,006 Superman 006 - April 2012.cbr,2012,6
18346,17121,008 Superboy 008 - June 2012.cbr,2012,8
18347,17167,010 Superman 009 - July 2012.cbr,2012,9
18348,17136,011 Supergirl 011 - September 2012.cbr,2012,11
18349,17121,012 Superboy 009 - July 2012.cbr,2012,9
18350,17121,013 Superboy 010 - August 2012.cbr,2012,10
18351,2359,Batwoman 012 - October 2012.cbr,2012,12
18352,2359,Batwoman 013 - December 2012.cbr,2012,13
18353,2359,Batwoman 014 - January 2013.cbr,2013,14
18354,2359,Batwoman 015 - February 2013.cbr,2013,15
18355,2359,Batwoman 016 - March 2013.cbr,2013,16
18356,2359,Batwoman 017 - April 2013.cbr,2013,17
18357,2357,001 Batwing 007 - May 2012.cbr,2012,7
18359,2357,003 Batwing 009 - July 2012.cbr,2012,9
18360,2357,004 Batwing 010 - August 2012.cbr,2012,10
18361,2357,005 Batwing 011 - September 2012.cbr,2012,11
18362,2357,006 Batwing 012 - October 2012.cbr,2012,12
18363,2357,007 Batwing 000 - November 2012.cbr,2012,0
18364,10105,Justice League 013 - December 2012.cbr,2012,13
18365,10105,Justice League 014 - January 2013.cbr,2013,14
18366,17167,Superman 007 - May 2012.cbr,2012,7
18367,17167,Superman 008 - June 2012.cbr,2012,8
18368,17167,Superman 009 - July 2012.cbr,2012,9
18369,17167,Superman 010 - August 2012.cbr,2012,10
18370,17167,Superman 011 - September 2012.cbr,2012,11
18371,17167,Superman 012 - October 2012.cbr,2012,12
18372,17121,Superboy 012 - October 2012.cbr,2012,12
18373,17121,Superboy 013 - December 2012.cbr,2012,13
18374,10105,001 Justice League 015 - February 2013.cbr,2013,15
18375,1160,002 Aquaman 015 - February 2013.cbr,2013,15
18376,10105,003 Justice League 016 - March 2013.cbr,2013,16
18377,1160,004 Aquaman 016 - March 2013.cbr,2013,16
18378,10105,005 Justice League 017 - April 2013.cbr,2013,17
18379,12955,Nightwing 013 - December 2012.cbr,2012,13
18380,12955,Nightwing 014 - January 2013.cbr,2013,14
18381,3683,Catwoman 013 - December 2012.cbr,2012,13
18382,3683,Catwoman 014 - January 2013.cbr,2013,14
18383,2139,001 Batman and Robin 010 - August 2012.cbr,2012,10
18384,2139,002 Batman and Robin 011 - September 2012.cbr,2012,11
18385,2139,003 Batman and Robin 012 - October 2012.cbr,2012,12
18386,2139,004 Batman and Robin 000 - November 2012.cbr,2012,0
18387,2139,Batman and Robin 013 - December 2012.cbr,2012,13
18388,2139,Batman and Robin 014 - January 2013.cbr,2013,14
18389,1868,001 Batgirl 014 - January 2013.cbr,2013,14
18390,1868,002 Batgirl 015 - February 2013.cbr,2013,15
18391,1868,003 Batgirl 016 - March 2013.cbr,2013,16
18392,2139,Batman and Robin 015 - February 2013.cbr,2013,15
18393,2139,Batman and Robin 016 - March 2013.cbr,2013,16
18394,5409,Detective Comics 016 - March 2013.cbr,2013,16
18395,5409,Detective Comics 017 - April 2013.cbr,2013,17
18396,12955,Nightwing 015 - February 2013.cbr,2013,15
18397,12955,Nightwing 016 - March 2013.cbr,2013,16
18399,17665,002 Teen Titans 015 - February 2013.cbr,2013,15
18401,17665,004 Teen Titans 016 - March 2013.cbr,2013,16
18402,1881,Batman 016 - March 2013.cbr,2013,16
18403,1881,Batman 017 - April 2013.cbr,2013,17
18404,17167,001 Superman Annual 001 - October 2012.cbr,2012,1
18405,17136,002 Supergirl 012 - October 2012.cbr,2012,12
18406,17136,003 Supergirl 013 - December 2012.cbr,2012,13
18407,381,Action Comics 019 - June 2013.cbz,2013,19
18408,381,Action Comics 020 - July 2013.cbr,2013,20
18409,381,Action Comics 021 - August 2013.cbr,2013,21
18410,17121,Superboy 018 - May 2013.cbr,2013,18
18411,17121,Superboy 019 - June 2013.cbr,2013,19
18412,17121,Superboy 020 - July 2013.cbr,2013,20
18413,17121,Superboy 021 - August 2013.cbr,2013,21
18414,17121,Superboy 022 - September 2013.cbr,2013,22
18415,17121,Superboy 023 - October 2013.cbr,2013,23
18416,17121,Superboy 024 - December 2013.cbr,2013,24
18417,17136,Supergirl 018 - May 2013.cbr,2013,18
18418,17136,Supergirl 019 - June 2013.cbr,2013,19
18419,17136,Supergirl 020 - July 2013.cbr,2013,20
18420,3683,Catwoman 015 - February 2013.cbr,2013,15
18421,3683,Catwoman 016 - March 2013.cbr,2013,16
18422,3683,Catwoman 017 - April 2013.cbr,2013,17
18423,12955,001 Nightwing 018 - May 2013.cbr,2013,18
18424,14460,002 Red Hood and the Outlaws 018 - May 2013.cbr,2013,18
18425,17665,003 Teen Titans 018 - May 2013.cbr,2013,18
18426,1881,001 Batman 018 - May 2013.cbr,2013,18
18427,2139,002 Batman and Robin 018 - May 2013.cbr,2013,18
18428,1868,003 Batgirl 018 - May 2013.cbr,2013,18
18429,2179,"004 Batman, Incorporated 009 - May 2013.cbr",2013,9
18430,1868,005 Batgirl 019 - June 2013.cbr,2013,19
18431,17565,Talon 000 - November 2012.cbr,2012,0
18432,17565,Talon 001 - December 2012.cbr,2012,1
18433,17565,Talon 002 - January 2013.cbr,2013,2
18434,17565,Talon 003 - February 2013.cbr,2013,3
18435,17565,Talon 004 - March 2013.cbr,2013,4
18436,17565,Talon 005 - April 2013.cbr,2013,5
18437,17565,Talon 006 - May 2013.cbr,2013,6
18438,17565,Talon 007 - June 2013.cbr,2013,7
18439,17167,001 Superman 018 - May 2013.cbr,2013,18
18440,17167,002 Superman 019 - June 2013.cbr,2013,19
18441,17167,003 Superman 020 - July 2013.cbr,2013,20
18442,17136,004 Supergirl 021 - August 2013.cbr,2013,21
18443,17136,005 Supergirl 022 - September 2013.cbr,2013,22
18444,17136,006 Supergirl 023 - October 2013.cbr,2013,23
18445,381,007 Action Comics 023.1 - November 2013.cbr,2013,23.1
18446,17136,008 Supergirl 024 - December 2013.cbr,2013,24
18447,17167,009 Superman 021 - August 2013.cbr,2013,21
18448,17167,010 Superman 022 - September 2013.cbr,2013,22
18449,17167,011 Superman 023 - October 2013.cbr,2013,23
18450,17167,012 Superman 023.2 - November 2013.cbr,2013,23.2
18451,17167,013 Superman Annual 002 - September 2013.cbr,2013,2
18452,381,014 Action Comics 022 - September 2013.cbr,2013,22
18453,381,015 Action Comics 023 - October 2013.cbr,2013,23
18454,17252,016 Superman Unchained 001 - August 2013.cbr,2013,1
18455,17252,017 Superman Unchained 002 - September 2013.cbr,2013,2
18456,17252,018 Superman Unchained 003 - October 2013.cbr,2013,3
18457,17252,019 Superman Unchained 004 - December 2013.cbr,2013,4
18458,17252,020 Superman Unchained 005 - January 2014.cbr,2014,5
18459,17252,021 Superman Unchained 006 - April 2014.cbr,2014,6
18460,17252,022 Superman Unchained 007 - July 2014.cbr,2014,7
18461,17252,023 Superman Unchained 008 - November 2014.cbr,2014,8
18463,17167,001 Superman 023 - October 2013.cbr,2013,23
18464,381,002 Action Comics 024 - December 2013.cbr,2013,24
18465,17167,003 Superman 024 - December 2013.cbr,2013,24
18466,381,001 Action Comics 023.3 - November 2013.cbr,2013,23.3
18467,17167,002 Superman 023.3 - November 2013.cbr,2013,23.3
18468,381,001 Action Comics Annual 002 - December 2013.cbr,2013,2
18469,17121,002 Superboy 025 - January 2014.cbr,2014,25
18470,17136,003 Supergirl 025 - January 2014.cbr,2014,25
18471,17167,004 Superman 025 - January 2014.cbr,2014,25
18472,20476,001 Trinity of Sin - Pandora 001 - August 2013.cbr,2013,1
18473,10105,002 Justice League 019 - June 2013.cbr,2013,19
18474,10105,003 Justice League 020 - July 2013.cbr,2013,20
18475,10105,004 Justice League 021 - August 2013.cbr,2013,21
18476,10105,005 Justice League 022 - September 2013.cbr,2013,22
18477,10154,006 Justice League of America 006 - September 2013.cbr,2013,6
18478,20476,007 Trinity of Sin - Pandora 002 - September 2013.cbr,2013,2
18479,10127,008 Justice League Dark 022 - September 2013.cbr,2013,22
18480,19345,009 The Phantom Stranger 011 - October 2013.cbr,2013,11
18481,4160,010 Constantine 005 - September 2013.cbr,2013,5
18482,10154,011 Justice League of America 007 - October 2013.cbr,2013,7
18483,10127,012 Justice League Dark 023 - October 2013.cbr,2013,23
18484,20476,013 Trinity of Sin - Pandora 003 - October 2013.cbr,2013,3
18485,10105,014 Justice League 023 - October 2013.cbr,2013,23
18486,6863,001 Forever Evil 001 - November 2013.cbr,2013,1
18487,17167,002 Superman 023.1 - November 2013.cbr,2013,23.1
18488,6863,003 Forever Evil 002 - December 2013.cbr,2013,2
18489,10105,004 Justice League 024 - December 2013.cbr,2013,24
18490,6863,005 Forever Evil 003 - January 2014.cbr,2014,3
18491,10105,006 Justice League 025 - January 2014.cbr,2014,25
18492,6863,007 Forever Evil 004 - February 2014.cbr,2014,4
18493,10105,008 Justice League 026 - February 2014.cbr,2014,26
18494,10105,009 Justice League 027 - March 2014.cbr,2014,27
18495,10105,010 Justice League 028 - April 2014.cbr,2014,28
18496,6863,011 Forever Evil 005 - March 2014.cbr,2014,5
18497,6863,012 Forever Evil 006 - May 2014.cbr,2014,6
18498,10105,013 Justice League 029 - May 2014.cbr,2014,29
18499,6863,014 Forever Evil 007 - July 2014.cbr,2014,7
18500,10105,015 Justice League 030 - July 2014.cbr,2014,30
18559,22079,001 Worlds' Finest Annual 001 - March 2014.cbr,2014,1
18560,22079,002 Worlds' Finest 019 - March 2014.cbr,2014,19
18561,2302,003 BatmanSuperman 008 - April 2014.cbr,2014,8
18562,22079,004 Worlds' Finest 020 - April 2014.cbr,2014,20
18563,2302,005 BatmanSuperman 009 - June 2014.cbr,2014,9
18564,22079,006 Worlds' Finest 021 - May 2014.cbr,2014,21
18565,2302,007 BatmanSuperman 010 - July 2014.cbr,2014,10
18566,381,001 Action Comics 026 - February 2014.cbr,2014,26
18567,381,002 Action Comics 027 - March 2014.cbr,2014,27
18568,381,003 Action Comics 028 - April 2014.cbr,2014,28
18569,381,004 Action Comics 029 - May 2014.cbr,2014,29
18570,17167,005 Superman 026 - February 2014.cbr,2014,26
18571,17167,006 Superman 027 - March 2014.cbr,2014,27
18572,17339,001 SupermanWonder Woman 001 - December 2013.cbr,2013,1
18573,17339,002 SupermanWonder Woman 002 - January 2014.cbr,2014,2
18574,17339,003 SupermanWonder Woman 003 - February 2014.cbr,2014,3
18575,17339,004 SupermanWonder Woman 004 - March 2014.cbr,2014,4
18576,17339,005 SupermanWonder Woman 005 - April 2014.cbr,2014,5
18577,17339,006 SupermanWonder Woman 006 - May 2014.cbr,2014,6
18578,381,007 Action Comics 030 - June 2014.cbr,2014,30
18579,17339,008 SupermanWonder Woman 007 - June 2014.cbr,2014,7
18580,17167,009 Superman 028 - April 2014.cbr,2014,28
18581,17167,010 Superman 029 - May 2014.cbr,2014,29
18582,17167,011 Superman 030 - June 2014.cbr,2014,30
18583,17181,001 Superman - Doomed 001 - July 2014.cbr,2014,1
18584,381,002 Action Comics 031 - July 2014.cbr,2014,31
18585,17339,003 SupermanWonder Woman 008 - July 2014.cbr,2014,8
18586,2302,004 BatmanSuperman 011 - July 2014.cbr,2014,11
18587,17167,005 Superman 031 - July 2014.cbr,2014,31
18588,381,006 Action Comics 032 - August 2014.cbr,2014,32
18589,17339,007 SupermanWonder Woman 009 - August 2014.cbr,2014,9
18590,381,008 Action Comics 033 - September 2014.cbr,2014,33
18591,17339,009 SupermanWonder Woman 010 - September 2014.cbr,2014,10
18593,17339,011 SupermanWonder Woman Annual 001 - September 2014.cbr,2014,1
18594,381,012 Action Comics 034 - October 2014.cbr,2014,34
18595,17136,013 Supergirl 034 - October 2014.cbr,2014,34
18596,17339,014 SupermanWonder Woman 011 - October 2014.cbr,2014,11
18597,17181,015 Superman - Doomed 002 - November 2014.cbr,2014,2
18598,21955,Wonder Woman 023.1 - November 2013.cbr,2013,23.1
