10310,Kick-Ass (2018) and Kick-Ass vs Hit-Girl (2020) share this Series id and both number from #1; the one collected edition belongs to a third run (the 2013 Kick-Ass 3) that is not on the shelf
10371,"four comics called King Conan share this shelf - the 1980 Marvel run (#1-19), the 2022 Marvel run, and two Dark Horse minis"
10371,GCD stamps the same #1-6 on both Dark Horse trades while ComicVine gives #11-15 and #1-5; none of them can be a reading of both books
10397,chapter ranges read from each archive's own page names; the ladder tiles (c1-c37 over 3 volumes)
10398,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
10406,chapter ranges read from each archive's own page names; the ladder tiles (c16-c624 over 54 volumes)
10407,"no source on this box states this edition's contents, and the two other files are themselves unnumbered collections rather than issues"
10436,"a six-issue mini complete on the shelf, one numbering, and the claim covers all six files"
10468,chapter ranges read from each archive's own page names; the ladder tiles (c1-c78 over 15 volumes)
10496,chapter ranges read from each archive's own page names; the ladder tiles (c1-c401 over 30 volumes)
10500,"one twelve-issue run tiled four to a volume; the shelf holds #1 and #9-#12, so the third volume's range (LOCG's #9-12, put on Vol. 02) is the one that would cost files"
10567,chapter ranges read from each archive's own page names; the ladder tiles (c10-c15 over 2 volumes)
10569,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
10578,chapter ranges read from each archive's own page names; the ladder tiles (c1-c88 over 11 volumes)
10679,"a six-issue mini complete on the shelf, one numbering, and the claim covers all six files"
10717,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
10723,chapter ranges read from each archive's own page names; the ladder tiles (c1-c8 over 2 volumes)
10730,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
10731,chapter ranges read from each archive's own page names; the ladder tiles (c1-c33 over 6 volumes)
1074,"two runs share this Series id: Annihilation (2006) #1-6 and Annihilation 2099 (2024) #1-5. A range in either coordinate captures the other run's files, so no range can be written until they are split"
10805,chapter ranges read from each archive's own page names; the ladder tiles (c1-c17 over 3 volumes)
10812,Dynamite's The Living Corpse and a Hideshi Hino manga folder are filed as one series; one unnumbered file between them
10839,"the trades map to the files by ARC TITLE in this series continuous 1-31 numbering; Vol. 05 and Vol. 06 interleave, so both are non-contiguous and their notes name their members"
10882,chapter ranges read from each archive's own page names; the ladder tiles (c1-c142 over 28 volumes)
1097,"a four-issue mini, three of it held (#2-4), one numbering, and the claim covers all three"
1098,"a four-issue mini complete on the shelf, one numbering, and the claim covers all four files"
11002,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
11011,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
11020,chapter ranges read from each archive's own page names; the ladder tiles (c1-c25 over 5 volumes)
11022,chapter ranges read from each archive's own page names; the ladder tiles (c1-c18 over 3 volumes)
11023,chapter ranges read from each archive's own page names; the ladder tiles (c1-c12 over 2 volumes)
11029,chapter ranges read from each archive's own page names; the ladder tiles (c1-c64 over 4 volumes)
1103,chapter ranges read from each archive's own page names; the ladder tiles (c1-c104 over 18 volumes)
11065,"a four-issue tie-in mini complete on the shelf, one numbering, and the claim covers all four files"
11091,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
11146,"Machine Man (1978) and Machine Man (1984) share this Series id, both numbering from #1; the Complete Collection spans both, so no single range describes it"
11148,chapter ranges read from each archive's own page names; the ladder tiles (c29-c31.2 over 2 volumes)
11159,chapter ranges read from each archive's own page names; the ladder tiles (c1-c62 over 11 volumes)
11190,"the archives carry no chapter token at all, so all nineteen volumes were opened and their own printed CONTENTS pages read (p2 in v01-v16, p3 in v17, p4 in v18-v19). Viz's `NIGHT N` ladder tiles NIGHT 1-188 across the nineteen volumes with no gap and no overlap"
11193,a chain of four-issue Magic minis that each number #1-4 shares this Series id; all four trades would claim the same range
11205,chapter ranges read from each archive's own page names; the ladder tiles (c1-c47 over 12 volumes)
11210,eight unnumbered variant covers and one collection; LOCG's #1-4 covers no file
11226,chapter ranges read from each archive's own page names; the ladder tiles (c1-c161 over 10 volumes)
11262,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
11280,"Marauders v1 (2019) and Marauders v2 (2022) share this Series id and fifteen numbers name more than one file; both books print their range and both are the 2022 run (#1-5 + Annual, #6-12), so neither can be written. The live LOCG #1-27 on Vol. 02 covers all 44 issue files"
11289,"three rips of one run share this shelf and all three state their chapters: v01-v03 by page token `cNNN (vNN)`, v04-v16 by page token `3gatsuNN_cNNN_`, v17 by its own printed English contents page. `c000` in v04-v16 is FRONT MATTER, not chapter zero (v07 ends 73, v08's first numbered chapter is 74). v17's `chap01`-`chap15` folders are a within-volume ordinal; its contents page names Chapter 180-194 and its translator's note says the numbers were shifted ""to continue from 179 where the last volume ended"""
11305,chapter ranges read from each archive's own page names; the ladder tiles (c1-c39 over 5 volumes)
1131,"a self-published comics journal, 47pp, with no chapters and nothing numbered inside; it is a book, not a collection of numbered units"
1137,chapter ranges read from each archive's own page names; the ladder tiles (c0-c49 over 13 volumes)
11370,"the 1983 magazine #1-34, a stray #1000 and a Rocket Raccoon issue; #1, #25 and #1000 each name more than one file"
11417,"both items are single entries in the numbered Marvel Graphic Novel line (numbers 061 and 065, 67pp and 50pp), not collected editions; the live LOCG span on 061 is quoted from a later Epic Collection"
11441,"Marvel Knights is an imprint; the files here come from six different comics, all numbering from #1"
1157,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
11582,a twelve-issue event complete on the shelf; ComicVine's #1-12 matches the series and 368pp over twelve is thirty pages each
11654,"a four-issue mini complete on the shelf; the 458pp book also holds its sequels, which are not filed here"
11675,Marvel Zombies (2006) and Marvel Zombies 3 (2008) share this shelf and both number from #1
11793,Europe Comics' Masks (2022) and Dynamite's Masks (2013) share this shelf on the strength of the word
11831,"the 2012 mini and the ongoing that followed it both number from #1 under this Series id; the collected edition's own folder is named ""v1-v2"""
11888,"seven trades that end at Vol. 07 - Ra Moon cannot reach #33, and every issue file here is #33 or above"
11888,"LOCG's spans here are the volume ordinal plus one (Vol. 01 -> #2-2, Vol. 02 -> #3-3, Vol. 03 -> #4-4, Vol. 04 -> #5-5), not issue ranges"
11906,"the Deluxe Edition collects three separate three-issue minis (Memetic, Cognetic, Genetic), each numbering from #1"
11906,both files here are numbered #1 - one from each of two different minis
11937,chapter ranges read from each archive's own page names; the ladder tiles (c1-c16 over 2 volumes)
11938,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
11999,"one run of 64-page annual specials; the two held files are 65pp and 64pp, which is what makes ComicVine's two-issue claim arithmetically exact"
12022,nine unnumbered variant covers and one collection; LOCG's #1-3 covers no file
12030,"an eight-issue series complete on the shelf, one numbering, and the claim covers all eight files"
12032,the shelf now holds only the collection itself — no issue files and no provider claim
12079,the two omnibuses quote their contents and neither names the Infinity Comic (2023) that supplies all 21 issue files on this shelf; the live LOCG spans #1-28 and #1-240 each cover all of them
12236,chapter ranges read from each archive's own page names; the ladder tiles (c1-c96 over 9 volumes)
12237,chapter ranges read from each archive's own page names; the ladder tiles (c1-c95 over 13 volumes)
12241,"the archives name no chapter, so all twenty-one volumes were opened. Thirteen print a CONTENTS page listing their chapters; the other eight state the chapter on each chapter's opening art page as a `THUNDERBOLT | CHAPTER N` badge, which fixes their first chapter and lets the next volume's first close them. The ladder tiles CHAPTER 1-181"
12298,chapter ranges read from each archive's own page names; the ladder tiles (c33-c162 over 14 volumes)
12320,chapter ranges read from each archive's own page names; the ladder tiles (c1-c79 over 8 volumes)
12372,chapter ranges read from each archive's own page names; the ladder tiles (c1-c64 over 16 volumes)
12433,"Ms. Marvel (2006) and Ms. Marvel (2014) share this Series id with #6, #7, #8 and #13 naming two files each; two collection lines then reuse the same volume ordinals over the 2014 run"
12452,"the archives name no chapter, so all eighteen volumes were opened; v02-v18 each print a contents page at p4 listing their chapters as `Article N`, and v01 (which prints none) is fixed by its own ARTICLE 1 divider and v02's opening at Article 6. The ladder tiles Article 1-155"
12469,"two strands both numbered #1-4; the book is the COMPLETE collection and holds both, so the collision is harmless here"
12469,re-examine this range if another Multiple Warheads strand is filed on this shelf
12480,chapter ranges read from each archive's own page names; the ladder tiles (c1-c139 over 20 volumes)
12514,chapter ranges read from each archive's own page names; the ladder tiles (c1-c28 over 2 volumes)
12516,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
12525,chapter ranges read from each archive's own page names; the ladder tiles (c1-c386 over 38 volumes)
12526,chapter ranges read from each archive's own page names; the ladder tiles (c1-c94 over 5 volumes)
12527,chapter ranges read from each archive's own page names; the ladder tiles (c0-c23 over 4 volumes)
12529,chapter ranges read from each archive's own page names; the ladder tiles (c1-c126 over 15 volumes)
12563,IDW's post-2021 My Little Pony: the Classics Reimagined minis and the v2 ongoing both number from #1 here
12565,"IDW prints ""Originally published as ... issues #N-N"" on the credits page, bottom left under the IDW logo"
12565,"the trades stop at #88 (Vol. 19) and the issues start at #94, so no book here can hold any file here"
12565,Season 10 is a separate series numbering from #1; Vol. 20 and the standalone Season 10 v01 are the same book
12585,chapter ranges read from each archive's own page names; the ladder tiles (c28-c50 over 6 volumes)
12587,chapter ranges read from each archive's own page names; the ladder tiles (c1-c107 over 8 volumes)
12591,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
12594,chapter ranges read from each archive's own page names; the ladder tiles (c1-c24 over 2 volumes)
12605,chapter ranges read from each archive's own page names; the ladder tiles (c0-c92 over 6 volumes)
12667,"chapter ranges read from each volume's own printed Contents page; c1-c79 over v02-v21, and v01 refused because its contents page numbers nothing"
12667,"chapter 41 is named by no volume's contents page (v11 ends at 40, v12 begins at 42); v11's own page arithmetic suggests it is inside v11 unlisted, but the divider was not found and nothing is claimed"
12704,"a newspaper-strip collection; the daily Nancy strips inside carry no issue number, and Vol. 01 is a book ordinal rather than a coordinate"
12705,a four-issue series; LOCG claims #1-2 on a 114pp collection whose page count fits all four
12716,chapter ranges read from each volume's own printed CONTENTS panel; the main run tiles c1-c700 over 72 volumes with no gap or overlap
12757,chapter ranges read from each archive's own page names; the ladder tiles (c1-c17 over 2 volumes)
12766,chapter ranges read from each archive's own page names; the ladder tiles (c1-c29 over 5 volumes)
12778,chapter ranges read from each archive's own page names; the ladder tiles (c1-c28 over 2 volumes)
12794,"a 2006 one-shot and a 2007 five-issue mini, both called New Avengers: Illuminati, both numbering from #1"
12855,"New Warriors v1 (1990) and v5 (2014) share this Series id; both trades print their range and both are the 2014 run (#1-6 and #7-12), and both of those ranges also name 1990-run files this shelf holds. The live LOCG #1-412 on Vol. 01 covers all 33 issue files"
1287,"Aria numbers chapters ""Navigation NN""; ten of the twelve archives name the chapter in their own FOLDER names and the other two print a contents page. The ladder tiles 1-60 at five chapters a volume. The page-token reader misread v09's colour plate `C0002+0003` as chapter 2 — that false token, not a real disagreement, is why the sweep refused this shelf"
12878,chapter ranges read from each archive's own page names; the ladder tiles (c1-c16 over 2 volumes)
12955,"the ladder here is years parsed as issue numbers (#2011-#2022, three of them naming more than one file); the one remaining book collects Nightwing v2 #101-#106, a run whose files were re-filed to S94870 while this pass ran"
13011,chapter ranges read from each archive's own page names; the ladder tiles (c1-c44 over 7 volumes)
13015,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
13025,chapter ranges read from each archive's own page names; the ladder tiles (c2-c16 over 3 volumes)
1303,"one six-issue mini held twice over in two trees; twelve files, six coordinates, and the claim covers them all"
13040,"the archives name no chapter, so all 25 books were opened and their own printed contents pages read (p2 in v01-v06 and v08-v16, p1 in v07, p3 in v17, p5 in v18 and v20-v24). The `Lesson N` ladder tiles 1-135 across 22 volumes. v19's rip kept no contents page and the volume names no chapter, so it is refused rather than filled in from v18/v20. v24 and v25 are the Opera-hen sequel, numbered `AKT:1` upward — a separate work restarting at 1 on the same shelf"
13103,chapter ranges read from each archive's own page names; the ladder tiles (c1-c35 over 6 volumes)
13110,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
13116,"OMAC (1974, Kirby) and OMAC: One Man Army Corps (1991) share this shelf and both number from #1"
13181,chapter ranges read from each volume's own printed contents page; the ladder tiles c1-c308 over all 48 volumes with no gap or overlap
13193,chapter ranges read from each archive's own page names; the ladder tiles (c1-c28 over 2 volumes)
13245,chapter ranges read from each archive's own page names; the ladder tiles (c1-c1035 over 20 volumes)
13253,chapter ranges read from each archive's own page names; the ladder tiles (c1-c150 over 29 volumes)
1337,chapter ranges read from each archive's own page names; the ladder tiles (c1-c10 over 2 volumes)
13370,"a four-issue mini held twice over; eight files, four coordinates, and the claim covers them all"
13405,"a webcomic collected as a titled PDF book; the shelf holds no numbered base units and the strips inside are not issues, so there is no coordinate for a range"
13412,chapter ranges read from each archive's own page names; the ladder tiles (c1-c32 over 4 volumes)
13419,"a nine-part event numbered #0-8, held twice over; eighteen files, nine coordinates, and the claim covers them all"
13431,chapter ranges read from each archive's own page names; the ladder tiles (c1-c9 over 4 volumes)
13455,chapter ranges read from each archive's own page names; the ladder tiles (c1-c16 over 3 volumes)
1349,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
13497,"LOCG and ComicVine independently give #1-16, and 215pp over sixteen twelve-page shorts fits"
13497,"a New Blood (2021) file shares this shelf; it is unnumbered today, so the range does not reach it - re-check if that changes"
1351,chapter ranges read from each archive's own page names; the ladder tiles (c1-c21 over 5 volumes)
1352,chapter ranges read from each archive's own page names; the ladder tiles (c1-c29 over 6 volumes)
13527,"a four-issue mini complete on the shelf, one numbering, and the claim covers all four files"
13540,chapter ranges read from each archive's own page names; the ladder tiles (c1-c50 over 13 volumes)
13577,chapter ranges read from each archive's own page names; the ladder tiles (c1-c64 over 8 volumes)
13578,chapter ranges read from each archive's own page names; the ladder tiles (c1-c64 over 8 volumes)
1361,chapter ranges read from each archive's own page names; the ladder tiles (c1-c14 over 3 volumes)
13638,chapter ranges read from each archive's own page names; the ladder tiles (c1-c40 over 10 volumes)
13643,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13644,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13645,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13646,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13655,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13656,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13657,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13658,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13661,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
13669,"a facsimile reprint of a 1950s Peanuts paperback; the daily strips inside are dated, never numbered, so there is no coordinate a range could be written in"
1371,"both trades point at one LOCG record (Vol. 1 HC) and both take its #1-2; the shelf also holds two separately-numbered minis (2022 and III, 2024), so the two issue files cannot be placed"
13784,"two of the four items flagged as collections are 24pp single issues; the shelf carries the 1990 and 1999 runs at once and LOCG's claims on the two trades run backwards (#44-47 on Vol. 03, #35-37 on Vol. 04)"
13811,"a five-issue mini complete on the shelf, one numbering, and the claim covers all five files"
13829,chapter ranges read from each archive's own page names; the ladder tiles (c1-c55 over 2 volumes)
13909,chapter ranges read from each archive's own page names; the ladder tiles (c1-c86 over 4 volumes)
1391,chapter ranges read from each archive's own page names; the ladder tiles (c1-c180 over 21 volumes)
13911,chapter ranges read from each archive's own page names; the ladder tiles (c1-c71 over 9 volumes)
13914,chapter ranges read from each archive's own page names; the ladder tiles (c1-c65 over 8 volumes)
13933,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
13937,chapter ranges read from each archive's own page names; the ladder tiles (c1-c100 over 4 volumes)
13941,chapter ranges read from each archive's own page names; the ladder tiles (c1-c10 over 3 volumes)
14001,"three ~256pp volumes, so about ten issues each; LOCG claims 363 issues for Vol. 01 and ComicVine has Vol. 02 skipping from #10 to #37"
14001,lead: ComicVine's #1-10 for Vol. 01 is the right shape and would take one file; the volumes' own copyright pages would settle all three
14022,"a three-issue mini complete on the shelf, one numbering, and the claim covers all three files"
1403,"neither volume's contents are stated (one record has no cached page, the other is a single-comic page); the shelf holds #10-#14 and a guessed division would claim #10"
1408,"a six-issue mini complete on the shelf, one numbering, and the claim covers all six files"
14088,chapter ranges read from each archive's own page names; the ladder tiles (c1-c8 over 2 volumes)
14162,"Psi-Lords (1994, ten issues) and Psi-Lords (2019, eight issues) share this shelf and both number from #1"
14213,"three Punisher War Journal series (1988, 2006, 2022) share this shelf and all number from #1"
14275,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
1428,"twenty-one of the twenty-two files are SINGLE Dark Horse volumes (v03-v23, 177-231pp, each stating `ASTRO BOY VOLUME N` on its own copyright page) wrongly flagged IsCollection=1; the stories inside are titled, never numbered. The one real container is 42864, whose title page reads `Books 1 and 2` — a two-volume omnibus at 424pp"
14300,"a five-issue mini complete on the shelf, one numbering, and the claim covers all five files"
14333,chapter ranges read from each archive's own page names; the ladder tiles (c1-c19 over 3 volumes)
14334,chapter ranges read from each archive's own page names; the ladder tiles (c1-c75 over 4 volumes)
14352,"Ragman v1 (1976, five issues) and Ragman (2017, six issues) share this shelf and both number from #1"
14366,chapter ranges read from each archive's own page names; the ladder tiles (c1-c18 over 2 volumes)
14385,"REFUSED as a shelf: the ""PART n"" numbering printed in these scanlations restarts at 1 in every volume (proven by reading the contents pages of v20, v30 and v38), so it is a per-volume label, not a series chapter coordinate"
14385,the shelf mixes at least three scanlation groups and at least two conventions - v02's opening divider is PART 9 while v20/v30/v38 all start at PART 1
14393,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
1440,three unnumbered files and one collection; no claim reaches a file
14408,Europe Comics' Raven (2020) and DC's Raven (2016) share this shelf on the strength of the word
14423,chapter ranges read from each volume's own printed CONTENTS panel; the ladder tiles episode 1 to episode 46 over all 12 volumes with no gap or overlap
14423,"the c12 overlap the sweep found between v03 and v04 is a danke-Empire MISLABEL: v03's c012-named pages are its unnumbered ""Special Chapter: Spring fever"", and v03's contents ends at episode 11"
14426,"a crossover collected from a one-shot and four separate minis, each numbering from #1; its contents are a list"
14521,an eight-issue anthology split into two four-issue volumes; the claim on Vol. 01 is quoted from Vol. 2's record and covers every issue file the shelf holds
14533,"a four-issue mini complete on the shelf, one numbering, and the claim covers all four files"
14579,"nineteen volumes of the main run tile c1-c166 exactly, nine chapters a volume from v03 on. The overlap that made the sweep refuse this shelf is a SPIN-OFF, `Rent-a-(Really Shy!)-Girlfriend v01` (item 45186), filed on the same Series and numbering its own chapters from 1"
14590,"Resident Alien is a chain of minis that each number from #0 (LOCG's own page for one of them says ""Collects issues #0-#3 of the miniseries""); every trade here is one such mini, so all would claim the same numbers"
14607,fifteen unnumbered variant covers and one collection; LOCG's #1-4 covers no file
14621,"a four-issue mini complete on the shelf, one numbering, and the claim covers all four files"
14699,"both claims come from shell pages and both fail the arithmetic: 998pp over 8 claimed issues and 432pp over 7; the shelf's ladder #0-#24 is complete and one numbering, but nothing states where the two compendia divide"
1474,chapter ranges read from each archive's own page names; the ladder tiles (c1-c139 over 34 volumes)
1476,chapter ranges read from each archive's own page names; the ladder tiles (c1-c10 over 2 volumes)
14761,chapter ranges read from each archive's own page names; the ladder tiles (c1-c62 over 6 volumes)
14793,two four-issue Rocketeer Adventures anthologies (2011 and 2012) both number #1-4 under this Series id; the two issue files cannot be assigned to either
14833,"the archives name no chapter, so all ten volumes were opened and their own printed contents pages read (p4 in v01, p5 in the rest). Viz's `Test N` ladder tiles Test 1-40, four chapters in every volume; each contents page also states the volume's own number and subtitle, which matches the file name in all ten"
14834,"the archives name no chapter, so all fourteen volumes were opened; eleven print a numbered CONTENTS panel (p5 or p6) and three (v11, v12, v13) state their first chapter on its divider page instead. The ladder tiles chapters 1-66. This shelf's numbering is Season II's own and restarts from the first series on S14833"
14854,four unnumbered files and one collection; LOCG's #1-4 covers no file
14884,chapter ranges read from each archive's own page names; the ladder tiles (c1-c255 over 28 volumes)
14885,chapter ranges read from each archive's own page names; the ladder tiles (c1-c10 over 2 volumes)
14917,chapter ranges read from each archive's own page names; the ladder tiles (c1-c60 over 4 volumes)
14977,chapter ranges read from each archive's own page names; the ladder tiles (c1-c106 over 12 volumes)
15004,chapter ranges read from each archive's own page names; the ladder tiles (c1-c43 over 5 volumes)
15080,no provider claim exists for any of the three volumes and the shelf holds one issue file; only the ordinals remain
15086,the only claim (LOCG #1-89 on a 75pp book) is refuted by the page count; the shelf holds #5-#11 and nothing states what Vol. 01 holds
15097,"a five-issue mini complete on the shelf, one numbering, and the claim covers all five files"
15100,the 2024 Titan run is split off; the surviving provider claims contradict each other and are refuted by the page counts
15100,"lead: these are Dark Horse `The Savage Sword of Conan Vol. NN` reprints of the 1974 Marvel magazine, about ten issues per volume; a future pass should read one volume's indicia to fix the ladder's start"
15130,"one numbering (Icon's Scarlet, 2010); the 478pp Dark Horse Edition is the book that plausibly holds our #6-9"
15130,"lead: LOCG's #1-9 stops one issue short of the run's end, which is what a flattened record looks like; the book's own page would settle four files"
15156,chapter ranges read from each archive's own page names; the ladder tiles (single volume)
15234,the shelf holds #12-25; ComicVine's #1-11 stops exactly where our files begin
15245,eleven unnumbered variant covers and one collection; LOCG's #1-8 covers no file
15280,"one five-issue mini; the two collections are two different editions (2006, 128pp and 2009, 180pp), not two rips of one"
15302,"an anthology gathering back-ups from across the Secret Wars line; its contents are a list, not a range"
15318,chapter ranges read from each archive's own page names; the ladder tiles (c1-c111 over 3 volumes)
15337,"the one issue file is a Wonder Woman annual, not a Sensational Wonder Woman chapter"
15411,"two reprint lines (Marvel Masterworks Vols. 01-04 and the Epic Collection Vols. 01-02) cover the same 1963 run; each book's own contents page names every issue, and the Masterworks ladder tiles #1-#43 exactly"
1545,"a nine-issue mini held twice over; one numbering, nothing to collide with, and #1-9 is the obvious reading"
1545,"refused on the claim, not the shelf: LOCG's #1-526 covers all eighteen files by covering everything"
15458,"chapter ranges read from each volume's own printed contents page; the main run tiles c1-c299 over 34 volumes with no gap or overlap, and v35 states its own contents as unnumbered bonus material"
15458,"five separate works (Flowers, Marcos, Red Crimson, The Super Star, Zero - 19 volumes) share this Series id and each restarts its chapter numbering at 1; all are refused until the shelf is split"
15475,chapter ranges read from each archive's own page names; the ladder tiles (c1-c165 over 17 volumes)
15489,Shazam! v3 (2019) and v4 (2023) share this Series id with 13 issue numbers used more than once; the 2013 collection reprints a back-up feature from a series not on this shelf
15504,"five She-Hulk runs and four collection lines share this Series id; three different books are ""Vol. 03"" and the providers disagree three ways on the same volumes"
1553,"a five-issue mini complete on the shelf, one numbering, and the claim covers all five files"
15592,chapter ranges read from each archive's own page names; the ladder tiles (c1-c15 over 2 volumes)
15623,"a six-issue mini complete on the shelf, one numbering, and the claim covers all six files"
15631,chapter ranges read from each archive's own page names; the ladder tiles (c1-c131 over 15 volumes)
15636,fourteen unnumbered variant covers and one collection; LOCG's #1-5 covers no file
15695,the volumes map to the files by ARC TITLE and the ranges are in this series continuous 0-25 numbering; the per-volume #1-5 from gcd is the arc own count and cannot be used as a range here
15718,chapter ranges read from each archive's own page names; the ladder tiles (c1-c20 over 4 volumes)
15735,chapter ranges read from each archive's own page names; the ladder tiles (c1-c24 over 4 volumes)
15755,chapter ranges read from each archive's own page names; the ladder tiles (c1-c276 over 30 volumes)
15764,"two seasons of Sleeper, both twelve issues numbered from #1, both complete here in folders that name them"
15764,LOCG and ComicVine agree on #1-12 and both are right about the book; the range still takes both seasons
15795,chapter ranges read from each archive's own page names; the ladder tiles (c1-c14 over 2 volumes)
1582,six unnumbered variant covers and one trade; LOCG's #1-3 covers no file
15830,chapter ranges read from each archive's own page names; the ladder tiles (c1-c10 over 2 volumes)
15854,"fifty-one of the 53 ""collected editions"" here are 21-42pp single issues of Valiant's Solar v2 (1991) mislabelled by ComicInfo; the only two real books are Dynamite's 2014 trades, whose run the shelf's issues do not belong to"
15861,"three unrelated series named Solo share this Series id (DC 2005, Marvel 2016, Titan 2021) and #1 and #2 each name two files"
15928,chapter ranges read from each volume's own printed CONTENTS page; the ladder tiles c1-c112 over all 25 volumes with no gap or overlap
15928,"v01's c1-c1 is a real single-chapter range read off its contents page (three unnumbered prologues plus Chapter 1), not the volume-ordinal artefact the degenerate-span guard looks for"
