itemId,seriesId,flag,detail,source
15099,8737,span-retracted,withdrew the model's own #?-?: a base volume of this shelf; see the note on 15088,line 3937
15103,8737,span-retracted,"withdrew the model's own #?-?: Hellboy in Hell Vol. 01 and Vol. 02 are Series 8764 and are not numbered in this Series at all; 153+153pp less front matter is this book at 288pp, so nothing it collects can be named by a range here",line 3941
4486,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 1
4487,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 2
4488,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 3
4489,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 4
4490,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 5
4491,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 6
4492,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 7
106359,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 8
106360,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 9
106361,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 10
106362,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 11
106363,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 12
106364,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 13
106365,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 14
106380,10002,span-retracted,"withdrew the model's own #?-?: the 2000AD progs, the Eagle Comics reprints and IDW's two series all number from #1 on this shelf; no range can identify which of them a volume holds",line 15
71992,100130,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf and thirty numbers name more than one file; no range can identify which run's issues it holds,line 16
70351,100132,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf and thirty numbers name more than one file; no range can identify which run's issues it holds,line 17
70352,100132,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf and thirty numbers name more than one file; no range can identify which run's issues it holds,line 18
70353,100132,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf and thirty numbers name more than one file; no range can identify which run's issues it holds,line 19
70354,100132,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf and thirty numbers name more than one file; no range can identify which run's issues it holds,line 20
70355,100132,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf and thirty numbers name more than one file; no range can identify which run's issues it holds,line 21
37443,100813,span-retracted,withdrew the model's own #?-?: the only claim comes from a shell page and the volume division is stated nowhere,line 244
37444,100814,span-retracted,"withdrew the model's own #?-?: linked to the single comic ""The Scorched #2""; no statement about the trade",line 245
37445,100815,span-retracted,"withdrew the model's own #?-?: linked to the single comic ""The Scorched #3""; no statement about the trade",line 246
37446,100816,span-retracted,"withdrew the model's own #?-?: linked to the single comic ""The Scorched #4""; no statement about the trade",line 247
41588,100845,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 272
41589,100846,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 273
41590,100847,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 274
41591,100848,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 275
41592,100849,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 276
45610,101016,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 301
45611,101017,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 302
45612,101018,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 303
45613,101019,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 304
42696,101078,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 331
42697,101079,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 332
42698,101080,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 333
42699,101081,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 334
42700,101082,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 335
42701,101083,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 336
42702,101084,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 337
42703,101085,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 338
41408,101221,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 421
41409,101222,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 422
41410,101223,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 423
41411,101224,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 424
41412,101225,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 425
41413,101226,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 426
109038,101334,span-retracted,withdrew the model's own #?-?: the trades are Oni Press's Wasteland (2007) and every issue file on this shelf is DC's Wasteland (1987); a range here would claim another comic's issues,line 439
40993,101352,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 457
40994,101353,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 458
40995,101354,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 459
42278,101382,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 473
41448,101383,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 474
103656,101461,span-retracted,withdrew the model's own #?-?: an anthology reprinting from many series has no range in any one series' numbering,line 493
103657,101462,span-retracted,"withdrew the model's own #?-?: same, and its own quoted contents list nine different titles",line 494
42492,101589,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 569
42493,101590,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 570
42494,101591,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 571
42495,101592,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 572
42496,101593,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 573
42497,101594,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 574
42498,101595,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 575
42499,101596,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 576
42500,101597,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 577
42501,101598,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 578
42502,101599,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 579
42503,101600,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 580
42504,101601,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 581
42505,101602,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 582
42506,101603,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 583
42507,101604,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 584
42508,101605,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 585
42509,101606,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 586
42510,101607,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 587
42300,101654,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 603
42301,101655,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 604
12700,101660,span-retracted,withdrew the model's own #1-11: back cover says only 'over 300 story pages'; no issue is named anywhere I read,line 613
12701,101660,span-retracted,withdrew the model's own #12-25: back cover says only 'over 300 story pages'; no issue is named anywhere I read,line 614
108770,10239,span-retracted,"withdrew the model's own #?-?: the Deluxe Editions each collect two six-issue seasons that both number from #1, so no single range describes one",line 625
108771,10239,span-retracted,"withdrew the model's own #?-?: same, and its #1-6 covers all five files without saying which season they belong to",line 626
104730,10310,span-retracted,withdrew the model's own #?-?: both claims are quoted from other books' records (Book 1 TP and The New Girl Book One) and this Book 04 collects a run the shelf does not hold; a range in this shelf's numbering would only capture the two runs it does hold,line 637
44932,10406,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 639
44989,10406,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 685
44990,10406,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 686
44991,10406,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 687
56223,10407,span-retracted,"withdrew the model's own #?-?: no provider span and no LOCG record; the two files it might contain are unnumbered collections of the same mini, so a range would have nothing to nest and nothing to prove it",line 697
117918,1074,span-retracted,"withdrew the model's own #?-?: the book proves it collects Annihilation #1-6 (LOCG quotes the indicia), but this Series id also holds Annihilation 2099 (2024) #1-5, so the range would claim five files the book never printed; split the runs first",line 713
42651,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 722
42652,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 723
42653,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 724
42654,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 725
42655,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 726
42656,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 727
42657,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 728
42658,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 729
42659,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 730
42660,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 731
42661,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 732
42662,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 733
42663,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 734
42664,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 735
42665,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 736
42666,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 737
42667,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 738
42668,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 739
42669,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 740
42670,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 741
42671,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 742
42672,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 743
42673,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 744
42674,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 745
42675,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 746
42676,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 747
42677,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 748
42678,10882,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 749
45927,11148,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 785
45928,11148,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 786
45929,11148,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 787
45930,11148,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 788
45931,11148,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 789
45934,11148,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 792
45935,11148,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 793
100734,11417,span-retracted,"withdrew the model's own #?-?: not a collected edition — it is one 67pp entry in the Marvel Graphic Novel line, and the range on it belongs to a different book",line 810
27690,11831,span-retracted,"withdrew the model's own #?-?: the shelf's #1-#8 spans two runs that each start at #1, so a range cannot say which issues this volume holds; neither provider claim survives inspection (LOCG has no cached page, ComicVine matched a German edition)",line 812
69953,12032,span-retracted,withdrew the model's own #?-?: no source states its contents and there is nothing on the shelf for a range to describe,line 817
95847,12079,span-retracted,"withdrew the model's own #?-?: the book's quoted contents are Ultimate Comics Spider-Man, Spider-Men and Miles Morales: Ultimate Spider-Man — none of them this Series; a range in this shelf's coordinate would claim the Infinity Comic the book does not print",line 824
95848,12079,span-retracted,"withdrew the model's own #?-?: same: the quoted contents are Spider-Man (2016), Spider-Gwen and Spider-Men II, so no range in the Infinity Comic's numbering describes it",line 825
46028,12298,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 839
46029,12298,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 840
83605,12330,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf; a range in one run's coordinate claims the others' issues of the same numbers,line 855
83606,12330,span-retracted,withdrew the model's own #?-?: six runs number from #1 on this shelf; a range in one run's coordinate claims the others' issues of the same numbers,line 856
83748,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 857
83749,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 858
83750,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 859
83751,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 860
83752,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 861
83753,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 862
83754,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 863
83755,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 864
83756,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 865
83757,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 866
83758,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 867
83759,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 868
83760,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 869
83761,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 870
83762,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 871
117932,12433,span-retracted,withdrew the model's own #?-?: two runs number from #1 on this shelf and two collection lines share the volume ordinals; a range in either coordinate claims the other run's issues,line 872
43715,13015,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 910
42973,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 920
42974,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 921
42975,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 922
42976,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 923
42977,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 924
42978,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 925
42979,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 926
42980,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 927
42981,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 928
42982,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 929
42983,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 930
42984,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 931
42985,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 932
42986,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 933
42987,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 934
42988,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 935
42989,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 936
42990,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 937
15108,14590,span-retracted,withdrew the model's own #?-?: the omnibus holds several minis that each number from #0; no single range describes it,line 975
15109,14590,span-retracted,withdrew the model's own #?-?: same — Omnibus Book 02 holds further minis with the same numbering,line 976
15112,14590,span-retracted,withdrew the model's own #?-?: The Sam Hain Mystery is its own mini numbering from #0,line 977
15113,14590,span-retracted,withdrew the model's own #?-?: The Man with No Name is its own mini numbering from #0,line 978
37085,14699,span-retracted,withdrew the model's own #?-?: the only claim is arithmetically impossible and comes from a shell page; a 998pp compendium of a 25-issue run plainly holds more than eight,line 979
37086,14699,span-retracted,"withdrew the model's own #?-?: same: 432pp for seven claimed issues, from a shell page, and no source states the division between the two compendia",line 980
31632,14793,span-retracted,withdrew the model's own #?-?: both volumes would claim #1-4 in their own mini's numbering and the shelf cannot tell the two minis apart,line 1017
31633,14793,span-retracted,"withdrew the model's own #?-?: same; its LOCG record is a single-comic page (""Rocketeer Adventures #2"")",line 1018
29752,15086,span-retracted,withdrew the model's own #?-?: 75pp is at most three of this series' 21-28pp issues and no source states which; the one claim on it is arithmetically impossible,line 1033
45285,15318,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1035
