# shelves with a NEAR re-probe hit (all their hit rows), stored CV excluded; from reprobe.tsv, TOOLS_TODO 32
S924	g	provider-missing: CV 72008 "Amelia Cole and the Hidden War" 2014 MonkeyBrain Comics 1 issues — far (gap 2), found by 'Amelia Cole and the Hidden War' (via CV candidate name "Amelia Cole and the Hidden War"); invisible before TODO 30
S924	g	provider-missing: CV 87198 "Amelia Cole Versus The End of Everything" 2016 MonkeyBrain Comics 6 issues — far (gap 4), found by 'Amelia Cole Versus The End of Everything' (via CV candidate name "Amelia Cole Versus The End of Everything"); invisible before TODO 30
S924	g	provider-missing: CV 91873 "Amelia Cole Versus The End of Everything" 2016 MonkeyBrain Comics 1 issues — far (gap 4), found by 'Amelia Cole Versus The End of Everything' (via CV candidate name "Amelia Cole Versus The End of Everything"); invisible before TODO 30
S928	g	provider-missing: CV 66323 "Amelia Cole and the Unknown World" 2013 IDW Publishing 1 issues — near (gap 1), found by 'Amelia Cole and the Unknown World' (via CV candidate name "Amelia Cole and the Unknown World"); invisible before TODO 30
S928	g	provider-missing: CV 84746 "Amelia Cole and the Impossible Fate" 2015 IDW Publishing 1 issues — near (gap 1), found by 'Amelia Cole and the Impossible Fate' (own spelling); invisible before TODO 30
S928	g	provider-missing: CV 54107 "Amelia Cole and the Unknown World" 2012 MonkeyBrain Comics 6 issues — far (gap 2), found by 'Amelia Cole and the Unknown World' (via CV candidate name "Amelia Cole and the Unknown World"); invisible before TODO 30
S1058	g	provider-missing: CV 117743 "Encounter: Welcome To the Team!" 2019 Lion Forge Comics 1 issues — near (gap 1), found by 'Encounter: Welcome To the Team!' (via CV candidate name "Encounter: Welcome To the Team!"); invisible before TODO 30
S1070	g	provider-missing: CV 104761 "Dracula Marries Frankenstein! An Anne of Green Bagels Story" 2017 NBM 1 issues — near (gap 1), found by 'Dracula Marries Frankenstein! An Anne of Green Bagels Story' (via CV candidate name "Dracula Marries Frankenstein! An Anne of Green Bagels Story"); invisible before TODO 30
S1070	g	provider-missing: CV 105490 "Anne of Green Gables" 2017 Andrews McMeel Publishing 1 issues — near (gap 1), found by 'Anne of Green Gables' (via CV candidate name "Anne of Green Gables"); invisible before TODO 30
S1070	g	provider-missing: CV 78433 "Anne of Green Gables" 2014 TidalWave Productions 1 issues — far (gap 2), found by 'Anne of Green Gables' (via CV candidate name "Anne of Green Gables"); invisible before TODO 30
S1070	g	provider-missing: CV 66591 "Anne of Green Gables" 2010 TidalWave Productions 4 issues — far (gap 6), found by 'Anne of Green Gables' (via CV candidate name "Anne of Green Gables"); invisible before TODO 30
S1117	g	S cv=-: CV 82823 "Ant-Man/Giant-Man Epic Collection: The Man In the Ant Hill" 2015 Marvel 1 issues — near (gap 0), found by 'Ant-Man/Giant-Man Epic Collection: The Man In the Ant Hill' (via CV candidate name "Ant-Man/Giant-Man Epic Collection: The Man In the Ant Hill"); invisible before TODO 30
S1172	g	provider-missing: CV 154374 "Aquaman and the Lost Kingdom Special" 2023 DC Comics 1 issues — near (gap 1), found by 'Aquaman and the Lost Kingdom Special' (via GCD name "Aquaman and the Lost Kingdom Special"); invisible before TODO 30
S1362	g	provider-missing: CV 118833 "Ask For Mercy: The Key To Forever" 2019 Comicraft 1 issues — near (gap 1), found by 'Ask For Mercy: The Key To Forever' (own spelling); invisible before TODO 30
S1364	g	provider-missing: CV 118833 "Ask For Mercy: The Key To Forever" 2019 Comicraft 1 issues — near (gap 1), found by 'Ask For Mercy: The Key To Forever' (via CV candidate name "Ask For Mercy: The Key To Forever"); invisible before TODO 30
S1364	g	provider-missing: CV 136542 "Ask For Mercy Season Three: World of Disquiet" 2021 Comicraft 1 issues — near (gap 1), found by 'Ask For Mercy Season Three: World of Disquiet' (own spelling); invisible before TODO 30
S1364	g	provider-missing: CV 111306 "Ask For Mercy: The Key To Forever" 2018 Comicraft 6 issues — far (gap 2), found by 'Ask For Mercy: The Key To Forever' (via CV candidate name "Ask For Mercy: The Key To Forever"); invisible before TODO 30
S1365	g	provider-missing: CV 118833 "Ask For Mercy: The Key To Forever" 2019 Comicraft 1 issues — near (gap 0), found by 'Ask For Mercy: The Key To Forever' (via CV candidate name "Ask For Mercy: The Key To Forever"); invisible before TODO 30
S1365	g	provider-missing: CV 111306 "Ask For Mercy: The Key To Forever" 2018 Comicraft 6 issues — near (gap 1), found by 'Ask For Mercy: The Key To Forever' (via CV candidate name "Ask For Mercy: The Key To Forever"); invisible before TODO 30
S1365	g	provider-missing: CV 127940 "Ask For Mercy Season Two: The Heart of the Earth" 2020 Comicraft 1 issues — near (gap 1), found by 'Ask For Mercy Season Two: The Heart of the Earth' (via CV name "Ask For Mercy Season Two: The Heart of the Earth"); invisible before TODO 30
S1366	g	provider-missing: CV 118833 "Ask For Mercy: The Key To Forever" 2019 Comicraft 1 issues — near (gap 0), found by 'Ask For Mercy: The Key To Forever' (via CV candidate name "Ask For Mercy: The Key To Forever"); invisible before TODO 30
S1366	g	provider-missing: CV 111306 "Ask For Mercy: The Key To Forever" 2018 Comicraft 6 issues — near (gap 1), found by 'Ask For Mercy: The Key To Forever' (via CV candidate name "Ask For Mercy: The Key To Forever"); invisible before TODO 30
S1645	g	provider-missing: CV 39533 "Avengers and the Infinity Gauntlet" 2011 Marvel 1 issues — near (gap 1), found by 'Avengers and the Infinity Gauntlet' (own spelling); invisible before TODO 30
S1675	g	provider-missing: CV 103633 "X-Men: Gold: Back To The Basics" 2017 Marvel 1 issues — near (gap 1), found by 'X-Men: Gold: Back To The Basics' (via CV candidate name "X-Men: Gold: Back To The Basics"); invisible before TODO 30
S1878	g	provider-missing: CV 92351 "Batgirl & the Birds of Prey: Rebirth" 2016 DC Comics 1 issues — near (gap 0), found by 'Batgirl & the Birds of Prey: Rebirth' (via CV candidate name "Batgirl & the Birds of Prey: Rebirth"); invisible before TODO 30
S1878	g	provider-missing: CV 85740 "Birds of Prey" 2015 DC Comics 3 issues — near (gap 1), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S1878	g	provider-missing: CV 100560 "Batgirl and the Birds of Prey" 2017 DC Comics 3 issues — near (gap 1), found by 'Batgirl and the Birds of Prey' (own spelling); invisible before TODO 30
S1878	g	provider-missing: CV 52139 "Birds of Prey" 2012 DC Comics 5 issues — far (gap 4), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S1878	g	provider-missing: CV 127620 "Birds of Prey" 2020 DC Comics 1 issues — far (gap 4), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S1878	g	provider-missing: CV 42806 "Birds of Prey" 2011 DC Comics 35 issues — far (gap 5), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S1943	g	provider-missing: CV 156489 "Batman and Robin 2024 Annual" 2024 DC Comics 1 issues — near (gap 0), found by 'Batman and Robin 2024 Annual' (via CV candidate name "Batman and Robin 2024 Annual"); invisible before TODO 30
S1943	g	provider-missing: CV 115037 "Batman and Robin: Bad Blood: DC Essential Edition" 2018 DC Comics 1 issues — far (gap 6), found by 'Batman and Robin: Bad Blood: DC Essential Edition' (via CV candidate name "Batman and Robin: Bad Blood: DC Essential Edition"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 103575 "Batman The Dark Knight" 2014 RW Uitgeverij 3 issues — near (gap 1), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 62348 "Batman: The Dark Knight Annual" 2013 DC Comics 1 issues — far (gap 2), found by 'Batman: The Dark Knight Annual' (via CV candidate name "Batman: The Dark Knight Annual"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 53222 "Batman: The Dark Knight" 2012 DC Comics 4 issues — far (gap 3), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 56063 "Batman The Dark Knight" 2012 Titan Comics 19 issues — far (gap 3), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 61513 "Batman: The Dark Knight" 2012 Panini Verlag 32 issues — far (gap 3), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2128	g	S cv=-+provider-missing: CV 37880 "Batman: The Dark Knight" 2011 DC Comics 5 issues — far (gap 4), found by 'Batman: The Dark Knight' (via CV candidate name "Batman: The Dark Knight"); invisible before TODO 30
S2158	g	S cv=-+provider-missing: CV 107493 "Batman & the Signal" 2018 DC Comics 3 issues — near (gap 1), found by 'Batman & the Signal' (via the parsed key without the filing suffix "Batman & the Signal"); invisible before TODO 30
S2158	g	S cv=-+provider-missing: CV 112937 "Batman and the Signal" 2018 DC Comics 1 issues — near (gap 1), found by 'Batman and the Signal' (own spelling); invisible before TODO 30
S2171	g	provider-missing: CV 89207 "Superman/Batman: Batman v Superman: Dawn of Justice Special Edition" 2016 DC Comics 1 issues — near (gap 0), found by 'Superman/Batman: Batman v Superman: Dawn of Justice Special Edition' (via CV candidate name "Superman/Batman: Batman v Superman: Dawn of Justice Special Edition"); invisible before TODO 30
S2171	g	provider-missing: CV 121595 "General Mills Presents Batman v Superman: Dawn of Justice" 2016 DC Comics 4 issues — near (gap 0), found by 'General Mills Presents Batman v Superman: Dawn of Justice' (via CV candidate name "General Mills Presents Batman v Superman: Dawn of Justice"); invisible before TODO 30
S2172	g	provider-missing: CV 91589 "Batman v Superman: Dawn of Justice - Upstairs/Downstairs" 2016 DC Comics 1 issues — near (gap 0), found by 'Batman v Superman: Dawn of Justice - Upstairs/Downstairs' (via CV candidate name "Batman v Superman: Dawn of Justice - Upstairs/Downstairs"); invisible before TODO 30
S2172	g	provider-missing: CV 121595 "General Mills Presents Batman v Superman: Dawn of Justice" 2016 DC Comics 4 issues — near (gap 0), found by 'General Mills Presents Batman v Superman: Dawn of Justice' (via CV candidate name "General Mills Presents Batman v Superman: Dawn of Justice"); invisible before TODO 30
S2356	g	provider-missing: CV 48969 "Sonic The Hedgehog FCBD 2012" 2012 Archie Comics 1 issues — near (gap 0), found by 'Sonic The Hedgehog FCBD 2012' (via CV candidate name "Sonic The Hedgehog FCBD 2012"); invisible before TODO 30
S2386	g	provider-missing: CV 84970 "Guardians of the Galaxy: Through the Looking Glass" 2015 Marvel 1 issues — near (gap 1), found by 'Guardians of the Galaxy: Through the Looking Glass' (via CV candidate name "Guardians of the Galaxy: Through the Looking Glass"); invisible before TODO 30
S2386	g	provider-missing: CV 51326 "Batman: Through the Looking Glass" 2012 DC Comics 1 issues — far (gap 2), found by 'Batman: Through the Looking Glass' (via CV candidate name "Batman: Through the Looking Glass"); invisible before TODO 30
S2499	g	provider-missing: CV 80515 "Betty and Veronica: Sleepover Special" 2015 Archie Comics 1 issues — near (gap 1), found by 'Betty and Veronica: Sleepover Special' (via CV candidate name "Betty and Veronica: Sleepover Special"); invisible before TODO 30
S2592	g	S cv=-: CV 73049 "Billy the Kid's Old-Timey Oddities" 2006 Dark Horse Comics 1 issues — near (gap 0), found by 'Billy the Kid's Old Timey Oddities' (own spelling); invisible before TODO 30
S2592	g	S cv=-: CV 21394 "Billy the Kid's Old-Timey Oddities" 2005 Dark Horse Comics 4 issues — near (gap 1), found by 'Billy the Kid's Old Timey Oddities' (own spelling); invisible before TODO 30
S2592	g	S cv=-: CV 35464 "Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London" 2010 Dark Horse Comics 4 issues — far (gap 4), found by 'Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London' (via CV candidate name "Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London"); invisible before TODO 30
S2592	g	S cv=-: CV 150840 "Billy the Kid's Old Timey Oddities and The Ghastly Fiend of London" 2011 Dark Horse Comics 1 issues — far (gap 5), found by 'Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London' (via CV candidate name "Billy the Kid's Old Timey Oddities and the Ghastly Fiend of London"); invisible before TODO 30
S2592	g	S cv=-: CV 53099 "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness" 2012 Dark Horse Comics 4 issues — far (gap 6), found by 'Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness' (via CV candidate name "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness"); invisible before TODO 30
S2592	g	S cv=-: CV 64680 "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness" 2013 Dark Horse Comics 1 issues — far (gap 7), found by 'Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness' (via CV candidate name "Billy The Kid’s Old Timey Oddities And The Orm Of Loch Ness"); invisible before TODO 30
S2620	g	provider-missing: CV 127620 "Birds of Prey" 2020 DC Comics 1 issues — near (gap 0), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 153328 "Birds of Prey" 2023 DC Comics 28 issues — far (gap 3), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 159708 "Birds of Prey" 2024 DC Comics 3 issues — far (gap 4), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 85740 "Birds of Prey" 2015 DC Comics 3 issues — far (gap 5), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 52139 "Birds of Prey" 2012 DC Comics 5 issues — far (gap 8), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2620	g	provider-missing: CV 42806 "Birds of Prey" 2011 DC Comics 35 issues — far (gap 9), found by 'Birds of Prey' (via CV candidate name "Birds of Prey"); invisible before TODO 30
S2769	g	provider-missing: CV 95849 "X-O Manowar: Long Live the King" 2016 DMG/Valiant Entertainment 1 issues — near (gap 1), found by 'X-O Manowar: Long Live the King' (via CV candidate name "X-O Manowar: Long Live the King"); invisible before TODO 30
S2769	g	provider-missing: CV 111035 "Black Panther: Long Live The King" 2018 Marvel 1 issues — near (gap 1), found by 'Black Panther: Long Live the King' (own spelling); invisible before TODO 30
S3077	g	S cv=-: CV 143729 "Bone Orchard: The Passageway" 2022 Image 1 issues — near (gap 0), found by 'Bone Orchard: The Passageway' (via CV candidate name "Bone Orchard: The Passageway"); invisible before TODO 30
S3093	g	provider-missing: CV 154273 "Darkhold: The Book of Evil" 2022 Marvel UK/Panini UK 1 issues — near (gap 0), found by 'Darkhold: The Book of Evil' (via CV candidate name "Darkhold: The Book of Evil"); invisible before TODO 30
S3093	g	provider-missing: CV 158242 "Book of Evil" 2024 Splitter 1 issues — far (gap 2), found by 'Book of Evil' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 101600 "The Books of Magic" 2017 DC Comics 1 issues — near (gap 1), found by 'Books of Magic' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 120094 "Books of Magic" 2019 DC Comics 3 issues — near (gap 1), found by 'Books of Magic' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 5943 "The Books of Magic Annual" 1997 DC Comics 3 issues — far (gap 21), found by 'The Books of Magic Annual' (via CV candidate name "The Books of Magic Annual"); invisible before TODO 30
S3097	g	provider-missing: CV 5239 "The Books of Magic" 1994 DC Comics 75 issues — far (gap 24), found by 'Books of Magic' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 25522 "The Books of Magic" 1993 DC Comics 1 issues — far (gap 25), found by 'Books of Magic' (own spelling); invisible before TODO 30
S3097	g	provider-missing: CV 4354 "Books of Magic" 1990 DC Comics 4 issues — far (gap 28), found by 'Books of Magic' (own spelling); invisible before TODO 30
S3141	g	provider-missing: CV 143940 "The United States of Captain America" 2022 Marvel 1 issues — near (gap 1), found by 'The United States of Captain America' (via CV candidate name "The United States of Captain America"); invisible before TODO 30
S3141	g	provider-missing: CV 137256 "The United States of Captain America" 2021 Marvel 5 issues — far (gap 2), found by 'The United States of Captain America' (via CV candidate name "The United States of Captain America"); invisible before TODO 30
S3156	g	provider-missing: CV 125846 "Breaklands Season One: The Chase" 2020 Dark Horse Comics 1 issues — near (gap 1), found by 'Breaklands Season One: The Chase' (via CV candidate name "Breaklands Season One: The Chase"); invisible before TODO 30
S3157	g	provider-missing: CV 136293 "Breaklands Season Two: The Citadel" 2021 Justin Jordan 1 issues — near (gap 0), found by 'Breaklands Season Two: The Citadel' (via CV candidate name "Breaklands Season Two: The Citadel"); invisible before TODO 30
S3157	g	provider-missing: CV 125846 "Breaklands Season One: The Chase" 2020 Dark Horse Comics 1 issues — near (gap 1), found by 'Breaklands Season One: The Chase' (via CV candidate name "Breaklands Season One: The Chase"); invisible before TODO 30
S3165	g	S cv=-: CV 100810 "Briggs Land: State of Grace" 2017 Dark Horse Comics 1 issues — near (gap 0), found by 'Briggs Land: State of Grace' (via CV candidate name "Briggs Land: State of Grace"); invisible before TODO 30
S3323	g	provider-missing: CV 60637 "Cable and X-Force: Wanted" 2013 Marvel 1 issues — near (gap 0), found by 'Cable and X-Force: Wanted' (via CV candidate name "Cable and X-Force: Wanted"); invisible before TODO 30
S3323	g	provider-missing: CV 66593 "Cable and X-Force" 2013 Panini Verlag 5 issues — near (gap 0), found by 'Cable and X-Force' (own spelling); invisible before TODO 30
S3376	g	S cv=-+provider-missing: CV 53103 "Transformers: The IDW Collection" 2010 IDW Publishing 8 issues — near (gap 1), found by 'Transformers: The IDW Collection' (via CV candidate name "Transformers: The IDW Collection"); invisible before TODO 30
S3376	g	S cv=-+provider-missing: CV 143092 "IDW: The First 10 Years" 2009 IDW Publishing 2 issues — far (gap 2), found by 'IDW: The First 10 Years' (via CV candidate name "IDW: The First 10 Years"); invisible before TODO 30
S3427	g	S cv=-: CV 34208 "Death of Captain America Omnibus" 2009 Marvel 1 issues — near (gap 1), found by 'Death of Captain America Omnibus' (via CV name "Death of Captain America Omnibus"); invisible before TODO 30
S3500	g	provider-missing: CV 71357 "Captain America: The Winter Soldier" 2014 Marvel 1 issues — near (gap 1), found by 'Captain America: The Winter Soldier' (via CV candidate name "Captain America: The Winter Soldier"); invisible before TODO 30
S3500	g	provider-missing: CV 163076 "Captain America: The Winter Soldier" 2025 Marvel 1 issues — far (gap 10), found by 'Captain America: The Winter Soldier' (via CV candidate name "Captain America: The Winter Soldier"); invisible before TODO 30
S3543	g	provider-missing: CV 147477 "Captain Marvel: The Last Of The Marvels" 2022 Marvel 1 issues — near (gap 1), found by 'Captain Marvel: The Last Of The Marvels' (via CV candidate name "Captain Marvel: The Last Of The Marvels"); invisible before TODO 30
S3616	g	S cv=-: CV 148739 "Carmilla: The First Vampire" 2023 Dark Horse Comics 1 issues — near (gap 1), found by 'Carmilla: The First Vampire' (via CV candidate name "Carmilla: The First Vampire"); invisible before TODO 30
S3626	g	provider-missing: CV 120940 "Carnival Row: From the Dark" 2019 Legendary Comics 1 issues — near (gap 0), found by 'Carnival Row: From the Dark' (via CV candidate name "Carnival Row: From the Dark"); invisible before TODO 30
S3787	g	provider-missing: CV 139495 "Chasing the Dragon" 2021 Heavy Metal 1 issues — near (gap 0), found by 'Chasing the Dragon' (own spelling); invisible before TODO 30
S3787	g	provider-missing: CV 75308 "Chasing the Dragon" 2010 Hodder & Stoughton Ltd 1 issues — far (gap 11), found by 'Chasing the Dragon' (own spelling); invisible before TODO 30
S3870	g	provider-missing: CV 137353 "IDW Publishing: The Gateway Collection" 2017 IDW Publishing 1 issues — near (gap 0), found by 'IDW Publishing: The Gateway Collection' (via CV candidate name "IDW Publishing: The Gateway Collection"); invisible before TODO 30
S3870	g	provider-missing: CV 74735 "Godzilla: The IDW Era" 2014 IDW Publishing 1 issues — far (gap 3), found by 'Godzilla: The IDW Era' (via CV candidate name "Godzilla: The IDW Era"); invisible before TODO 30
S4052	g	provider-missing: CV 160697 "Come Find Me: An Autumnal Offering" 2024 DSTLRY 1 issues — near (gap 0), found by 'Come Find Me: An Autumnal Offering' (via CV candidate name "Come Find Me: An Autumnal Offering"); invisible before TODO 30
S4089	g	provider-missing: CV 55560 "Conan: Queen of the Black Coast" 2013 Dark Horse Comics 1 issues — near (gap 1), found by 'Conan: Queen of the Black Coast' (via CV candidate name "Conan: Queen of the Black Coast"); invisible before TODO 30
S4089	g	provider-missing: CV 71443 "Conan: The Phantoms of the Black Coast" 2014 Dark Horse Comics 1 issues — far (gap 2), found by 'Conan: The Phantoms of the Black Coast' (own spelling); invisible before TODO 30
S4538	g	provider-missing: CV 119374 "Dog Days of Summer" 2019 DC Comics 1 issues — near (gap 1), found by 'Dog Days of Summer' (via GCD name "Dog Days of Summer"); invisible before TODO 30
S4615	g	provider-missing: CV 71703 "DC Super-Pets: The Biggest Little Hero" 2012 Capstone Press 1 issues — near (gap 0), found by 'DC Super-Pets: The Biggest Little Hero' (via CV candidate name "DC Super-Pets: The Biggest Little Hero"); invisible before TODO 30
S4615	g	provider-missing: CV 71706 "DC Super-Pets: The Fantastic Flexy Frog!" 2012 Capstone Press 1 issues — near (gap 0), found by 'DC Super-Pets: The Fantastic Flexy Frog!' (via CV candidate name "DC Super-Pets: The Fantastic Flexy Frog!"); invisible before TODO 30
S4944	g	provider-missing: CV 103228 "Dark Souls: Legends of the Flame" 2017 Titan Comics 1 issues — near (gap 1), found by 'Dark Souls: Legends of the Flame' (via CV candidate name "Dark Souls: Legends of the Flame"); invisible before TODO 30
S4944	g	provider-missing: CV 94112 "Dark Souls: Legends of the Flame" 2016 Titan Comics 2 issues — far (gap 2), found by 'Dark Souls: Legends of the Flame' (via CV candidate name "Dark Souls: Legends of the Flame"); invisible before TODO 30
S4944	g	provider-missing: CV 149819 "Dark Souls: The Complete Collection" 2021 Titan Comics 1 issues — far (gap 3), found by 'Dark Souls: The Complete Collection' (via CV candidate name "Dark Souls: The Complete Collection"); invisible before TODO 30
S4966	g	provider-missing: CV 76006 "Darklight and Crew" 2014 Advent Comics 2 issues — near (gap 0), found by 'Darklight and Crew' (via CV candidate name "Darklight and Crew"); invisible before TODO 30
S4988	g	provider-missing: CV 117052 "Daughters of the Dragon: Deep Cuts" 2019 Marvel 1 issues — near (gap 1), found by 'Daughters of the Dragon: Deep Cuts' (own spelling); invisible before TODO 30
S4988	g	provider-missing: CV 18498 "Daughters of the Dragon" 2006 Marvel 6 issues — far (gap 12), found by 'Daughters of the Dragon' (own spelling); invisible before TODO 30
S4995	g	provider-missing: CV 150153 "Dawn of DC Knight Terrors FCBD Special Edition: 2023" 2023 DC Comics 1 issues — near (gap 0), found by 'Dawn of DC Knight Terrors FCBD Special Edition: 2023' (via CV candidate name "Dawn of DC Knight Terrors FCBD Special Edition: 2023"); invisible before TODO 30
S4995	g	provider-missing: CV 150155 "Dawn of DC We Are Legends Special Edition" 2023 DC Comics 1 issues — near (gap 0), found by 'Dawn of DC We Are Legends Special Edition' (via CV candidate name "Dawn of DC We Are Legends Special Edition"); invisible before TODO 30
S5014	g	provider-missing: CV 111077 "30 days of night" 2003 Infinity Verlag 1 issues — near (gap 1), found by '30 Days of Night' (via CV candidate name "30 Days of Night"); invisible before TODO 30
S5014	g	provider-missing: CV 11266 "30 Days of Night" 2002 IDW Publishing 3 issues — far (gap 2), found by '30 Days of Night' (via CV candidate name "30 Days of Night"); invisible before TODO 30
S5014	g	provider-missing: CV 21782 "30 Days of Night" 2002 IDW Publishing 2 issues — far (gap 2), found by '30 Days of Night' (via CV candidate name "30 Days of Night"); invisible before TODO 30
S5014	g	provider-missing: CV 43387 "30 Days of Night" 2011 IDW Publishing 12 issues — far (gap 7), found by '30 Days of Night' (via CV candidate name "30 Days of Night"); invisible before TODO 30
S5014	g	provider-missing: CV 47651 "30 Days of Night" 2012 IDW Publishing 3 issues — far (gap 8), found by '30 Days of Night' (via CV candidate name "30 Days of Night"); invisible before TODO 30
