# shelves from the split lane (new + kept halves) — feed to next_batch.py --revisit-file
# S<sid>	<key>	run=<json|->	<P- file>	new|kept[	pending_join=<sid>,…]
S102613	Do Androids Dream of Electric Sheep? (2009)	run={"cv": 27055, "gcd": 38419}	P-003.jsonl	new
S102676	Spy Camp the Graphic Novel (2023)	run=-	P-003.jsonl	new
S102617	Evil Spy School the Graphic Novel (2024)	run=-	P-003.jsonl	new
S102624	Ghost Rider: Danny Ketch Epic Collection (2023)	run={"cv": 154102, "gcd": 204677}	P-003.jsonl	new
S102623	Ghost Rider Epic Collection (2022)	run={"cv": 144790, "gcd": 184834}	P-003.jsonl	new
S102628	Graphic Ink: The DC Comics Art of Darwyn Cooke (2015)	run={"cv": 85288, "gcd": 93061}	P-003.jsonl	new
S102629	Graphic Ink: The DC Comics Art of Ivan Reis (2015)	run={"cv": 86356, "gcd": 94614}	P-003.jsonl	new
S7926	Green Lantern - Sinestro Corps - Secret Files	run=-	P-003.jsonl	new
S102632	Grimm Fairy Tales: April Fools' Edition (2010)	run={"cv": 165945}	P-003.jsonl	new
S102631	Grimm Fairy Tales 2012 April Fools' Edition (2012)	run={"cv": 165947, "gcd": 83181}	P-003.jsonl	new
S21879	Wolverine and the X-Men v1 (2011)	run=-	P-003.jsonl	new
S102587	Classic Pulp: Robots (2022)	run={"cv": 153398, "gcd": 184386}	P-003.jsonl	new
S102588	Classic Pulp: Sci-Fi (2022)	run={"cv": 153397, "gcd": 186471}	P-003.jsonl	new
S102646	Macbeth: A Tale of Horror (2023)	run={"cv": 156189}	P-003.jsonl	new
S102645	Macbeth (2023)	run={"gcd": 202657}	P-003.jsonl	new
S102663	Monster Hunters' Survival Guide Case Files: Chupacabra (2012)	run={"cv": 51155}	P-003.jsonl	new
S102664	Monster Hunters' Survival Guide Case Files: Wendigo (2018)	run={"cv": 113085, "gcd": 217704}	P-003.jsonl	new
S102668	Official Handbook of the Marvel Universe v2 (1985)	run={"cv": 3497, "gcd": 3036}	P-003.jsonl	new
S102670	Postal (2015)	run={"cv": 79870, "gcd": 87390}	P-003.jsonl	new
S15071	Saturday AM Presents Gunhild -The Hunt for Loki	run=-	P-003.jsonl	new
S102678	Star Trek: Waypoint Special (2018)	run={"cv": 115862, "gcd": 135759}	P-003.jsonl	new
S102679	Star Trek: Waypoint Special 2019 (2019)	run={"cv": 118484, "gcd": 144500}	P-003.jsonl	new
S102682	Strange Fruit (2015)	run={"cv": 83158, "gcd": 90546}	P-003.jsonl	new
S102686	Stuff of Nightmares: Slay Ride (2023)	run={"cv": 155346, "gcd": 206548}	P-003.jsonl	new
S102685	Stuff of Nightmares: Red Murder (2023)	run={"cv": 158908, "gcd": 204440}	P-003.jsonl	new
S102687	Syphon v2 (2023)	run={"cv": 155004, "gcd": 205825}	P-003.jsonl	new
S17694	Teen Titans/Outsiders Secret Files and Origins	run=-	P-003.jsonl	new
S102696	The Empty Man (2014)	run={"cv": 74745, "gcd": 81259}	P-003.jsonl	new
S102700	The Tea Dragon Festival (2019)	run={"cv": 121459, "gcd": 155605}	P-003.jsonl	new
S102701	The Tea Dragon Tapestry (2021)	run={"cv": 136603, "gcd": 179264}	P-003.jsonl	new
S102577	Avengers/UltraForce (1995)	run={"cv": 20312, "gcd": 13151}	P-003.jsonl	new
S102705	UltraForce/Avengers Prelude (1995)	run={"cv": 61183, "gcd": 9882}	P-003.jsonl	new
S102715	Wendy's Revenge (2021)	run={"cv": 138236, "gcd": 175073}	P-003.jsonl	new
S102716	Wendy, Master of Art (2020)	run={"cv": 129355, "gcd": 160967}	P-003.jsonl	new
S102642	Jim Henson's The Dark Crystal: A Discovery Adventure (2018)	run={"cv": 113885}	P-003.jsonl	new
S102641	Jim Henson's The Dark Crystal Artist Tribute (2018)	run={"cv": 112812}	P-003.jsonl	new
S102647	Mandrake the Magician: The Sundays (2016)	run={"cv": 88572, "gcd": 101231}	P-003.jsonl	new
S102648	Mandrake the Magician: The Sundays - The Meeting of Mandrake and Lothar (2018)	run={"gcd": 208481}	P-003.jsonl	new
S102658	Marvel's Spider-Man: Velocity (2019)	run={"cv": 120950, "gcd": 149953}	P-003.jsonl	new
S102657	Marvel's Spider-Man: The Black Cat Strikes (2020)	run={"cv": 124279, "gcd": 154786}	P-003.jsonl	new
S102698	The Legend of Zelda Encyclopedia (2018)	run={"cv": 111680}	P-003.jsonl	new
S102699	The Legend of Zelda: Breath of the Wild - Creating a Champion (2018)	run={"cv": 115399}	P-003.jsonl	new
S102704	Typhoid Fever: X-Men (2019)	run={"cv": 115090, "gcd": 133138}	P-003.jsonl	new
S102703	Typhoid Fever: Iron Fist (2019)	run={"cv": 115914, "gcd": 135472}	P-003.jsonl	new
S102720	Without Warning! Earthquake (CUSEC) (2020)	run={"cv": 130345}	P-003.jsonl	new
S102649	Martha Washington Goes to War (1994)	run={"cv": 5392, "gcd": 5114}	P-003.jsonl	new
S102650	Martha Washington Saves the World (1997)	run={"cv": 61895, "gcd": 26391}	P-003.jsonl	new
S102584	Blue Monday: Lovecats (2002)	run={"cv": 28312, "gcd": 95497}	P-003.jsonl	new
S102585	Blue Monday: Nobody's Fool (2003)	run={"cv": 24407, "gcd": 14544}	P-003.jsonl	new
S102684	Stranger Things: Into the Fire (2020)	run={"cv": 124099, "gcd": 154360}	P-003.jsonl	new
S65768	Stranger Things (2021)	run=-	P-003.jsonl	new
S102695	The Bone Tribe (2023)	run={"cv": 156366, "gcd": 211384}	P-003.jsonl	new
S102702	Three Days to Death Is Here (2023)	run={"cv": 156425, "gcd": 211388}	P-003.jsonl	new
S102671	Resurrection Hill (2024)	run={"cv": 157445, "gcd": 211389}	P-003.jsonl	new
S102568	ABC A-Z: Greyshirt & Cobweb (2006)	run={"cv": 22002, "gcd": 24275}	P-003.jsonl	new
S102569	ABC A-Z: Terra Obscura & Splash Brannigan (2006)	run={"cv": 22003, "gcd": 24276}	P-003.jsonl	new
S102570	ABC A-Z: Top 10 & Teams (2006)	run={"cv": 22006, "gcd": 18130}	P-003.jsonl	new
S102571	Alien Annual (2023)	run={"cv": 153859, "gcd": 204706}	P-003.jsonl	new
S102572	All-Hero Retro Comics Annual (1998)	run={"cv": 32583, "gcd": 16462}	P-003.jsonl	new
S102573	Amazing Spider-Man: Renew Your Vows v2 (2016)	run={"cv": 95572, "gcd": 109018}	P-003.jsonl	new
S102578	BOOM! Box Mix Tape (2015)	run={"cv": 86680, "gcd": 95040}	P-003.jsonl	new
S102579	BOOM! Box Mix Tape (2016)	run={"cv": 96276}	P-003.jsonl	new
S102580	BOOM! Box Mix Tape (2018)	run={"cv": 107495, "gcd": 119904}	P-003.jsonl	new
S102581	Behemoth (2025)	run={"cv": 162015, "gcd": 220095}	P-003.jsonl	new
S102583	Black Widow: Homecoming (2005)	run={"cv": 22149, "gcd": 165327}	P-003.jsonl	new
S95633	Black Widow v5 (2014)	run=-	P-003.jsonl	new
S102589	Convergence: Green Lantern/Parallax (2015)	run={"cv": 81338, "gcd": 88363}	P-003.jsonl	new
S102601	DC Retroactive: The Flash - The '80s (2011)	run={"cv": 41623, "gcd": 60370}	P-003.jsonl	new
S102602	DC Retroactive: The Flash - The '90s (2011)	run={"cv": 42123, "gcd": 60561}	P-003.jsonl	new
S102677	Star Trek: Deep Space Nine/The Next Generation (1994)	run={"cv": 5423}	P-003.jsonl	new
S102614	Eden (2020)	run={"cv": 126420}	P-003.jsonl	new
S102616	Eden (2024)	run={"cv": 157787, "gcd": 212665}	P-003.jsonl	new
S102615	Eden (2021)	run=-	P-003.jsonl	new
S7082	Future State: Suicide Squad (2021-2021)	run=-	P-003.jsonl	new
S7083	Future State: Swamp Thing (2021-2021)	run=-	P-003.jsonl	new
S7374	George R. R. Martin's The Hedge Knight II - The Sworn Sword	run=-	P-003.jsonl	new
S102622	George R. R. Martin's The Mystery Knight (2017)	run={"cv": 103400, "gcd": 126730}	P-003.jsonl	new
S102635	Hellboy Winter Special 2018 (2018)	run={"cv": 115887, "gcd": 135570}	P-003.jsonl	new
S102636	Hellboy Winter Special 2019 (2019)	run={"cv": 124262, "gcd": 154703}	P-003.jsonl	new
S102637	Hellboy Winter Special: The Yule Cat (2023)	run={"cv": 155170, "gcd": 206581}	P-003.jsonl	new
S102643	Justice League: Rebirth (2016)	run={"cv": 92031, "gcd": 103892}	P-003.jsonl	new
S102662	Minions: Mini Boss (2022)	run={"cv": 145855}	P-003.jsonl	new
S102666	My Little Pony: The Cutie Map (2017)	run={"cv": 106638}	P-003.jsonl	new
S102667	My Little Pony: The Cutie Re-Mark (2018)	run={"cv": 111520}	P-003.jsonl	new
S102665	My Little Pony: The Crystalling (2018)	run={"cv": 116356}	P-003.jsonl	new
S102611	Dead or Alive (2022)	run={"cv": 157381}	P-003.jsonl	new
S102672	Rocketeer Adventures (2011)	run={"cv": 40236, "gcd": 58678}	P-003.jsonl	new
S99693	Secret Life of Pets v2 (2019)	run={"cv": 122150, "gcd": 151255}	P-003.jsonl	new
S102693	Thanos: The Infinity Relativity (2015)	run={"cv": 82377, "gcd": 93233}	P-003.jsonl	new
S102692	Thanos: The Infinity Finale (2016)	run={"cv": 89625, "gcd": 99641}	P-003.jsonl	new
S102694	Thanos: The Infinity Saga Omnibus (2020)	run={"cv": 131884, "gcd": 175548}	P-003.jsonl	new
S102644	Lost Constellations: The Art of Tara McPherson (2009)	run={"cv": 46581}	P-003.jsonl	new
S102586	Bunny in the Moon: The Art of Tara McPherson (2012)	run={"cv": 46582}	P-003.jsonl	new
S102714	Wandering Luminations: The Art of Tara McPherson (2019)	run={"cv": 119564}	P-003.jsonl	new
S102697	The Hunger and the Dusk (2023)	run={"cv": 152296, "gcd": 202259}	P-003.jsonl	new
S102708	Uncle Grandpa: Good Morning Special (2016)	run={"cv": 89955, "gcd": 100665}	P-003.jsonl	new
S102706	Uncle Grandpa and the Time Casserole (2016)	run={"cv": 88961, "gcd": 217457}	P-003.jsonl	new
S102707	Uncle Grandpa in Uncle Grandpaland (2017)	run={"cv": 100707, "gcd": 217456}	P-003.jsonl	new
S102712	Voracious (2015)	run={"cv": 86747, "gcd": 96568}	P-003.jsonl	new
S102713	Voracious: Feeding Time (2016)	run={"cv": 96322, "gcd": 110270}	P-003.jsonl	new
S101631	Zombie Tramp v3 (2014)	run=-	P-003.jsonl	new
S102723	Zombie Tramp: Year One (2016)	run={"cv": 94097}	P-003.jsonl	new
S22860	Zorro: Legendary Adventures	run=-	P-003.jsonl	new
S102654	Marvel Westerns: Strange Westerns Starring the Black Rider (2006)	run={"cv": 22229, "gcd": 19017}	P-003.jsonl	new
S102655	Marvel Westerns: The Two-Gun Kid (2006)	run={"cv": 22228, "gcd": 18313}	P-003.jsonl	new
S102656	Marvel Westerns: Western Legends (2006)	run={"cv": 22227, "gcd": 19165}	P-003.jsonl	new
S102660	Marvelous Adventures of Gus Beezer: Spider-Man (2003)	run={"cv": 27262, "gcd": 12026}	P-003.jsonl	new
S102661	Marvelous Adventures of Gus Beezer: X-Men (2003)	run={"cv": 32101, "gcd": 12027}	P-003.jsonl	new
S102659	Marvelous Adventures of Gus Beezer: Gus Beezer & Spider-Man (2004)	run={"cv": 27176, "gcd": 12002}	P-003.jsonl	new
S102673	Silent Hill: Dying Inside (2004)	run={"cv": 30521, "gcd": 45563}	P-003.jsonl	new
S102674	Silent Hill: Past Life (2010)	run={"cv": 36494, "gcd": 53090}	P-003.jsonl	new
S102675	Silent Hill: Sinner's Reward (2008)	run={"cv": 21092, "gcd": 106744}	P-003.jsonl	new
S102590	Creepy Presents Alex Toth (2015)	run={"cv": 83177, "gcd": 90662}	P-003.jsonl	new
S102591	Creepy Presents Richard Corben (2012)	run={"cv": 57353, "gcd": 69295}	P-003.jsonl	new
S102592	Creepy Presents Steve Ditko (2013)	run={"cv": 65618, "gcd": 75654}	P-003.jsonl	new
S102625	Godzilla Rivals: Mechagodzilla vs. King Ghidorah (2024)	run={"cv": 160217, "gcd": 216028}	P-003.jsonl	new
S102626	Godzilla Rivals: Mothra vs. Hedorah (2024)	run={"cv": 158405, "gcd": 212763}	P-003.jsonl	new
S102627	Godzilla Rivals: vs. Manda (2024)	run={"cv": 159135, "gcd": 214065}	P-003.jsonl	new
S102651	Marvel Visionaries: Gil Kane (2002)	run={"cv": 41287, "gcd": 25487}	P-003.jsonl	new
S102652	Marvel Visionaries: Stan Lee (2005)	run={"cv": 41316, "gcd": 52011}	P-003.jsonl	new
S102653	Marvel Visionaries: Steve Ditko (2005)	run={"cv": 41318, "gcd": 57286}	P-003.jsonl	new
S102709	Untold Tales of the New Universe: Justice (2006)	run={"cv": 22191, "gcd": 32060}	P-003.jsonl	new
S102710	Untold Tales of the New Universe: Nightmask (2006)	run={"cv": 22118, "gcd": 28936}	P-003.jsonl	new
S102711	Untold Tales of the New Universe: Psi-Force (2006)	run={"cv": 22117, "gcd": 18911}	P-003.jsonl	new
S102717	What Were They Thinking?!: Go West Young Man (2007)	run={"cv": 55468, "gcd": 33204}	P-003.jsonl	new
S102718	What Were They Thinking?!: Monster Mash-Up (2006)	run={"cv": 56979, "gcd": 33205}	P-003.jsonl	new
S102719	What Were They Thinking?!: Some People Never Learn (2006)	run={"cv": 57013, "gcd": 33206}	P-003.jsonl	new
S102681	Star Wars Special: C-3PO (2016)	run={"gcd": 99640}	P-003.jsonl	new
S102680	Star Wars Special Edition: A New Hope (2017)	run={"cv": 100598, "gcd": 113192}	P-003.jsonl	new
S102640	Injustice: Gods Among Us Year Three Annual (2015)	run={"cv": 81600, "gcd": 88651}	P-003.jsonl	new
S102639	Injustice: Gods Among Us Year Four Annual (2016)	run={"cv": 86975, "gcd": 95261}	P-003.jsonl	new
S102638	Injustice: Gods Among Us Year Five Annual (2017)	run={"cv": 96143, "gcd": 109706}	P-003.jsonl	new
S17553	Tales of the Sinestro Corps - Ion	run=-	P-003.jsonl	new
S17552	Tales of the Sinestro Corps - parallax	run=-	P-003.jsonl	new
S17554	Tales of the Sinestro Corps - Superman Prime	run=-	P-003.jsonl	new
S102669	Official Handbook of the Ultimate Marvel Universe v2 (2005)	run=-	P-003.jsonl	new
S102618	Free Comic Book Day Animal Castle (2023)	run={"gcd": 200267}	P-003.jsonl	new
S102574	Archie Christmas Spectacular (2018)	run={"gcd": 119254}	P-003.jsonl	new
S102575	Archie Christmas Spectacular (2019)	run={"cv": 123424, "gcd": 135692}	P-003.jsonl	new
S102576	Archie Christmas Spectacular (2020)	run={"cv": 132477, "gcd": 153788}	P-003.jsonl	new
S4578	moved out -> S102593 "DC Retroactive: Batman - The '80s (2011)"; S102594 "DC Retroactive: Batman - The '90s (2011)"	run=-	P-003.jsonl	kept
S4579	moved out -> S102595 "DC Retroactive: Green Lantern - The '80s (2011)"; S102596 "DC Retroactive: Green Lantern - The '90s (2011)"	run=-	P-003.jsonl	kept
S4580	moved out -> S102597 "DC Retroactive: JLA - The '80s (2011)"; S102598 "DC Retroactive: JLA - The '90s (2011)"	run=-	P-003.jsonl	kept
S4581	moved out -> S102599 "DC Retroactive: Superman - The '80s (2011)"; S102600 "DC Retroactive: Superman - The '90s (2011)"	run=-	P-003.jsonl	kept
S4583	moved out -> S4585 "DC Retroactive: Wonder Woman - The 80s"; S4586 "DC Retroactive: Wonder Woman - The 90s"	run=-	P-003.jsonl	kept	pending_join=4584
S4646	moved out -> S102633 "Harley Quinn: The Arkham Asylum Files (2023)"; S102634 "Harley Quinn: Uncovered (2023)"	run=-	P-003.jsonl	kept
S4675	moved out -> S102605 "DCU Halloween Special '09 (2009)"; S102606 "DCU Halloween Special 2010 (2010)"	run=-	P-003.jsonl	kept
S4691	moved out -> S102607 "DIE!namite Lives! (2021)"; S102608 "DIE!namite Never Dies! (2022)"	run=-	P-003.jsonl	kept
S4824	moved out -> S96256 "Daredevil v7 (2022)"	run=-	P-003.jsonl	kept
S5010	moved out -> S102610 "Days Missing: Enox (2016)"	run=-	P-003.jsonl	kept
S5192	moved out -> S102612 "Death (1980)"	run=-	P-003.jsonl	kept
S5586	moved out -> S102613 "Do Androids Dream of Electric Sheep? (2009)"	run=-	P-003.jsonl	kept
S6277	moved out -> S102676 "Spy Camp the Graphic Novel (2023)"; S102617 "Evil Spy School the Graphic Novel (2024)"	run=-	P-003.jsonl	kept
S7436	moved out -> S102624 "Ghost Rider: Danny Ketch Epic Collection (2023)"; S102623 "Ghost Rider Epic Collection (2022)"	run=-	P-003.jsonl	kept
S7844	moved out -> S102628 "Graphic Ink: The DC Comics Art of Darwyn Cooke (2015)"; S102629 "Graphic Ink: The DC Comics Art of Ivan Reis (2015)"	run=-	P-003.jsonl	kept
S7927	moved out -> S7926 "Green Lantern - Sinestro Corps - Secret Files"	run=-	P-003.jsonl	kept
S8015	moved out -> S102632 "Grimm Fairy Tales: April Fools' Edition (2010)"; S102631 "Grimm Fairy Tales 2012 April Fools' Edition (2012)"	run=-	P-003.jsonl	kept
S9384	moved out -> S21879 "Wolverine and the X-Men v1 (2011)"	run=-	P-003.jsonl	kept
S9701	moved out -> S102587 "Classic Pulp: Robots (2022)"; S102588 "Classic Pulp: Sci-Fi (2022)"	run=-	P-003.jsonl	kept
S11144	moved out -> S102646 "Macbeth: A Tale of Horror (2023)"; S102645 "Macbeth (2023)"	run=-	P-003.jsonl	kept
S12307	moved out -> S102663 "Monster Hunters' Survival Guide Case Files: Chupacabra (2012)"; S102664 "Monster Hunters' Survival Guide Case Files: Wendigo (2018)"	run=-	P-003.jsonl	kept
S13169	moved out -> S102668 "Official Handbook of the Marvel Universe v2 (1985)"	run=-	P-003.jsonl	kept
S13979	moved out -> S102670 "Postal (2015)"	run=-	P-003.jsonl	kept
S15072	moved out -> S15071 "Saturday AM Presents Gunhild -The Hunt for Loki"	run=-	P-003.jsonl	kept
S16410	moved out -> S102678 "Star Trek: Waypoint Special (2018)"; S102679 "Star Trek: Waypoint Special 2019 (2019)"	run=-	P-003.jsonl	kept
S16901	moved out -> S102682 "Strange Fruit (2015)"	run=-	P-003.jsonl	kept
S16999	moved out -> S102686 "Stuff of Nightmares: Slay Ride (2023)"; S102685 "Stuff of Nightmares: Red Murder (2023)"	run=-	P-003.jsonl	kept
S17445	moved out -> S102687 "Syphon v2 (2023)"	run=-	P-003.jsonl	kept
S17691	moved out -> S17694 "Teen Titans/Outsiders Secret Files and Origins"	run=-	P-003.jsonl	kept
S18520	moved out -> S102696 "The Empty Man (2014)"	run=-	P-003.jsonl	kept
S19456	moved out -> nothing (split: false)	run=-	P-003.jsonl	kept	pending_join=5409,64223
S19727	moved out -> S102700 "The Tea Dragon Festival (2019)"; S102701 "The Tea Dragon Tapestry (2021)"	run=-	P-003.jsonl	kept
S20654	moved out -> S102577 "Avengers/UltraForce (1995)"; S102705 "UltraForce/Avengers Prelude (1995)"	run=-	P-003.jsonl	kept
S21426	moved out -> S102715 "Wendy's Revenge (2021)"; S102716 "Wendy, Master of Art (2020)"	run=-	P-003.jsonl	kept
S24294	moved out -> S102642 "Jim Henson's The Dark Crystal: A Discovery Adventure (2018)"; S102641 "Jim Henson's The Dark Crystal Artist Tribute (2018)"	run=-	P-003.jsonl	kept
S24295	moved out -> S102647 "Mandrake the Magician: The Sundays (2016)"; S102648 "Mandrake the Magician: The Sundays - The Meeting of Mandrake and Lothar (2018)"	run=-	P-003.jsonl	kept
S24300	moved out -> S102658 "Marvel's Spider-Man: Velocity (2019)"; S102657 "Marvel's Spider-Man: The Black Cat Strikes (2020)"	run=-	P-003.jsonl	kept
S24312	moved out -> S102698 "The Legend of Zelda Encyclopedia (2018)"; S102699 "The Legend of Zelda: Breath of the Wild - Creating a Champion (2018)"	run=-	P-003.jsonl	kept
S24314	moved out -> S102704 "Typhoid Fever: X-Men (2019)"; S102703 "Typhoid Fever: Iron Fist (2019)"	run=-	P-003.jsonl	kept
S24321	moved out -> S102720 "Without Warning! Earthquake (CUSEC) (2020)"	run=-	P-003.jsonl	kept
S57290	moved out -> S102649 "Martha Washington Goes to War (1994)"; S102650 "Martha Washington Saves the World (1997)"	run=-	P-003.jsonl	kept
S95825	moved out -> S102584 "Blue Monday: Lovecats (2002)"; S102585 "Blue Monday: Nobody's Fool (2003)"	run=-	P-003.jsonl	kept
S102245	moved out -> S102684 "Stranger Things: Into the Fire (2020)"; S65768 "Stranger Things (2021)"	run=-	P-003.jsonl	kept
S244	moved out -> S102695 "The Bone Tribe (2023)"; S102702 "Three Days to Death Is Here (2023)"; S102671 "Resurrection Hill (2024)"	run=-	P-003.jsonl	kept
S293	moved out -> S102568 "ABC A-Z: Greyshirt & Cobweb (2006)"; S102569 "ABC A-Z: Terra Obscura & Splash Brannigan (2006)"; S102570 "ABC A-Z: Top 10 & Teams (2006)"	run=-	P-003.jsonl	kept
S626	moved out -> S102571 "Alien Annual (2023)"	run=-	P-003.jsonl	kept
S726	moved out -> S102572 "All-Hero Retro Comics Annual (1998)"	run=-	P-003.jsonl	kept
S855	moved out -> S102573 "Amazing Spider-Man: Renew Your Vows v2 (2016)"	run=-	P-003.jsonl	kept	pending_join=25237
S1740	moved out -> S102578 "BOOM! Box Mix Tape (2015)"; S102579 "BOOM! Box Mix Tape (2016)"; S102580 "BOOM! Box Mix Tape (2018)"	run=-	P-003.jsonl	kept
S2413	moved out -> S102581 "Behemoth (2025)"	run=-	P-003.jsonl	kept
S2795	moved out -> S102583 "Black Widow: Homecoming (2005)"; S95633 "Black Widow v5 (2014)"	run=-	P-003.jsonl	kept
S4191	moved out -> S102589 "Convergence: Green Lantern/Parallax (2015)"	run=-	P-003.jsonl	kept
S4582	moved out -> S102601 "DC Retroactive: The Flash - The '80s (2011)"; S102602 "DC Retroactive: The Flash - The '90s (2011)"	run=-	P-003.jsonl	kept
S4706	moved out -> S102677 "Star Trek: Deep Space Nine/The Next Generation (1994)"	run=-	P-003.jsonl	kept
S6001	moved out -> S102614 "Eden (2020)"; S102616 "Eden (2024)"; S102615 "Eden (2021)"	run=-	P-003.jsonl	kept
S7075	moved out -> S7082 "Future State: Suicide Squad (2021-2021)"; S7083 "Future State: Swamp Thing (2021-2021)"	run=-	P-003.jsonl	kept	pending_join=7084
S7373	moved out -> S7374 "George R. R. Martin's The Hedge Knight II - The Sworn Sword"; S102622 "George R. R. Martin's The Mystery Knight (2017)"	run=-	P-003.jsonl	kept
S8756	moved out -> S102635 "Hellboy Winter Special 2018 (2018)"; S102636 "Hellboy Winter Special 2019 (2019)"; S102637 "Hellboy Winter Special: The Yule Cat (2023)"	run=-	P-003.jsonl	kept
S10117	moved out -> S102643 "Justice League: Rebirth (2016)"	run=-	P-003.jsonl	kept
S12162	moved out -> S102662 "Minions: Mini Boss (2022)"	run=-	P-003.jsonl	kept
S12537	moved out -> S102666 "My Little Pony: The Cutie Map (2017)"; S102667 "My Little Pony: The Cutie Re-Mark (2018)"; S102665 "My Little Pony: The Crystalling (2018)"	run=-	P-003.jsonl	kept
S14751	moved out -> S102611 "Dead or Alive (2022)"	run=-	P-003.jsonl	kept
S14793	moved out -> S102672 "Rocketeer Adventures (2011)"	run=-	P-003.jsonl	kept
S15269	moved out -> S99693 "Secret Life of Pets v2 (2019)"	run=-	P-003.jsonl	kept
S17837	moved out -> S102693 "Thanos: The Infinity Relativity (2015)"; S102692 "Thanos: The Infinity Finale (2016)"; S102694 "Thanos: The Infinity Saga Omnibus (2020)"	run=-	P-003.jsonl	kept
S18000	moved out -> S102644 "Lost Constellations: The Art of Tara McPherson (2009)"; S102586 "Bunny in the Moon: The Art of Tara McPherson (2012)"; S102714 "Wandering Luminations: The Art of Tara McPherson (2019)"	run=-	P-003.jsonl	kept
S18804	moved out -> S102697 "The Hunger and the Dusk (2023)"	run=-	P-003.jsonl	kept
S20724	moved out -> S102708 "Uncle Grandpa: Good Morning Special (2016)"; S102706 "Uncle Grandpa and the Time Casserole (2016)"; S102707 "Uncle Grandpa in Uncle Grandpaland (2017)"	run=-	P-003.jsonl	kept
S21137	moved out -> S102712 "Voracious (2015)"; S102713 "Voracious: Feeding Time (2016)"	run=-	P-003.jsonl	kept
S22811	moved out -> S101631 "Zombie Tramp v3 (2014)"; S102723 "Zombie Tramp: Year One (2016)"	run=-	P-003.jsonl	kept
S22848	moved out -> S22860 "Zorro: Legendary Adventures"	run=-	P-003.jsonl	kept	pending_join=22859
S23672	moved out -> S102654 "Marvel Westerns: Strange Westerns Starring the Black Rider (2006)"; S102655 "Marvel Westerns: The Two-Gun Kid (2006)"; S102656 "Marvel Westerns: Western Legends (2006)"	run=-	P-003.jsonl	kept
S23675	moved out -> S102660 "Marvelous Adventures of Gus Beezer: Spider-Man (2003)"; S102661 "Marvelous Adventures of Gus Beezer: X-Men (2003)"; S102659 "Marvelous Adventures of Gus Beezer: Gus Beezer & Spider-Man (2004)"	run=-	P-003.jsonl	kept
S23884	moved out -> S102673 "Silent Hill: Dying Inside (2004)"; S102674 "Silent Hill: Past Life (2010)"; S102675 "Silent Hill: Sinner's Reward (2008)"	run=-	P-003.jsonl	kept
S24287	moved out -> S102590 "Creepy Presents Alex Toth (2015)"; S102591 "Creepy Presents Richard Corben (2012)"; S102592 "Creepy Presents Steve Ditko (2013)"	run=-	P-003.jsonl	kept
S24293	moved out -> S102625 "Godzilla Rivals: Mechagodzilla vs. King Ghidorah (2024)"; S102626 "Godzilla Rivals: Mothra vs. Hedorah (2024)"; S102627 "Godzilla Rivals: vs. Manda (2024)"	run=-	P-003.jsonl	kept
S24298	moved out -> S102651 "Marvel Visionaries: Gil Kane (2002)"; S102652 "Marvel Visionaries: Stan Lee (2005)"; S102653 "Marvel Visionaries: Steve Ditko (2005)"	run=-	P-003.jsonl	kept
