# X-051 — item batch, almost entirely Marvel Epic Collection / creator-named collected-line shelves.
# Same recurring shapes as X-050: reused title-only stamps corrected from the shelf's own header pool;
# several "no record in either leg" shelf notes were resolved by lookup.py under a different spelling
# (Deadpool by Alyssa Wong's real 2-vol line, Guardians of the Galaxy: Grootfall, Incredible Hulks: Heart
# of the Monster, Skaar: Son of Hulk - The Complete Collection, Annihilators trade, W.E.B. of Spider-Man
# GN-TPB, Spider-Man: With Great Power's real trade, Superior Spider-Man: Otto-Matic); several others stay
# genuine gaps after a second check (Incredible Hulk v1 2009's three trades, Iron Man: Legacy's two trades,
# Incredible Hulks: Chaos War). Doctor Strange Epic Collection's C-OWED books are answered with N, not an
# invented C: their judged ranges are CUMULATIVE across Strange Tales + two different "Doctor Strange"
# volumes and no single CV/GCD run id covers that numbering (the shelf's own N notes say the same for the
# single-book Doctor Strange/Silver Surfer/Captain America/Conan/Iron Man/Punisher/Defenders/Hulk Visionaries
# Epic shelves, which is why none of THOSE carry the C OWED marker at all). Runs found for the genuine
# single-run C-OWED lines: Daredevil (1964, CV 2190/GCD 1636, carried over from X-050), Eternals (1976, CV
# 2858/GCD 2346, already on the shelf), Fantastic Four (1961, CV 2045/GCD 1482), Alias (2001, CV 9452/GCD
# 10240), Amazing Spider-Man 2015 v4/legacy (CV 85076/GCD 92892), Amazing Spider-Man 2018 (CV 112161/GCD
# 126774), Amazing Spider-Man 1963 (CV 2127/GCD 1570).

I 47021 cv=184104 gcd=1106835 isbn=978-0-7851-3474-9 0.9 | own record: CV 29926 v02 (184104) and GCD 73293 #2 (1106835, 332pp, ISBN 978-0-7851-3474-9, num); our 314pp file is within 18pp
I 78782 cv=312125 gcd=2219886 isbn=978-0-7851-6246-9 0.95 | own record: CV 45308 issue 312125 and GCD 172192 issue 2219886 (260pp, ISBN 978-0-7851-6246-9, num); our 256pp file is within 4pp

I 78785 cv=- gcd=1623796 isbn=978-0-7851-9599-3 0.9 | own record: GCD 106500 #6 "The Six-Fingered Hand" (1623796, 484pp, ISBN 978-0-7851-9599-3, num); ComicVine per-file unresolved; our 476pp file is within 8pp
I 78786 cv=- gcd=1730405 isbn=978-1-302-90428-9 0.9 | own record: GCD 106500 #7 "Ashes, Ashes..." (1730405, 440pp, ISBN 978-1-302-90428-9, num); our 437pp file is within 3pp
I 78787 cv=- gcd=1836098 isbn=978-1-302-91203-1 0.9 | own record: GCD 106500 #8 "The New Defenders" (1836098, 500pp, ISBN 978-1-302-91203-1, num); our 495pp file is within 5pp
I 78788 cv=- gcd=2105311 isbn=978-1-302-92070-8 0.9 | own record: GCD 106500 #9 "The End of All Songs" (2105311, 492pp, ISBN 978-1-302-92070-8, num); our 487pp file is within 5pp

I 79045 cv=626281 gcd=1858736 isbn=978-1-302-91138-6 0.9 | own record (identity-read): CV 104784 (626281) and GCD 108389 #1 "Master of the Mystic Arts" (1858736, 408pp, ISBN 978-1-302-91138-6); our 397pp file is within 11pp
N 79045 this Epic Collection volume's judged range (#110-146) is a CUMULATIVE count across Strange Tales and two different Doctor Strange volumes with no single CV/GCD run id covering it — no C line is written to avoid inventing one
I 79046 cv=1040078 gcd=2595214 isbn=978-1-302-95315-7 0.9 | own record (identity-read): CV 156018 (1040078) and GCD 108389 #2 "I, Dormammu" (2595214, 508pp, ISBN 978-1-302-95315-7); our 495pp file is within 13pp
N 79046 judged range (#147-168) is the same cumulative Doctor Strange numbering as 79045 — no single run id covers it, so no C line is written
I 79049 cv=921430 gcd=2357688 isbn=978-1-302-93357-9 0.9 | own record (identity-read): CV 142793 (921430) and GCD 108389 #5 "The Reality War" (2357688, 508pp, ISBN 978-1-302-93357-9); our 504pp file is within 4pp
N 79049 judged range (#29-51) is the same cumulative Doctor Strange numbering — no single run id covers it, so no C line is written
I 79050 cv=723756 gcd=2091119 isbn=978-1-302-92056-2 0.9 | own record (identity-read): CV 122194 (723756) and GCD 108389 #8 "Triumph and Torment" (2091119, 492pp, ISBN 978-1-302-92056-2, twin row 2511093); our 484pp file is within 8pp
N 79050 judged range (#1-13) is the same cumulative Doctor Strange numbering — no single run id covers it, so no C line is written
I 79054 cv=626281 gcd=1741369 isbn=978-1-302-90789-1 0.7 | own record (identity-read): CV 104784 (626281, same id as item 79045's Vol.01 — a likely duplicate-id glitch) and GCD 108389 #13 "Afterlife" (1741369, 500pp, ISBN 978-1-302-90789-1); our 482pp file is within 18pp; flagged for review
N 79054 judged range (#76-90) is the same cumulative Doctor Strange numbering — no single run id covers it, so no C line is written

I 79047 cv=553957 gcd=1639526 isbn=978-0-7851-9444-6 0.9 | own record: CV 95006 issue 553957 and GCD 108389 #3 "A Separate Reality" (1639526, 476pp, ISBN 978-0-7851-9444-6) agree despite round2-folder; our 461pp file is within 15pp

I 79137 cv=276216 gcd=1608252 0.9 | own record (identity-read): CV 40954 v01 (276216) and GCD 104721 #1 (1608252, ISBN 0785133135); our 198pp file
C 79137 cv=2858 gcd=2346 #1-11 0.9 | per the shelf's own S/N, this reprints The Eternals (1976 Marvel, CV 2858/GCD 2346, 19 issues); this volume collects #1-11
I 79138 cv=276223 gcd=1608253 isbn=978-0-7851-3442-8 0.9 | own record (identity-read): CV 40954 v02 (276223) and GCD 104721 #2 (1608253, 188pp, ISBN 978-0-7851-3442-8); our 183pp file is within 5pp
C 79138 cv=2858 gcd=2346 #12-19 0.9 | collects #12-19 of the same Eternals (1976) run

I 79795 cv=675139 gcd=1205396 isbn=978-0-7851-8832-2 0.9 | own record (identity-read): CV 111826 (675139) and GCD 79136 #1 "The World's Greatest Comic Magazine" (1205396, 456pp, ISBN 978-0-7851-8832-2, twin rows exist); our 439pp file is within 17pp
C 79795 cv=2045 gcd=1482 #1-18 0.9 | per the shelf's own line, this reprints Fantastic Four (1961 Marvel, CV 2045/GCD 1482, 416 issues); this volume collects #1-18
I 79796 cv=- gcd=1718663 isbn=978-1-302-90435-7 0.9 | own record (identity-read on gcd): GCD 79136 #2 "The Master Plan of Doctor Doom" (1718663, 452pp, ISBN 978-1-302-90435-7); ComicVine per-file unresolved; our 448pp file is within 4pp
C 79796 cv=2045 gcd=1482 #19-32 0.9 | collects #19-32 of the same Fantastic Four (1961) run
I 79797 cv=- gcd=1830981 isbn=978-1-302-91331-1 0.9 | own record (identity-read on gcd): GCD 79136 #3 "The Coming of Galactus" (1830981, 452pp, ISBN 978-1-302-91331-1); our 450pp file is within 2pp
C 79797 cv=2045 gcd=1482 #33-51 0.9 | collects #33-51 of the same Fantastic Four (1961) run
I 79798 cv=- gcd=2015196 isbn=978-1-302-91556-8 0.9 | own record (identity-read on gcd): GCD 79136 #4 "The Mystery of the Black Panther" (2015196, 452pp, ISBN 978-1-302-91556-8); our 448pp file is within 4pp
C 79798 cv=2045 gcd=1482 #52-67 0.9 | collects #52-67 of the same Fantastic Four (1961) run
I 79805 cv=442431 gcd=1180517 isbn=978-0-7851-8865-0 0.9 | own record (identity-read): CV 70951 (442431) and GCD 79136 #17 "All in the Family" (1180517, 500pp, ISBN 978-0-7851-8865-0); our 488pp file is within 12pp
C 79805 cv=2045 gcd=1482 #296-307 0.9 | collects #296-307 of the same Fantastic Four (1961) run
I 79810 cv=- gcd=2275039 isbn=978-1-302-93236-7 0.9 | own record (identity-read on gcd): GCD 79136 #22 "This Flame, This Fury" (2275039, 500pp, ISBN 978-1-302-93236-7); our 489pp file is within 11pp
C 79810 cv=2045 gcd=1482 #362-376 0.9 | collects #362-376 of the same Fantastic Four (1961) run
I 79811 cv=- gcd=2372321 isbn=978-1-302-93447-7 0.9 | own record (identity-read on gcd): GCD 79136 #23 "Nobody Gets Out Alive" (2372321, 508pp, ISBN 978-1-302-93447-7); our 491pp file is within 17pp
C 79811 cv=2045 gcd=1482 #377-392 0.9 | collects #377-392 of the same Fantastic Four (1961) run
I 79812 cv=1048848 gcd=2616793 isbn=978-1-302-95639-4 0.9 | own record (identity-read): CV 157337 (1048848) and GCD 79136 #24 "Atlantis Rising" (2616793, 484pp, ISBN 978-1-302-95639-4); our 467pp file is within 17pp
C 79812 cv=2045 gcd=1482 #393-402 0.9 | collects #393-402 of the same Fantastic Four (1961) run

I 79813 cv=- gcd=1309965 isbn=978-0-7851-9295-4 0.9 | own record: GCD 79136 #25 "Strange Days" (1309965, 476pp, ISBN 978-0-7851-9295-4) agrees by title despite round2-folder; our 450pp file is within 26pp
C 79813 cv=2045 gcd=1482 #347-358 0.9 | per the shelf's own N note, this volume collects Fantastic Four (1961 Marvel, CV 2045/GCD 1482) #347-358

I 79816 cv=187678 gcd=878182 isbn=978-0-7851-3761-0 0.9 | Vol.00: CV 30505 #0 (187678) and GCD 16680 #0 (878182, 180pp, ISBN 978-0-7851-3761-0, num); our 175pp file is within 5pp
I 79817 cv=187679 gcd=276046 isbn=0-7851-0779-7 0.9 | Vol.01: CV 30505 #1 (187679) and GCD 16680 #[1] (276046, 228pp, ISBN 0-7851-0779-7); our 226pp file is within 2pp
C 79817 cv=2045 gcd=1482 #232-240 0.9 | per the shelf's own N note, this line reprints Fantastic Four (1961 Marvel, CV 2045/GCD 1482) #232-295 across nine volumes; this volume collects #232-240
I 79818 cv=187680 gcd=274733 isbn=0-7851-1464-5 0.9 | Vol.02: CV 30505 #2 (187680) and GCD 16680 #2 (274733, 252pp, ISBN 0-7851-1464-5, num); our 248pp file is within 4pp
C 79818 cv=2045 gcd=1482 #241-250 0.9 | collects #241-250 of the same Fantastic Four (1961) stretch
I 79819 cv=187681 gcd=274734 isbn=0-7851-1679-6 0.9 | Vol.03: CV 30505 #3 (187681) and GCD 16680 #3 (274734, 252pp, ISBN 0-7851-1679-6, num); our 245pp file is within 7pp
C 79819 cv=2045 gcd=1482 #251-257 0.9 | collects #251-257 of the same Fantastic Four (1961) stretch
I 79820 cv=187682 gcd=274735 isbn=0785117105 0.9 | Vol.04: CV 30505 #4 (187682) and GCD 16680 #4 (274735, 284pp, ISBN 0785117105, num); our 272pp file is within 12pp
C 79820 cv=2045 gcd=1482 #258-267 0.9 | collects #258-267 of the same Fantastic Four (1961) stretch
I 79821 cv=187683 gcd=351983 isbn=0-7851-1844-6 0.9 | Vol.05: CV 30505 #5 (187683) and GCD 16680 #5 (351983, 252pp, ISBN 0-7851-1844-6, num); our 249pp file is within 3pp
C 79821 cv=2045 gcd=1482 #268-275 0.9 | collects #268-275 of the same Fantastic Four (1961) stretch
I 79822 cv=187684 gcd=351984 isbn=0785121900 0.9 | Vol.06: CV 30505 #6 (187684) and GCD 16680 #6 (351984, 268pp, ISBN 0785121900, num); our 263pp file is within 5pp
C 79822 cv=2045 gcd=1482 #276-284 0.9 | collects #276-284 of the same Fantastic Four (1961) stretch
I 79823 cv=187685 gcd=898563 0.9 | Vol.07: CV 30505 #7 (187685) and GCD 16680 #7 (898563, num); our 208pp file
C 79823 cv=2045 gcd=1482 #285-286 0.9 | collects #285-286 of the same Fantastic Four (1961) stretch
I 79824 cv=187686 gcd=898564 0.9 | Vol.08: CV 30505 #8 (187686) and GCD 16680 #8 (898564, num); our 217pp file
C 79824 cv=2045 gcd=1482 #287-295 0.9 | collects #287-295 of the same Fantastic Four (1961) stretch

I 80005 cv=441867 gcd=1886063 isbn=978-0-7851-8548-2 0.9 | own record (already shown on the shelf's own S line): CV 70824 issue 441867 and GCD 136256 issue 1886063 (356pp, ISBN 978-0-7851-8548-2); the per-file cv pick (7232) was the wrong underlying 1995 crossover volume per the shelf's N note; our 343pp file is within 13pp

I 80259 cv=701311 gcd=1925849 isbn=978-1-302-91625-1 0.95 | Book01: CV 117212 #1 (701311) and GCD 140631 #1 (1925849, 396pp, ISBN 978-1-302-91625-1, num); our 385pp file is within 11pp
I 80260 cv=738060 gcd=2267410 isbn=978-1-302-92341-9 0.95 | Book02: CV 117212 #2 (738060) and GCD 140631 #2 (2267410, 340pp, ISBN 978-1-302-92341-9, num); our 334pp file is within 6pp

I 80284 cv=380709 gcd=1098575 isbn=978-0-7851-6687-0 0.9 | Vol.01: CV 55905 #1 (380709) and GCD 72862 #1 (1098575, 372pp, ISBN 978-0-7851-6687-0); our 360pp file is within 12pp
I 80285 cv=392555 gcd=1098576 isbn=978-0-7851-6755-6 0.95 | Vol.02: CV 55905 #2 (392555) and GCD 72862 #2 (1098576, 380pp, ISBN 978-0-7851-6755-6, num); our 365pp file is within 15pp

I 80319 cv=1028899 gcd=- 0.9 | lookup.py found the trade's own record: CV 154573 "Guardians of the Galaxy: Grootfall" v1 (1028899); GCD's only "Grootfall" row (217828) is Dark Dragon Books, an unrelated publisher — provider-missing

I 81949 cv=594970 gcd=1697975 0.7 | per the shelf's own N note, no distinct collected-edition record exists for this trade in either leg (GCD only the 6-issue run 114011, CV only the volume 101410); this names the run's own first issue since the trade collects the whole run — flagged for review

I 80351 cv=575869 gcd=1679046 isbn=978-1-302-90441-8 0.95 | Vol.01: CV 97909 #1 (575869) and GCD 111261 #1 (1679046, 452pp, ISBN 978-1-302-90441-8, num); our 445pp file is within 7pp
I 80352 cv=590793 gcd=1688643 isbn=978-1-302-90442-5 0.95 | Vol.02: CV 97909 #2 (590793) and GCD 111261 #2 (1688643, 420pp, ISBN 978-1-302-90442-5, num); our 413pp file is within 7pp

I 80353 cv=460714 gcd=1514533 isbn=978-0-78519064-6 0.9 | v01: CV 76011 #1 (460714) and GCD 95010 #1 (1514533, 300pp, ISBN 978-0-78519064-6, fulldump-rematch); our 282pp file is within 18pp
I 80354 cv=470834 gcd=1514534 isbn=978-0-7851-9063-9 0.9 | v02: CV 76011 #2 (470834) and GCD 95010 #2 (1514534, 312pp, ISBN 978-0-7851-9063-9, fulldump-rematch); our 307pp file is within 5pp

I 81966 cv=- gcd=2279024 isbn=978-0-7851-4413-7 0.7 | GCD 178327 #1 "Son of Banner" (2279024, 148pp) matches by num; our 293pp file is much larger than the GCD row, possibly bundling more than one volume — flagged for review

N 81073 no-record | no CV or GCD collected-edition record found for "Son of Banner" (Incredible Hulk 2009 v1 Vol.01) under any spelling probed; only individual issue rows exist, per the shelf's own N note
N 81074 no-record | no CV or GCD collected-edition record found for "Fall of the Hulks" (Vol.02); GCD's only "Fall of the Hulks" hits are separate tie-in one-shots (Alpha/Gamma/Red Hulk/She-Hulks), not this trade
N 81075 no-record | no CV or GCD collected-edition record found for "World War Hulks" (Vol.03) matching our 143pp file; candidates found (CV 36515 HC, GCD 172156/72840) are far off in page count or format

N 81089 no-record | no CV or GCD record found for the "Chaos War" collected trade (Incredible Hulks Vol.02) under this or related spellings; the shelf's own N note confirms neither leg holds it
I 81090 cv=- gcd=1874321 isbn=978-0-7851-5631-4 0.9 | lookup.py found the trade's own record the shelf's N note said was missing: GCD 134141 "Incredible Hulks: Heart of the Monster" issue 1874321 (148pp, ISBN 978-0-7851-5631-4); ComicVine has no volume for it; our 150pp file is within 2pp

I 81139 cv=963595 gcd=2440578 isbn=978-1-302-94663-0 0.9 | shelf's own established ids: CV 147321 issue 963595 and GCD 190681 issue 2440578 (132pp, ISBN 978-1-302-94663-0); per-file round2-folder pick was wrong; our 112pp file is within 20pp
I 81214 cv=963595 gcd=2440578 isbn=978-1-302-94663-0 0.9 | duplicate rip of the same book as item 81139 in a different folder; same shelf-established record; our 112pp file is within 20pp

I 81203 cv=216790 gcd=713946 isbn=0-7851-1541-2 0.9 | Vol.01: CV 32519 #1 (216790) and GCD 42598 #1 (713946, 228pp, ISBN 0-7851-1541-2, num); our 235pp file is within 7pp
I 81204 cv=216699 gcd=713947 isbn=0-7851-1878-0 0.9 | Vol.02: CV 32519 #2 (216699) and GCD 42598 #2 (713947, 236pp, ISBN 0-7851-1878-0, num); our 231pp file is within 5pp
I 81205 cv=216691 gcd=713948 isbn=0-7851-2095-5 0.9 | Vol.03: CV 32519 #3 (216691) and GCD 42598 #3 (713948, ISBN 0-7851-2095-5, num); our 192pp file
I 81206 cv=216686 gcd=713949 isbn=0-7851-2096-3 0.9 | Vol.04: CV 32519 #4 (216686) and GCD 42598 #4 (713949, 236pp, ISBN 0-7851-2096-3, num); our 228pp file is within 8pp
I 81207 cv=216685 gcd=713950 isbn=978-0-7851-2757-4 0.9 | Vol.05: CV 32519 #5 (216685) and GCD 42598 #5 (713950, 248pp, ISBN 978-0-7851-2757-4); our 247pp file is within 1pp
I 81208 cv=205860 gcd=713951 isbn=978-0-7851-3762-7 0.9 | Vol.06: CV 32519 #6 (205860) and GCD 42598 #6 (713951, ISBN 978-0-7851-3762-7, num); our 233pp file
I 81209 cv=205861 gcd=713952 isbn=978-0-7851-4457-1 0.9 | Vol.07: CV 32519 #7 (205861) and GCD 42598 #7 (713952, 212pp, ISBN 978-0-7851-4457-1, num); our 206pp file is within 6pp
I 81210 cv=291032 gcd=945008 isbn=978-0-7851-5603-1 0.9 | Vol.08: CV 32519 #8 (291032) and GCD 42598 #8 (945008, 260pp, ISBN 978-0-7851-5603-1, num); our 254pp file is within 6pp

I 81980 cv=- gcd=1825073 isbn=978-1-302-91247-5 0.9 | lookup.py found this trade's own record: GCD 126961 "Skaar: Son of Hulk - The Complete Collection" issue 1825073 (436pp, ISBN 978-1-302-91247-5); ComicVine has no volume for it; our 422pp file is within 14pp
N 81258 no-record | no distinct "Vol. 01" trade record found in either leg; GCD's only collected record for this run is the single-volume "Complete Collection" (126961) used for item 81980, which this smaller 200pp file is not

I 82139 cv=469269 gcd=1207731 isbn=978-0-7851-8863-6 0.95 | round2-folder mispicked series 69746; shelf's own header #1 "The Golden Avenger" (1207731, 520pp, ISBN 978-0-7851-8863-6) matches our 520pp file exactly

N 82180 no-record | no CV or GCD collected-edition record found for "War of the Iron Men" (Iron Man: Legacy Vol.01) under any spelling probed, per the shelf's own N note
N 82181 no-record | no CV or GCD collected-edition record found for "Industrial Revolution" (Iron Man: Legacy Vol.02) under any spelling probed, per the shelf's own N note

I 82220 cv=741067 gcd=1049614 isbn=978-0-7851-3732-0 0.95 | own record (identity-read): CV 125710 v01 (741067) and GCD 71063 #1 (1049614, 364pp, ISBN 978-0-7851-3732-0); our 318pp file is within 46pp
C 82220 cv=9452 gcd=10240 #1-15 0.9 | per the shelf's own N note, this collects #1-15 of Alias (2001 Marvel, CV 9452 / GCD 10240, 28 issues)
I 82221 cv=741068 gcd=1049615 isbn=978-0-7851-4490-8 0.95 | own record (identity-read): CV 125710 v02 (741068) and GCD 71063 #2 (1049615, 316pp, ISBN 978-0-7851-4490-8); our 277pp file is within 39pp
C 82221 cv=9452 gcd=10240 #16-28 0.9 | collects #16-28 of the same Alias (2001) run

I 98368 cv=293336 gcd=1099257 isbn=978-0-7851-6364-0 0.9 | lookup.py confirmed the per-file gcd pick: CV 42959 "Annihilators" trade issue 293336 and GCD 73443 issue 1099257 (188pp, ISBN 978-0-7851-6364-0, twin rows 73444/1099258 and 2756635 also exist); our 171pp file is within 17pp

I 83047 cv=735402 gcd=2063981 0.95 | shelf's own established ids: CV 124632 issue 735402 and GCD 155420 issue 2063981 (68pp); per-file picks (921308/142786, 2186367/141720) point to a different Facsimile Edition entirely; our 67pp file is within 1pp

I 83190 cv=140585 gcd=338994 isbn=0-7851-2408-X 0.95 | Vol.01: CV 23449 #1 (140585) and GCD 21996 #1 (338994, 312pp, ISBN 0-7851-2408-X, num); our 298pp file is within 14pp
I 83191 cv=140586 gcd=503836 isbn=978-0-7851-2460-3 0.95 | Vol.02: CV 23449 #2 (140586) and GCD 21996 #2 (503836, 248pp, ISBN 978-0-7851-2460-3, num); our 229pp file is within 19pp
I 83192 cv=140587 gcd=543428 isbn=978-0-7851-2930-1 0.95 | Vol.03: CV 23449 #3 (140587) and GCD 21996 #3 (543428, 280pp, ISBN 978-0-7851-2930-1, num); our 268pp file is within 12pp

I 83195 cv=372840 gcd=873039 isbn=978-0-7851-5018-3 0.95 | own record: CV 54795 issue 372840 and GCD 60682 issue 873039 (304pp, ISBN 978-0-7851-5018-3, num); our 297pp file is within 7pp

I 83200 cv=394302 gcd=- 0.9 | Vol.01: CV 59098 #1 (394302), matching the shelf's own header exactly; GCD has no leg for this line at all
I 83201 cv=556473 gcd=- 0.9 | Vol.02: CV 59098 #2 (556473); GCD has no leg for this line
I 83202 cv=845177 gcd=- 0.9 | Vol.03: CV 59098 #3 (845177); GCD has no leg for this line

I 83985 cv=1074806 gcd=- 0.9 | Vol.01: CV 160550 #1 (1074806), matching the shelf's own header exactly; GCD has no leg for this line

I 83731 cv=503563 gcd=1339628 isbn=978-0-7851-9810-9 0.9 | own record (already shown on shelf's own S line): CV 85440 issue 503563 and GCD 80655 #2 "Shadows of the Moon" (1339628, 516pp, ISBN 978-0-7851-9810-9) agree despite round2-folder; our 505pp file is within 11pp

I 84231 cv=962315 gcd=2468755 isbn=978-1-302-92896-4 0.9 | Vol.01: CV 147057 #1 (962315) and GCD 194279 #1 (2468755, 1016pp, ISBN 978-1-302-92896-4, num); our 999pp file is within 17pp
I 84232 cv=1056530 gcd=2631374 isbn=978-1-302-92898-8 0.9 | Vol.02: CV 147057 #2 (1056530) and GCD 194279 #2 (2631374, 1000pp, ISBN 978-1-302-92898-8, num); our 947pp file is within 53pp

I 82476 cv=694915 gcd=1880701 isbn=978-1-302-91408-0 0.95 | Book01: CV 115894 #1 (694915) and GCD 135466 #1 (1880701, 460pp, ISBN 978-1-302-91408-0, num); our 455pp file is within 5pp
I 82477 cv=702468 gcd=1932139 isbn=978-1-302-91607-7 0.95 | Book02: CV 115894 #2 (702468) and GCD 135466 #2 (1932139, 428pp, ISBN 978-1-302-91607-7, num); our 425pp file is within 3pp
I 82478 cv=710684 gcd=1974703 isbn=978-1-302-91865-1 0.95 | Book03: CV 115894 #3 (710684) and GCD 135466 #3 (1974703, 404pp, ISBN 978-1-302-91865-1, num); our 396pp file is within 8pp

I 82515 cv=- gcd=1880696 isbn=978-1-302-91407-3 0.9 | own record: GCD 119032 #2 "Circle of Blood" (1880696, 508pp, ISBN 978-1-302-91407-3, num); ComicVine per-file unresolved; our 505pp file is within 3pp
I 82516 cv=- gcd=1918106 isbn=978-1-302-91641-1 0.9 | own record: GCD 119032 #3 "Kingpin Rules" (1918106, 484pp, ISBN 978-1-302-91641-1, num); our 478pp file is within 6pp
I 82519 cv=- gcd=1762642 isbn=978-1-302-90784-6 0.9 | own record: GCD 119032 #7 "Capital Punishment" (1762642, 492pp, ISBN 978-1-302-90784-6, num); our 484pp file is within 8pp

I 93962 cv=504341 gcd=1484995 0.7 | per the shelf's own N note, no distinct trade record exists in either leg; this names the run's own first issue since the trade collects the whole 6-issue mini — flagged for review

I 93461 cv=828995 gcd=2212608 isbn=978-1-302-92873-5 0.9 | Book01: CV 133904 #1 (828995) and GCD 171339 #1 (2212608, 364pp, ISBN 978-1-302-92873-5, fulldump-rematch); our 348pp file is within 16pp
I 93462 cv=864587 gcd=2233119 isbn=978-1-302-92988-6 0.9 | Book02: CV 133904 #2 (864587) and GCD 171339 #2 (2233119, 340pp, ISBN 978-1-302-92988-6, fulldump-rematch); our 309pp file is within 31pp
I 93463 cv=909908 gcd=2284573 isbn=978-1-302-93170-4 0.9 | Book03: CV 133904 #3 (909908) and GCD 171339 #3 (2284573, 252pp, ISBN 978-1-302-93170-4, fulldump-rematch); our 229pp file is within 23pp

I 93653 cv=470992 gcd=1208197 isbn=978-0-7851-9002-8 0.9 | own record: CV 78292 issue 470992 and GCD 80972 #1 "When Calls Galactus" (1208197, 324pp, ISBN 978-0-7851-9002-8, num); our 322pp file is within 2pp
I 93656 cv=- gcd=2489029 isbn=978-1-302-94829-0 0.9 | own record: GCD 80972 #5 "The Return of Thanos" (2489029, 484pp, ISBN 978-1-302-94829-0, num); ComicVine per-file unresolved; our 475pp file is within 9pp
I 93658 cv=- gcd=1704748 isbn=978-1-302-90711-2 0.9 | own record: GCD 80972 #7 "The Infinity Gauntlet" (1704748, 492pp, ISBN 978-1-302-90711-2, num); our 481pp file is within 11pp
