# R-141: triaged 0.9 tier, 25 Marvel Avengers-family shelves. Three shapes: (1) runs carrying residue (Aaron Avengers, Savage Avengers, Secret Avengers, Young Avengers, Priest Black Panther) - most residue now has a home and is sent there by split-needed joins; (2) the two Epic Collection LINES (Avengers Epic GCD 74603, Avengers West Coast Epic GCD 130433) cut into one shelf per book by ComicVine's per-book count-1 volumes - the old merge-with chains between the singletons never took effect because merge-with needs a SHARED cv, so each singleton now takes the line (cv=-) and joins the line shelf by the split lane (L-377), exactly as R-137 / P-055 did for the Marvel Two-in-One Epic Collection; (3) one-book trade shelves whose run already has a shelf (Lionheart of Avalon -> Avengers v3 S95223, a second rip of a book already there). Uncanny Avengers 2015 had stored the trade's count-1 GCD series; the run's own GCD 86102 replaces it.
# --- S1649 Avengers (2018, Jason Aaron)
S 1649 cv=110496 gcd=123960 0.9 | the Jason Aaron run: CV 110496 "Avengers" (Marvel 2018, 66, cached #1-66) and GCD 123960 (Marvel 2018-2023, 66) agree on publisher, start and count; "Avengers by Jason Aaron Vol. 01-11" are GCD 130905 #1-11 (rows 1855036 ... 2490863, roll-ups s123960) and Vol. 12 "Avengers Assemble" is GCD 202254 row 2555889 - the run's own editions; 0.9 for the Avengers Annual 2021 one-shot (CV 138528 / GCD 175734) and Avengers 1,000,000 BC #1 (GCD 188287), their own records, stored by no shelf
F 1629 split-needed | items -> join S101396 - all 79 books (issues #47-102 and the annuals #3-8) continue West Coast Avengers #1-46 (S101396, CV 3521 / GCD 3061) without a restart, same publisher: L-390 = ONE run under the chain's first record; landed by P-056 (79 items onto "West Coast Avengers v2 (1985)"), each book keeping its AWC era record on its I line
# --- S1632 Avengers West Coast Epic Collection (the line)
S 1632 cv=- gcd=130433 0.9 | the Epic Collection LINE (L-109 / L-076): GCD 130433 "Avengers West Coast Epic Collection" (Marvel 2018-?, 7) holds our Vol. 02 / 05 / 06 as rows 2022931 / 2298304 / 2525350 (492 / 460 / 516pp vs our 489 / 454 / 505pp, subtitles match); the line spans the 1984 WCA limited series and the 1985-1994 WCA/AWC run plus annuals and crossovers, so it keeps its own identity; CV mints only a count-1 volume per book (on the I lines)
N 1632 the four single-book siblings S1633 / S1634 / S1635 / S1636 are volumes 07 / 01 / 03 / 04 of this same GCD line; their old merge-with lines never took effect (each stored a different per-book CV volume), so each now joins this shelf by the split lane (L-377)
# --- S1633 Avengers West Coast Epic Collection Vol. 07
S 1633 cv=- gcd=130433 0.9 | volume 07 "Ultron Unbound" of the Avengers West Coast Epic Collection LINE: GCD 130433 #7 row 2625772 (492pp, ISBN 978-1-302-95644-8, collects AWC #83-95 and Annual #7-8) is our 475pp book, CV 157860 is only its count-1 book volume (issue 1053043, on the I line)
F 1633 wrong-cv-link | the stored CV 157860 "Avengers West Coast Epic Collection: Ultron Unbound" is the Vol. 07 book's own count-1 volume, not the line (CV has no line volume); it belongs on the I line
F 1633 split-needed | item 53283 -> join S1632 on its ParsedKey "Avengers West Coast Epic Collection" - S1632's S line is the same GCD 130433 line and holds Vols 02 / 05 / 06; the one-book shelf empties by the join (L-377)
# --- S1634 Avengers West Coast Epic Collection Vol. 01
S 1634 cv=- gcd=130433 0.9 | volume 01 "How The West Was Won" of the same LINE: GCD 130433 #1 row 1851939 (500pp, ISBN 978-1-302-91423-3; collects the 1984 WCA mini #1-4 and WCA 1985 #1-7) is all three of our 497pp files; CV 113854 is only the book's count-1 volume (issue 686371, on the I lines)
F 1634 wrong-cv-link | the stored CV 113854 "Avengers West Coast Epic Collection: How The West Was Won" is the Vol. 01 book's own count-1 volume, not the line
F 1634 split-needed | items 53960, 53277, 53286 -> join S1632 on its ParsedKey "Avengers West Coast Epic Collection" (same GCD 130433 line); the shelf empties by the join (L-377)
N 1634 flag #166 (label-ambiguous, item 53960) is right: 53277, 53960 and 53286 are three rips of the same 497pp Vol. 01
# --- S1635 Avengers West Coast Epic Collection Vol. 03
S 1635 cv=- gcd=130433 0.9 | volume 03 "Tales to Astonish" of the same LINE: GCD 130433 #3 row 2156049 (460pp, ISBN 978-1-302-92316-7; collects WCA #25-37, WCA Annual #2, Avengers Annual #16) is our 453pp book; CV 130576 is only its count-1 book volume (issue 803693)
F 1635 wrong-cv-link | the stored CV 130576 "Avengers West Coast Epic Collection: Tales to Astonish" is the Vol. 03 book's own count-1 volume, not the line
F 1635 split-needed | item 53279 -> join S1632 on its ParsedKey "Avengers West Coast Epic Collection" (same GCD 130433 line); the shelf empties by the join (L-377)
# --- S1636 Avengers West Coast Epic Collection Vol. 04
S 1636 cv=- gcd=130433 0.9 | volume 04 "Vision Quest" of the same LINE: GCD 130433 #4 row 2186137 (492pp, ISBN 978-1-302-92742-4; collects WCA #38-46, AWC #47-52, WCA Annual #3-4) is our 477pp book; CV 132764 is only its count-1 book volume (issue 822553)
F 1636 wrong-cv-link | the stored CV 132764 "Avengers West Coast Epic Collection: Vision Quest" is the Vol. 04 book's own count-1 volume, not the line
F 1636 split-needed | item 53280 -> join S1632 on its ParsedKey "Avengers West Coast Epic Collection" (same GCD 130433 line); the shelf empties by the join (L-377)
# --- S22687 Young Avengers (2013)
S 22687 cv=56117 gcd=71284 0.9 | Young Avengers (2013-2014): CV 56117 (Marvel 2013, 15, cached #1-15) and GCD 71284 (Marvel 2013-2014, 15) agree on publisher, span and count; our three trades Vol. 01-03 (GCD 76284 rows 1139664 / 1174516 / 1190969 collecting s71284 #1-5, #6-10, #11-15; CV 66903 / 71229 / 72491) and a 1pp #1 variant are the run and its editions; 0.9 for two books of OTHER Young Avengers works folded in by title, split below
F 22687 split-needed | item 53962 "Young Avengers by Heinberg & Cheung Omnibus (2022)" 1018pp (folder 01 Young Avengers v1 (2005)\Omnibus Edition) is the Heinberg/Cheung omnibus, CV 148259 (issue 971649), collecting the 2005 Young Avengers #1-12 (CV 11870 / GCD 12880) and more - its own book, stored by no shelf -> new key "Young Avengers by Heinberg & Cheung Omnibus (2022)"
F 22687 split-needed | item 53963 "Young Avengers Presents (2008)" 148pp (folder 02 Young Avengers Presents (2008)) is the trade of Young Avengers Presents (2008), CV 20380 / GCD 28934 (6 issues), stored by no shelf -> new key "Young Avengers Presents (2008)"
N 22687 flag #556 (label-ambiguous, item 53288) is right about the old link: Vol. 01's own CV record is 66903 "Young Avengers: Style > Substance" issue 424035 ("Volume 1"), not a 2005 book; the per-file CV 11870 on 4 files is the 2005 run's stamp
# --- S1589 Avengers Epic Collection (the line)
S 1589 cv=- gcd=74603 0.9 | the Epic Collection LINE (L-109 / L-076 / L-132): GCD 74603 "Avengers Epic Collection" (Marvel 2013-?, 26) holds all twelve of our books by volume number, subtitle and ISBN (rows 1649510 #2 ... 2278764 #26, each within 3-40pp of our digital rips); each book reprints a stretch of The Avengers (1963) plus annuals and other titles' crossovers, CV mints only a count-1 volume per book, so the line keeps its own identity (one leg)
N 1589 the ten single-book siblings S1591-S1600 are volumes 06 / 01 / 18 / 08 / 20 / 09 / 25 / 10 / 05 / 16 of this same GCD line; their merge-with lines never took effect (each stored a different per-book CV volume), so each now joins this shelf by the split lane (L-377)
N 1589 flag #695 (provider-disagrees, item 53308) is a misreading: Vol. 22 Operation Galactic Storm's GCD row 1723387 reprints The Avengers #345-347 (between Vol. 21 #334-344 and Vol. 23 #348-359, as the ladder expects); the #398-401 it saw are Captain America (1968) #398-401 in the same book
# --- the Avengers Epic Collection singletons
S 1591 cv=- gcd=74603 0.9 | volume 06 "A Traitor Stalks Among Us" of the Avengers Epic Collection LINE: GCD 74603 #6 row 2230606 (404pp, ISBN 978-1-302-92911-4; Avengers #98-114 + Daredevil #99) is our 391pp book; CV 136149 is only its count-1 book volume (issue 851451, on the I line)
F 1591 wrong-cv-link | the stored CV 136149 "Avengers Epic Collection: A Traitor Stalks Among Us" is the Vol. 06 book's own count-1 volume, not the line
F 1591 split-needed | item 53296 -> join S1589 on its ParsedKey "Avengers Epic Collection" - S1589's S line is the same GCD 74603 line; the shelf empties by the join (L-377)
S 1592 cv=- gcd=74603 0.9 | volume 01 "Earth's Mightiest Heroes" of the same LINE: GCD 74603 #1 row 1207883 (460pp, ISBN 978-0-7851-8864-3; Avengers #1-20) is our 458pp book; CV 78105 is only its count-1 book volume (issue 470089)
F 1592 wrong-cv-link | the stored CV 78105 "Avengers Epic Collection: Earth's Mightiest Heroes" is the Vol. 01 book's own count-1 volume, not the line
F 1592 split-needed | item 53291 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1593 cv=- gcd=74603 0.9 | volume 18 "Heavy Metal" of the same LINE: GCD 74603 #18 row 2170562 (516pp, ISBN 978-1-302-92315-0; Avengers #286-303 + Annual #17) is our 510pp book; CV 131882 is only its count-1 book volume (issue 817883)
F 1593 wrong-cv-link | the stored CV 131882 "Avengers Epic Collection: Heavy Metal" is the Vol. 18 book's own count-1 volume, not the line
F 1593 split-needed | item 53304 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1594 cv=- gcd=74603 0.9 | volume 08 "Kang War" of the same LINE: GCD 74603 #8 row 2422603 (508pp, ISBN 978-1-302-93352-4; Avengers #129-149 + Giant-Size Avengers #2-5) is our 499pp book; CV 144780 is only its count-1 book volume (issue 944331)
F 1594 wrong-cv-link | the stored CV 144780 "Avengers Epic Collection: Kang War" is the Vol. 08 book's own count-1 volume, not the line
F 1594 split-needed | item 53298 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1595 cv=- gcd=74603 0.9 | volume 20 "The Crossing Line" of the same LINE: GCD 74603 #20 row 2364835 (524pp, ISBN 978-1-302-93444-6; Avengers #319-333 + annuals) is our 514pp book; CV 144785 is only its count-1 book volume (issue 944349)
F 1595 wrong-cv-link | the stored CV 144785 "Avengers Epic Collection: The Crossing Line" is the Vol. 20 book's own count-1 volume, not the line
F 1595 split-needed | item 53306 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1596 cv=- gcd=74603 0.9 | volume 09 "The Final Threat" of the same LINE: GCD 74603 #9 row 1115973 (444pp, ISBN 978-0-7851-8790-5; Avengers #150-166 + Annual #6-7) is our 438pp book; CV 69962 is only its count-1 book volume (issue 436501)
F 1596 wrong-cv-link | the stored CV 69962 "Avengers Epic Collection: The Final Threat" is the Vol. 09 book's own count-1 volume, not the line
F 1596 split-needed | item 53299 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1597 cv=- gcd=74603 0.9 | volume 25 "The Gathering" of the same LINE: GCD 74603 #25 row 2563774 (516pp, ISBN 978-1-302-95367-6; Avengers #367-377 + Annual #23) is our 465pp book; CV 153155 is only its count-1 book volume (issue 1010295)
F 1597 wrong-cv-link | the stored CV 153155 "Avengers Epic Collection: The Gathering" is the Vol. 25 book's own count-1 volume, not the line
F 1597 split-needed | item 53311 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1598 cv=- gcd=74603 0.9 | volume 10 "The Yesterday Quest" of the same LINE: GCD 74603 #10 row 2569722 (500pp, ISBN 978-1-302-94876-4; Avengers #167-188 + Annual #8-9) is our 497pp book; CV 153798 is only its count-1 book volume (issue 1019321)
F 1598 wrong-cv-link | the stored CV 153798 "Avengers Epic Collection: The Yesterday Quest" is the Vol. 10 book's own count-1 volume, not the line
F 1598 split-needed | item 53300 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1599 cv=- gcd=74603 0.9 | volume 05 "This Beachhead Earth" of the same LINE: GCD 74603 #5 row 2138207 (508pp, ISBN 978-1-302-92197-2; Avengers #77-97 + Hulk #140) is our 481pp book; CV 129190 is only its count-1 book volume (issue 785740)
F 1599 wrong-cv-link | the stored CV 129190 "Avengers Epic Collection: This Beachhead Earth" is the Vol. 05 book's own count-1 volume, not the line
F 1599 split-needed | item 53295 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
S 1600 cv=- gcd=74603 0.9 | volume 16 "Under Siege" of the same LINE: GCD 74603 #16 row 1566784 (460pp, ISBN 978-0-7851-9539-9; Avengers #264-277 + annuals) is our 457pp book; CV 90398 is only its count-1 book volume (issue 529650)
F 1600 wrong-cv-link | the stored CV 90398 "Avengers Epic Collection: Under Siege" is the Vol. 16 book's own count-1 volume, not the line
F 1600 split-needed | item 53302 -> join S1589 on its ParsedKey "Avengers Epic Collection" (same GCD 74603 line); the shelf empties by the join (L-377)
# --- S1531 Avengers: Lionheart of Avalon
S 1531 cv=7084 gcd=7636 0.9 | the book is a trade of ONE run: "Avengers - Lionheart of Avalon" 116pp is Avengers (1998) #77-81 in the run's own TPB line - GCD 73230 "Avengers" (Marvel 2003-2004, 5) #4 "Lionheart of Avalon" (row 1097908), CV 35544 count 1 (issue 234900); the run is CV 7084 "Avengers" (Marvel 1998, 89) = GCD 7636, which S95223 stores, and S95223 already holds another 116pp rip of this same book ("10 Avengers Vol. 10 - Lionheart of Avalon (2004)", item 52848) - so the run wins (trades vs run, L-031) and the shelves meet on cv=7084
F 1531 merge-with=95223 | same comic as S95223's item 52848 (Avengers Vol. 10 - Lionheart of Avalon, 116pp both); S95223's S line is cv=7084 gcd=7636 (R-043), one title and one numbering, and #77-81 falls inside its run
F 1531 wrong-cv-link | the stored CV 35544 "Avengers: Lionheart of Avalon" (2004, 1) is the trade's own count-1 volume, not the run; it belongs on the I line
# --- S95616 Black Panther (1998)
S 95616 cv=6496 gcd=6989 0.9 | Priest's Black Panther (1998-2003): CV 6496 (Marvel 1998, 62, cached #1-62) and GCD 6989 (Marvel 1998-2003, 62) agree on publisher, span and count; our #23 and #25 (chronology refiles) sit inside and "Black Panther by Christopher Priest - The Complete Collection Vol. 01-04" (GCD 86787 rows 1325296 / 1339703 / 1553018 / 1743768, roll-ups s6989 #1-17, #18-35, #36-49, #50-62; CV 83801 #1-4) are the run's editions; 0.9 for the Omnibus Book 01 rip, split below
F 95616 split-needed | item 53994 "Black Panther by Christopher Priest Omnibus Book 01 (2022)" 817pp is a second rip of S2762's item 53650 (same 817pp book; CV 146660 #1 / GCD 193575 row 2460427); S2762 stores that omnibus line (S line cv=146660 gcd=193575, R-045) -> join S2762 on its ParsedKey "Black Panther by Christopher Priest Omnibus" (L-388: the line has its own shelf)
N 95616 flag #182 (label-ambiguous, item 53994) is right: 53650 and 53994 are two copies of Omnibus Book 01; the per-file CV 11502 on 2 files is the 2005 Black Panther stamp
# --- book records (I) and collected ranges (C); prior I lines restated after re-checking each id against the catalogues
I 52944 cv=- gcd=2425961 isbn=- 0.9 | "Avengers 1,000,000 BC 001 (2022)" 33pp = GCD 188287 "Avengers 1,000,000 BC" (Marvel 2022, one-shot) row 2425961 (2022-08-17, 44pp); no CV volume found ("Avengers 1,000,000 BC", "1,000,000 BC" --contains: 0)
I 52945 cv=882057 gcd=2259529 isbn=- 0.95 | "Avengers Annual 001 (2021)" 34pp, ComicInfo Series "Avengers Annual (2021)" = CV 138528 "Avengers Annual" (Marvel 2021, 1) issue 882057 (Infinite Destinies) and GCD 175734 row 2259529 (2021-08-25, 40pp)
I 52951 cv=687003 gcd=1855036 isbn=978-1-302-91187-4 0.95 | "COL Avengers by Jason Aaron Vol. 01 - The Final Host (2018)" 154pp = CV 114043 "Avengers by Jason Aaron: The Final Host" issue 687003 (2018-10-03, "Volume 1") and GCD 130905 #1 row 1855036 (2018-10-03, 164pp, ISBN 978-1-302-91187-4)
I 52952 cv=702455 gcd=1931980 isbn=978-1-302-91861-3 0.95 | "COL Avengers by Jason Aaron Vol. 02 - World Tour (2019)" 161pp = CV 117436 "Avengers by Jason Aaron: World Tour" issue 702455 (2019-03-06, "Volume 2") and GCD 130905 #2 row 1931980 (2019-03-06, 172pp, collects Avengers 2018 #7-12)
I 52953 cv=710671 gcd=1974702 isbn=978-1-302-91461-5 0.95 | "COL Avengers by Jason Aaron Vol. 03 - War of the Vampires (2019)" 111pp = CV 119518 issue 710671 (2019-06-05, "Volume 3") and GCD 130905 #3 row 1974702 (2019-06-05, 116pp)
I 52954 cv=728987 gcd=2042585 isbn=978-1-302-91462-2 0.95 | "COL Avengers by Jason Aaron Vol. 04 - War of the Realms (2020)" 107pp = CV 123128 issue 728987 (2019-11-29, "Volume 4") and GCD 130905 #4 row 2042585 (2019-11-27, 116pp, collects Avengers 2018 #18-21)
I 52955 cv=735585 gcd=2200430 isbn=978-1-302-92093-7 0.95 | "COL Avengers by Jason Aaron Vol. 05 - Challenge of the Ghost Riders (2020)" 112pp = CV 124685 issue 735585 (2020-01-30, "Volume 5") and GCD 130905 #5 row 2200430 (2020-01-29, 116pp)
I 52956 cv=781563 gcd=2200431 isbn=978-1-302-92094-4 0.95 | "COL Avengers by Jason Aaron Vol. 06 - Star Brand Reborn (2020)" 108pp = CV 128892 issue 781563 (2020-07-23, "Volume 6") and GCD 130905 #6 row 2200431 "Starbrand Reborn" (2020-07-22, 116pp)
I 52957 cv=824078 gcd=2200896 isbn=978-1-302-92486-7 0.95 | "COL Avengers by Jason Aaron Vol. 07 - The Age of Khonshu (2021)" 179pp = CV 133095 issue 824078 and GCD 130905 #7 row 2200896 (2021-01-19, 188pp, ISBN 978-1-302-92486-7)
I 52958 cv=866704 gcd=2235868 isbn=978-1-302-92487-4 0.95 | "COL Avengers by Jason Aaron Vol. 08 - Enter The Phoenix (2021)" 160pp = CV 137260 issue 866704 and GCD 130905 #8 row 2235868 (2021-06-30, 172pp, ISBN 978-1-302-92487-4)
I 52959 cv=965487 gcd=2296360 isbn=978-1-302-92488-1 0.95 | "COL Avengers by Jason Aaron Vol. 09 - World War She-Hulk (2021)" 175pp = CV 147537 issue 965487 and GCD 130905 #9 row 2296360 (2022-01-05, 188pp, ISBN 978-1-302-92488-1)
I 52960 cv=965488 gcd=2434713 isbn=978-1-302-92628-1 0.95 | "COL Avengers by Jason Aaron Vol. 10 - The Death Hunters (2022)" 173pp = CV 147539 issue 965488 and GCD 130905 #10 row 2434713 (2022-09-28, 180pp, ISBN 978-1-302-92628-1)
I 52961 cv=985722 gcd=2490863 isbn=978-1-302-92885-8 0.95 | "COL Avengers by Jason Aaron Vol. 11 - History's Mightiest Heroes (2023)" 133pp = CV 149784 issue 985722 and GCD 130905 #11 row 2490863 (2023-02-08, 140pp, ISBN 978-1-302-92885-8)
I 52962 cv=1002279 gcd=2555889 isbn=978-1-302-95063-7 0.95 | "COL Avengers by Jason Aaron Vol. 12 - Avengers Assemble (2023)" 264pp = CV 152348 "Avengers Assemble" (Marvel 2023) issue 1002279 (TPB, 2023-07-19) and GCD 202254 row 2555889 (2023-07-19, 292pp, ISBN 978-1-302-95063-7); X-058's gcd=2699656 was Panini Deutschland's Avengers #12
I 53047 cv=727276 gcd=2037983 isbn=978-1-302-91665-7 0.95 | "Savage Avengers v01 - City Of Sickles (2020)" 144pp = GCD 152552 #1 row 2037983 (148pp) and CV 122821 "Savage Avengers: City of Sickles" issue 727276 "Volume 1"
I 53048 cv=787828 gcd=2219066 isbn=978-1-302-91666-4 0.95 | "Savage Avengers v02 - To Dine With Doom (2020)" 147pp = GCD 152552 #2 row 2219066 (148pp) and CV 129258 issue 787828
I 53049 cv=832891 gcd=2248210 isbn=978-1-302-92187-3 0.95 | "Savage Avengers v03 - Enter The Dragon (2021)" 133pp = GCD 152552 #3 row 2248210 (140pp) and CV 134228 issue 832891
I 53050 cv=885082 gcd=2262191 isbn=978-1-302-92629-8 0.95 | "Savage Avengers v04 - King in Black (2021)" 137pp = GCD 152552 #4 row 2262191 (140pp) and CV 138987 issue 885082
I 53051 cv=924784 gcd=2372077 isbn=978-1-302-92630-4 0.95 | "Savage Avengers v05 - The Defilement of All Things ... Kulan Gath (2021)" 137pp = GCD 152552 #5 row 2372077 (140pp) and CV 143013 issue 924784 "Volume 5"
I 93231 cv=727276 gcd=2037983 isbn=978-1-302-91665-7 0.95 | "Savage Avengers Vol. 01 - City of Sickles (2020)" 144pp, second rip of 53047 = GCD 152552 #1 row 2037983 (148pp) and CV 122821 issue 727276
I 93232 cv=787828 gcd=2219066 isbn=978-1-302-91666-4 0.95 | "Savage Avengers Vol. 02 - To Dine With Doom (2020)" 147pp, second rip of 53048 = GCD 152552 #2 row 2219066 and CV 129258 issue 787828
I 93233 cv=832891 gcd=2248210 isbn=978-1-302-92187-3 0.95 | "Savage Avengers Vol. 03 - Enter The Dragon (2021)" 133pp, second rip of 53049 = GCD 152552 #3 row 2248210 and CV 134228 issue 832891
I 93234 cv=885082 gcd=2262191 isbn=978-1-302-92629-8 0.95 | "Savage Avengers Vol. 04 - King in Black (2021)" 137pp, second rip of 53050 = GCD 152552 #4 row 2262191 and CV 138987 issue 885082
I 93235 cv=924784 gcd=2372077 isbn=978-1-302-92630-4 0.95 | "Savage Avengers Vol. 05 - The Defilement ... Kulan Gath (2021)" 137pp, second rip of 53051 = GCD 152552 #5 row 2372077 and CV 143013 issue 924784
I 93965 cv=979322 gcd=2509759 isbn=978-1-302-94784-2 0.95 | "Savage Avengers by Gerry Duggan (2023)" 768pp = the omnibus: CV 149044 "Savage Avengers by Gerry Duggan Omnibus" issue 979322 (HC, 2023) and GCD 197959 row 2509759 (784pp, 2023-03-22)
I 93230 cv=736495 gcd=2077666 isbn=- 0.95 | "Savage Avengers 000 (2020)" 59pp = the run's #0 "Chapter Zero": CV 118663 #0 issue 736495 and GCD 144638 #0 row 2077666 (64pp)
I 53060 cv=260056 gcd=870733 isbn=978-0-7851-4599-8 0.95 | "Secret Avengers Vol. 01 - The Mission To Mars (2011)" 135pp = GCD 60593 #1 row 870733 (140pp, collects #1-5) and CV 38780 issue 260056 "Vol. 1: Mission to Mars"
I 53061 cv=278673 gcd=870743 isbn=978-0-7851-4601-8 0.95 | "Secret Avengers Vol. 02 - Eyes of the Dragon (2012)" 178pp = GCD 60593 #2 row 870743 (176pp, collects #6-12) and CV 41267 issue 278673 "Vol. 2: Eyes of the Dragon"
