# X-050 — item batch, heavily Marvel Epic Collection / creator-named collected-line shelves plus a few
# manga/magazine/British singles. Recurring pattern: many per-file GCD "num"/"identity-read" picks are the
# shelf's own trustworthy resolution and are transcribed directly; several per-file picks are known traps
# (reused title-only stamp across every volume of a line — A-Force Presents, Heroes Reborn Companion,
# Immortal X-Men's Italian Panini stamp, Official Handbook's Deluxe-Edition stamp) corrected from the
# shelf's own header cv/gcd pool by ordinal or title. Several "no record found" shelf notes were resolved
# by lookup.py under a different spelling (Machine Man, Darkhold, Captain Britain Omnibus, Captain Britain
# and MI:13: Secret Invasion, Aliens: Hive, Strange Tales, Immortal X-Men by Kieron Gillen, Savage Avengers'
# two trades, Avengers and the Infinity Gauntlet). C OWED books on Epic/deluxe-edition lines each collect a
# range of the underlying ongoing named in the shelf's own N note — those runs (Avengers 1963 CV 2128/GCD
# 1571; Avengers West Coast retitled CV 18494/GCD 3830; Captain America 1998 v3 CV 6206/GCD 6023; Captain
# America 2011 v6 CV 41245/GCD 59241; Daredevil 1964 CV 2190/GCD 1636; Micronauts 1979 CV 3008/GCD 2514)
# were all found by lookup.py, several where the shelf's own N note said none could be found.
# S21750 Witches: this batch's only book is Daisuke Igarashi's manga (Manga\_Daisuke Igarashi\Witches
# folder), not the Marvel 2004 mini the shelf's S line names — presenting for the lead, not resolving.

I 49177 cv=962737 gcd=2440591 isbn=978-1-302-94953-2 0.95 | Trials of X v01: CV 147219 #1 (962737) and GCD 190684 #1 (2440591, 180pp, ISBN 978-1-302-94953-2) agree by num; our 165pp file is within 15pp
I 49188 cv=1009035 gcd=2561684 isbn=978-1-302-94846-7 0.95 | v12: CV 147219 #12 (1009035) and GCD 190684 #12 (2561684, 156pp, ISBN 978-1-302-94846-7) agree by num; our 148pp file is within 8pp

I 84666 cv=963742 gcd=2460426 isbn=978-1-302-92801-8 0.95 | lookup.py found the real 5-volume collected line: CV 147356 "Immortal X-Men by Kieron Gillen" v01 (963742) and GCD 193576 #1 (2460426, 188pp, ISBN 978-1-302-92801-8); per-file pick stamped the wrong Panini Italian volume 149617; our 180pp file is within 8pp
I 84667 cv=991347 gcd=2532117 isbn=978-1-302-92802-5 0.95 | v02: CV 147356 (991347) and GCD 193576 #2 (2532117, 116pp, ISBN 978-1-302-92802-5); our 112pp file is within 4pp
I 84668 cv=1032704 gcd=2584823 isbn=978-1-302-95100-9 0.95 | v03: CV 147356 (1032704) and GCD 193576 #3 (2584823, 132pp, ISBN 978-1-302-95100-9); our 126pp file is within 6pp
I 84669 cv=1049377 gcd=2617433 isbn=978-1-302-95342-3 0.95 | v04: CV 147356 (1049377) and GCD 193576 #4 (2617433, 140pp, ISBN 978-1-302-95342-3); our 137pp file is within 3pp
I 84670 cv=1083820 gcd=2687806 isbn=978-1-302-95801-5 0.95 | v05 "X-Men Forever": CV 147356 (1083820) and GCD 193576 #5 (2687806, 124pp, "X-Men Forever", ISBN 978-1-302-95801-5); our 120pp file is within 4pp

I 83767 cv=1076646 gcd=2673335 isbn=978-1-302-95885-5 0.95 | despite sitting in the "07 ...v1" folder, per-file match points to the collected line's #2 (Mutant Menace): CV 157335 (1076646) and GCD 210149 #2 (2673335, 116pp, ISBN 978-1-302-95885-5); a duplicate/misfiled rip of the same book as item 83768
I 83768 cv=1076646 gcd=2673335 isbn=978-1-302-95885-5 0.95 | correctly-filed copy of the same book: CV 157335 (1076646) and GCD 210149 #2 "Mutant Menace" (2673335, 116pp, ISBN 978-1-302-95885-5); our 115pp file is within 1pp

I 98235 cv=500295 gcd=1496051 isbn=978-0-7851-9898-7 0.95 | A-Force Presents v01: CV 84564 #1 (500295) and GCD 92479 #1 (1496051, 148pp, ISBN 978-0-7851-9898-7) agree by ordinal, correcting the per-file gcd pick reused across all 6 volumes; our 148pp file matches exactly
I 98236 cv=505509 gcd=1495483 isbn=978-0-7851-9899-4 0.95 | v02: CV 84564 #2 (505509) and GCD 92479 #2 (1495483, 140pp, ISBN 978-0-7851-9899-4); our 139pp file is within 1pp
I 98237 cv=512414 gcd=1527931 isbn=978-0-7851-9900-7 0.95 | v03: CV 84564 #3 (512414) and GCD 92479 #3 (1527931, 140pp, ISBN 978-0-7851-9900-7); our 136pp file is within 4pp
I 98238 cv=522421 gcd=1549588 isbn=978-0-7851-9533-7 0.95 | v04: CV 84564 #4 (522421) and GCD 92479 #4 (1549588, 140pp, ISBN 978-0-7851-9533-7); our 136pp file is within 4pp
I 98239 cv=540065 gcd=1604232 isbn=978-1-302-90193-6 0.95 | v05: CV 84564 #5 (540065) and GCD 92479 #5 (1604232, 140pp, ISBN 978-1-302-90193-6); our 138pp file is within 2pp
I 98240 cv=547266 gcd=1618872 isbn=978-1-302-90212-4 0.95 | v06: CV 84564 #6 (547266) and GCD 92479 #6 (1618872, 140pp, ISBN 978-1-302-90212-4); our 136pp file is within 4pp

I 98246 cv=668768 gcd=1802355 isbn=978-1-302-91129-4 0.95 | own record: CV 110492 issue 668768 and GCD 123959 #1 (1802355, 492pp, ISBN 978-1-302-91129-4) agree by num; our 485pp file is within 7pp

I 117942 cv=151138 gcd=562504 0.9 | duplicate rip of Vol.01 (per the shelf's own N note, same identity as item 98247): CV 25641 #1 (151138) and GCD 33433 #1 (562504, num) agree

I 12889 cv=383502 gcd=361814 isbn=1-878574-47-7 0.95 | lookup.py found the dominant file's own collected-trade record: CV 56493 "Aliens: Hive" TPB (383502) and GCD 25374 "Aliens: Hive Collection" issue 361814 (116pp, ISBN 1-878574-47-7); our 114pp file is within 2pp

I 98602 cv=217214 gcd=353346 0.95 | "v1 030" filename number matches CV 23630 #30 (217214) and GCD 23588 #30 (353346, 84pp, num); our 82pp file is within 2pp
I 98609 cv=217220 gcd=353353 0.95 | "v1 037" matches CV 23630 #37 (217220) and GCD 23588 #37 (353353, 84pp, num); our 81pp file is within 3pp
I 98614 cv=217225 gcd=353358 0.95 | "v1 042" matches CV 23630 #42 (217225) and GCD 23588 #42 (353358, 84pp, num); our 84pp file matches exactly
I 98621 cv=217233 gcd=353365 0.95 | "v1 049" matches CV 23630 #49 (217233) and GCD 23588 #49 (353365, 84pp, num); our 84pp file matches exactly
I 98624 cv=217234 gcd=353368 0.95 | "v1 052" matches CV 23630 #52 (217234) and GCD 23588 #52 (353368, 84pp, num); our 82pp file is within 2pp
I 98627 cv=217235 gcd=353371 0.95 | "v1 055" matches CV 23630 #55 (217235) and GCD 23588 #55 (353371, 84pp, num); our 85pp file is within 1pp
I 98630 cv=217305 gcd=353374 0.9 | "v1 058" matches CV 23630 #58 (217305) and GCD 23588 #58 (353374, num) by issue number, but GCD's row is 132pp against our 79pp file — a large unexplained residue, possibly a different printing
I 98636 cv=217310 gcd=353380 0.95 | "v1 064" matches CV 23630 #64 (217310) and GCD 23588 #64 (353380, 84pp, num); our 82pp file is within 2pp
I 98639 cv=217312 gcd=353383 0.95 | "v1 067" matches CV 23630 #67 (217312) and GCD 23588 #67 (353383, 84pp, num); our 84pp file matches exactly
I 98645 cv=217343 gcd=353389 0.95 | "v1 073" matches CV 23630 #73 (217343) and GCD 23588 #73 (353389, 84pp, num); our 85pp file is within 1pp
I 98648 cv=217313 gcd=353392 0.95 | "v1 076" matches CV 23630 #76 (217313) and GCD 23588 #76 (353392, 84pp, num); our 84pp file matches exactly
I 98654 cv=141651 gcd=353398 0.95 | "v1 082" filename number matches CV 23630 #82 (141651) and GCD 23588 #82 (353398, num); the shelf's own N note confirms 79-85pp files are simply the double-size numbers
I 98663 cv=217349 gcd=353407 0.95 | "v1 091" matches CV 23630 #91 (217349) and GCD 23588 #91 (353407, num); our 85pp file is consistent with the double-size shape
I 98664 cv=217350 gcd=353408 0.9 | "v1 092" matches CV 23630 #92 (217350) and GCD 23588 #92 (353408, num); our 69pp file is a normal single-size issue by the shelf's own page-count convention
I 98665 cv=217351 gcd=353409 0.9 | "v1 093" matches CV 23630 #93 (217351) and GCD 23588 #93 (353409, num); our 69pp file is a normal single-size issue by the shelf's own page-count convention

I 117925 cv=172448 gcd=2817432 0.9 | lookup.py found the run's own first trade: CV 28092 "Captain Britain and MI:13: Secret Invasion" issue 172448 and GCD 234189 #1 (2817432, no cached page count, but #2/#3 in the same series are "Hell Comes to Birmingham"/"Vampire State" by title, confirming #1 = Secret Invasion by elimination)

I 103241 cv=- gcd=1851609 isbn=978-1-302-91395-3 0.9 | lookup.py confirmed the per-file pick as the trade's own record: GCD 130422 "Darkhold: Pages from the Book of Sins - The Complete Collection" 2018 count-1 issue 1851609 (468pp, ISBN 978-1-302-91395-3); ComicVine has no volume for it; our 459pp file is within 9pp

I 99377 cv=883357 gcd=2258786 isbn=978-1-302-93113-1 0.95 | v01: CV 138726 #1 (883357) and GCD 175611 #1 (2258786, 172pp, ISBN 978-1-302-93113-1) agree by ordinal, correcting the per-file gcd pick reused on both volumes; our 166pp file is within 6pp
I 99378 cv=883358 gcd=2258787 isbn=978-1-302-93114-8 0.95 | v02: CV 138726 #2 (883358) and GCD 175611 #2 (2258787, 172pp, ISBN 978-1-302-93114-8); our 167pp file is within 5pp

I 99530 cv=888650 gcd=2266117 isbn=978-1-302-93216-9 0.95 | own record: CV 139434 issue 888650 and GCD 176487 issue 2266117 (num, 508pp, ISBN 978-1-302-93216-9) agree; our 485pp file is within 23pp

I 99995 cv=541209 gcd=1605893 isbn=978-0-7851-9577-1 0.9 | lookup.py found the trade's own record the shelf's N note said was missing: CV 92563 "Machine Man by Kirby & Ditko: The Complete Collection" TPB (541209) and GCD 104531 issue 1605893 (440pp, ISBN 978-0-7851-9577-1); our 433pp file is within 7pp

I 99626 cv=502866 gcd=1478499 isbn=978-0-7851-9905-2 0.95 | Vol.01: CV 85299 #1 (502866) and GCD 93074 #1 (1478499, 444pp, ISBN 978-0-7851-9905-2, num) agree; our 434pp file is within 10pp
I 99627 cv=555528 gcd=1641217 isbn=978-1-302-90241-4 0.95 | Vol.02: CV 85299 #2 (555528) and GCD 93074 #2 (1641217, 412pp, ISBN 978-1-302-90241-4, num) agree; our 401pp file is within 11pp
I 99628 cv=845175 gcd=2219079 isbn=978-1-302-92775-2 0.95 | Vol.03: CV 85299 #3 (845175) and GCD 93074 #3 (2219079, 412pp, ISBN 978-1-302-92775-2, num) agree; our 394pp file is within 18pp

I 100699 cv=312132 gcd=1015822 isbn=978-0-7851-6380-0 0.95 | Vol.01: CV 45310 #1 (312132) and GCD 69123 #1 (1015822, 396pp, ISBN 978-0-7851-6380-0, num) agree; our 393pp file is within 3pp
I 100700 cv=323370 gcd=1015823 isbn=978-0-7851-6381-7 0.95 | Vol.02: CV 45310 #2 (323370) and GCD 69123 #2 (1015823, 380pp, ISBN 978-0-7851-6381-7, num) agree; our 371pp file is within 9pp
I 100701 cv=341615 gcd=1015824 isbn=978-0-7851-6382-4 0.95 | Vol.03: CV 45310 #3 (341615) and GCD 69123 #3 (1015824, 380pp, ISBN 978-0-7851-6382-4, num) agree; our 373pp file is within 7pp

I 101472 cv=679414 gcd=1833409 isbn=978-1-302-91332-8 0.95 | own record: CV 112694 issue 679414 and GCD 127449 #1 "Cry Monster" (1833409, 436pp, ISBN 978-1-302-91332-8) agree despite the round2-folder method flag, matching the file's own title exactly; our 427pp file is within 9pp

N 101563 no-record | shelf's own N note: GCD holds three count-1 printings of this collection (74085/2010/176pp, 119867/2013/172pp, 143489/2019/172pp) and our 155pp 2021 digital re-release matches none closely enough to pick; ComicVine has no volume at all for the trade

I 101578 cv=429005 gcd=1181253 isbn=978-0-7851-8538-3 0.95 | Vol.01: CV 68371 #1 (429005) and GCD 79152 #1 (1181253, 468pp, ISBN 978-0-7851-8538-3, num) agree; our 433pp file is within 35pp
I 101579 cv=452017 gcd=1181254 isbn=978-0-7851-8829-2 0.95 | Vol.02: CV 68371 #2 (452017) and GCD 79152 #2 (1181254, 468pp, ISBN 978-0-7851-8829-2, num) agree; our 440pp file is within 28pp
I 101580 cv=468247 gcd=1327348 isbn=978-0-7851-8899-5 0.95 | Vol.03: CV 68371 #3 (468247) and GCD 79152 #3 (1327348, 464pp, ISBN 978-0-7851-8899-5, num) agree; our 461pp file is within 3pp

I 101756 cv=1051845 gcd=2624606 isbn=978-1-302-95676-9 0.9 | own record (identity-read): CV 157722 #1 (1051845) and GCD 211198 #1 (2624606, 752pp, ISBN 978-1-302-95676-9); our 705pp rip is smaller by stripped front/back matter, per the shelf's own N note
C 101756 cv=3008 gcd=2514 #1-29 0.9 | per the shelf's N note, this omnibus collects issues #1-29 of Micronauts (1979 Marvel, CV 3008/GCD 2514, 59 issues), the run underlying the "Original Marvel Years Omnibus" line named on this book's own I record
I 101757 cv=1070370 gcd=2656871 isbn=978-1-302-95679-0 0.9 | own record (identity-read): CV 157722 #2 (1070370) and GCD 211198 #2 (2656871, 896pp, ISBN 978-1-302-95679-0); our 849pp rip is smaller by stripped matter, per the shelf's own N note
C 101757 cv=3008 gcd=2514 #30-54 0.9 | per the shelf's N note, this omnibus collects issues #30-54 of the same Micronauts (1979) run

I 103957 cv=692298 gcd=1124037 isbn=978-0-7851-2802-1 0.9 | per-file pick confirmed by lookup.py: CV 115344 "Strange Tales" 2010 TPB/HC (692298) and GCD 75126 issue 1124037 (196pp, ISBN 978-0-7851-2802-1, dated 2010-08-18, close to CV's date); a twin GCD row 75127/1124036 (200pp) exists, capping at 0.9

I 103364 cv=221596 gcd=543218 0.95 | Vol.01: CV 33959 #1 (221596, "Abomination to Circus of Crime") matches this book's own title and GCD 32040 #1 (543218, num); per-file cv pick stamped the underlying Deluxe Edition (3497) instead
I 103365 cv=221638 gcd=543219 0.95 | Vol.02 "Clea to Gaea": CV 33959 #2 (221638) and GCD 32040 #2 (543219, num) agree by title
I 103366 cv=221629 gcd=543220 0.95 | Vol.03 "Galactus to Kang": CV 33959 #3 (221629) and GCD 32040 #3 (543220, num) agree by title
I 103367 cv=221639 gcd=543221 0.95 | Vol.04 "Karkas to Mister Fantastic": CV 33959 #4 (221639) and GCD 32040 #4 (543221, num) agree by title
I 103368 cv=221628 gcd=543222 0.95 | Vol.05 "Mister Fear to Quicksilver": CV 33959 #5 (221628) and GCD 32040 #5 (543222, num) agree by title
I 103369 cv=221640 gcd=543223 0.95 | Vol.06 "Radioactive Man to Stiltman": CV 33959 #6 (221640) and GCD 32040 #6 (543223, num) agree by title
I 103370 cv=221641 gcd=543224 0.95 | Vol.07 "Stingray to Wendigo": CV 33959 #7 (221641) and GCD 32040 #7 (543224, num) agree by title
I 118019 cv=221642 gcd=543225 0.95 | Vol.08 "Werewolf to Zzzax": CV 33959 #8 (221642) and GCD 32040 #8 (543225, num) agree by title
I 103371 cv=221700 gcd=543226 0.95 | Vol.09 "Book of the Dead - Dorma to Patriot": CV 33959 #9 (221700) and GCD 32040 #9 (543226, num) agree by title
I 103372 cv=221704 gcd=543227 0.95 | Vol.10 "Book of the Dead - Phantom Eagle to Zuras": CV 33959 #10 (221704) and GCD 32040 #10 (543227, num) agree by title

I 46000 cv=921526 gcd=2399039 isbn=978-1-64827-839-6 0.9 | this is Daisuke Igarashi's manga "Witches: The Complete Collection" (Seven Seas 2022), not the Marvel 2004 mini the shelf's S line names: CV 142801 issue 921526 and GCD 184797 issue 2399039 (ISBN 978-1-64827-839-6) agree; per-file gcd pick (a 2024 count-1 stub) was wrong
N 21750 this batch's only book (46000) is a manga in a Manga\_Daisuke Igarashi\Witches folder, not the Marvel Witches mini the shelf's S line (cv=22320/gcd=18656) names — presenting for the lead, not resolving unilaterally

I 98164 cv=- gcd=1280668 0.9 | per-file GCD pick confirmed: "v14 07" is a plain-numbered issue #7 in GCD 83678's later numbering, issue 1280668 (num) matches; ComicVine's cached issues for this volume are all date-keyed and none resolves to a specific id for this file

I 53941 cv=680741 gcd=1838385 isbn=978-1-302-91409-7 0.95 | count-1 volume's only issue: CV 112976 issue 680741 and GCD 127974 issue 1838385 (132pp, ISBN 978-1-302-91409-7); our 154pp file includes extra content per the shelf's own N note, within 22pp

I 52227 cv=978613 gcd=2509760 isbn=978-1-302-95068-2 0.95 | Vol.01: CV 148973 #1 (978613) and GCD 197958 #1 (2509760, 452pp, ISBN 978-1-302-95068-2, num) agree; our 436pp file is within 16pp
I 52228 cv=1067468 gcd=2652203 isbn=978-1-302-95631-8 0.95 | Vol.02: CV 148973 #2 (1067468) and GCD 197958 #2 (2652203, 460pp, ISBN 978-1-302-95631-8, num) agree; our 447pp file is within 13pp

I 52230 cv=906020 gcd=2298303 0.9 | Book 02: CV 136160 #2 (906020) and GCD 173438 #2 (2298303, 1040pp, twin row 2344553/isbn 978-1-302-92891-9 also exists) agree by num; our 998pp file is within 42pp
I 52231 cv=956431 gcd=2456359 isbn=978-1-302-92892-6 0.9 | Book 03: CV 136160 #3 (956431) and GCD 173438 #3 (2456359, 1016pp, ISBN 978-1-302-92892-6, twin row 2457415 also exists) agree by num; our 990pp file is within 26pp
I 52232 cv=978610 gcd=2505764 isbn=978-1-302-92894-0 0.9 | Book 04: CV 136160 #4 (978610) and GCD 173438 #4 (2505764, 1072pp, ISBN 978-1-302-92894-0, twin row 2509756 also exists) agree by num; our 1045pp file is within 27pp

I 52901 cv=937334 gcd=2274907 0.95 | this trade's own record: CV 144093 issue 937334 and GCD 158635 issue 2274907 (num), the "Complete Collection Book 04" container distinct from the underlying 46-issue Avengers run named on the shelf's own S line
I 52902 cv=1018016 gcd=2570905 0.95 | this trade's own record: CV 150431 issue 1018016 and GCD 200634 issue 2570905 (num), the "Complete Collection Book 05" container

I 52903 cv=485941 gcd=1339050 isbn=978-0-7851-9109-4 0.95 | own record (identity-read): CV 81279 v01 (485941) and GCD 88184 #1 (1339050, 332pp, ISBN 978-0-7851-9109-4); our 319pp file is within 13pp
C 52903 cv=54428 gcd=70263 #1-13 0.9 | per the shelf's N note, this volume collects #1-13 of Avengers (2013 Marvel, CV 54428/GCD 70263, 46 issues), the run in folder "07 Hickman's Avengers (2013)"
I 52904 cv=499032 gcd=1453572 isbn=978-0-7851-9708-9 0.95 | own record (identity-read): CV 81279 v02 (499032) and GCD 88184 #2 (1453572, ISBN 978-0-7851-9708-9)
C 52904 cv=54428 gcd=70263 #14-23 0.9 | collects #14-23 of the same Avengers (2013) run per the shelf's N note
I 52905 cv=513639 gcd=1531594 isbn=978-0-7851-9806-2 0.95 | own record (identity-read): CV 81279 v03 (513639) and GCD 88184 #3 (1531594, 292pp, ISBN 978-0-7851-9806-2); our 278pp file is within 14pp
C 52905 cv=54428 gcd=70263 #25-34 0.9 | collects #25-34 of the same run; the judged #24 gap is the Original Sin tie-in issue this line skips, per the shelf's own N note

I 93236 cv=1034977 gcd=2465514 isbn=978-1-302-94538-1 0.95 | lookup.py found this trade's own title-specific record: CV 155410 "Time Is the Sharpest Edge" v01 (1034977) and GCD 193837 #1 (2465514, 116pp, "Time Is the Sharpest Edge", ISBN 978-1-302-94538-1); our 113pp file is within 3pp
I 93237 cv=988160 gcd=2527823 isbn=978-1-302-94539-8 0.95 | CV 150188 "Escape From Nueva York" v02 (988160) and GCD 193837 #2 (2527823, 116pp, "Escape from Nueva York", ISBN 978-1-302-94539-8); the per-file pick reused v01's id, corrected by title; our 114pp file is within 2pp

I 53281 cv=921519 gcd=2298304 isbn=978-1-302-93198-8 0.9 | own record (identity-read): CV 142799 v05 (921519) and GCD 130433 #5 "Darker than Scarlet" (2298304, 460pp, ISBN 978-1-302-93198-8); our 454pp file is within 6pp
C 53281 cv=18494 gcd=3830 #53-64 0.9 | this Epic volume "Darker Than Scarlet" collects issues #53-64 of the retitled Avengers West Coast ongoing (CV 18494 spans the whole continuously-numbered run; GCD splits the retitle as 3830, 1989-94, #48-102)
I 53282 cv=987299 gcd=2525350 isbn=978-1-302-95101-6 0.9 | own record (identity-read): CV 150053 v06 (987299) and GCD 130433 #6 "California Screaming" (2525350, 516pp, ISBN 978-1-302-95101-6); our 505pp file is within 11pp
C 53282 cv=18494 gcd=3830 #65-82 0.9 | this Epic volume "California Screaming" collects issues #65-82 of the same continuously-numbered Avengers West Coast ongoing

I 53277 cv=686371 gcd=1851939 isbn=978-1-302-91423-3 0.95 | per-file round2-folder happened to land on the correct id: CV 113854 issue 686371 and GCD 130433 #1 "How the West Was Won" (1851939, 500pp, ISBN 978-1-302-91423-3); our 497pp file is within 3pp
I 53286 cv=686371 gcd=1851939 isbn=978-1-302-91423-3 0.95 | duplicate rip of the same 497pp book as item 53277, per the shelf's own N note; same record

I 53292 cv=558592 gcd=1649510 isbn=978-1-302-91004-4 0.9 | own record (identity-read): CV 95762 (558592) and GCD 74603 #2 "Once an Avenger" (1649510, 444pp, ISBN 978-1-302-91004-4); our 435pp file is within 9pp
C 53292 cv=2128 gcd=1571 #21-40 0.9 | per the shelf's N note this line reprints The Avengers (1963 Marvel, CV 2128/GCD 1571, ~402 issues); this volume collects #21-40
I 53293 cv=- gcd=1693496 isbn=978-1-302-90410-4 0.9 | own record (identity-read on the gcd leg): GCD 74603 #3 "Masters of Evil" (1693496, 500pp, ISBN 978-1-302-90410-4); per-file cv left unresolved (only volume 109182 named, no issue); our 495pp file is within 5pp
C 53293 cv=2128 gcd=1571 #41-56 0.9 | collects #41-56 of the same Avengers (1963) run
I 53294 cv=487419 gcd=1309964 isbn=978-0-7851-9165-0 0.9 | own record (identity-read): CV 81657 (487419) and GCD 74603 #4 "Behold... the Vision" (1309964, 460pp, ISBN 978-0-7851-9165-0); our 454pp file is within 6pp
C 53294 cv=2128 gcd=1571 #57-76 0.9 | collects #57-76 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above
I 53301 cv=1056669 gcd=2632499 isbn=978-1-302-95523-6 0.9 | own record (identity-read): CV 158268 (1056669) and GCD 74603 #11 "The Evil Reborn" (2632499, 532pp, ISBN 978-1-302-95523-6); our 527pp file is within 5pp
C 53301 cv=2128 gcd=1571 #189-209 0.9 | collects #189-209 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above
I 53303 cv=456826 gcd=1181281 isbn=978-0-7851-8894-0 0.9 | own record (identity-read): CV 75010 (456826) and GCD 74603 #17 "Judgment Day" (1181281, 468pp, ISBN 978-0-7851-8894-0, twin row 2296361 also exists); our 465pp file is within 3pp
C 53303 cv=2128 gcd=1571 #278-285 0.9 | collects #278-285 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above
I 53305 cv=981268 gcd=2511434 isbn=978-1-302-95110-8 0.9 | own record (identity-read): CV 149275 (981268) and GCD 74603 #19 "Acts of Vengeance" (2511434, 500pp, ISBN 978-1-302-95110-8); our 486pp file is within 14pp
C 53305 cv=2128 gcd=1571 #304-318 0.9 | collects #304-318 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above
I 53307 cv=662738 gcd=1790981 isbn=978-1-302-91001-3 0.9 | own record (identity-read): CV 109182 (662738) and GCD 74603 #21 "The Collection Obsession" (1790981, 500pp, ISBN 978-1-302-91001-3, twin row 2438503 also exists); our 494pp file is within 6pp
C 53307 cv=2128 gcd=1571 #334-344 0.9 | collects #334-344 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above
I 53309 cv=705913 gcd=1947768 isbn=978-1-302-91616-9 0.9 | own record (identity-read): CV 118237 (705913) and GCD 74603 #23 "Fear the Reaper" (1947768, 484pp, ISBN 978-1-302-91616-9); our 455pp file is within 29pp
C 53309 cv=2128 gcd=1571 #348-359 0.9 | collects #348-359 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above
I 53310 cv=729693 gcd=2086294 isbn=978-1-302-92063-0 0.9 | own record (identity-read): CV 123277 (729693) and GCD 74603 #24 "The Gatherers Strike!" (2086294, 492pp, ISBN 978-1-302-92063-0); our 452pp file is within 40pp
C 53310 cv=2128 gcd=1571 #360-366 0.9 | collects #360-366 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above
