# R-142: identity revisit of wave 135's split shelves (P-056 landed) + S20672. Shape: the new split-out shelves seeded from P-056's run= ids (all verified against the rip / dump issue lists), the KEPT halves re-read now that the folded runs left (most rise from 0.9 to 0.95), the join targets re-read with their newcomers, and Uncanny Avengers S20672 still holding three other runs (2015 five-issue run, the 2015-2018 run's Unity trades, 2023 covers) that each have a live shelf.
# West Coast Avengers S101396 (L-390): one run #1-102 under the chain's first record CV 3521 / GCD 3061; every AWC-era book carries its CV 18494 / GCD 3830 issue on an I line (GCD keeps #47 on 3061). Ultimate Avengers S68336: both legs number the three six-issue arcs #1-18 but our files restart at 01 per arc, so each issue file carries its true #7-18 record on an I line.
S 104140 cv=33777 gcd=50320 0.95 | New Avengers (2010-2013): CV 33777 (Marvel 2010, 35, cached #1-34 + #16.1) and GCD 50320 (Marvel 2010-2013, 35) agree on publisher, start and count; our #16.1 and #17-30 (2011-2012, Fear Itself / AvX chronology folders, 19-23pp) sit inside both, GCD 50320 being the per-file link on 15/15 files
C 52131 cv=85312 gcd=93077 #1-5 0.95 | Smack to the Future collects Spider-Man 2099 (Marvel 2015-2017, 25 issues; CV 85312 / GCD 93077) #1-5 per GCD's roll-up of row 1562566
C 52132 cv=85312 gcd=93077 #6-10 0.95 | Gods and Women collects Spider-Man 2099 (Marvel 2015-2017, 25 issues; CV 85312 / GCD 93077) #6-10 per GCD's roll-up of row 1605841
C 52134 cv=85312 gcd=93077 #17-21 0.95 | Apocalypse Soon collects Spider-Man 2099 (Marvel 2015-2017, 25 issues; CV 85312 / GCD 93077) #17-21 per GCD's roll-up of row 1730399
C 52135 cv=85312 gcd=93077 #22-25 0.95 | Back to the Future Shock collects Spider-Man 2099 (Marvel 2015-2017, 25 issues; CV 85312 / GCD 93077) #22-25 per GCD's roll-up of row 1737139
S 16131 cv=18354 gcd=4477 0.9 | Spider-Man 2099 (1992-1996): CV 18354 (Marvel 1992, 46, cached #1-46) and GCD 4477 (Marvel 1992-1996, 46) agree; our #39-46 (ComicInfo Volume 1992 x8), the Classic Vol. 01-04 trades (GCD 76211 roll-ups s4477 #1-10, #11-14, #15-22, #23-33, Vol. 02 twice), the vs. Venom 2099 trade (#34-38) and Omnibus Book 01 (s4477 #1-46) are the run and its editions; Vol. 05 left for S103767 in P-056; 0.9 for Omnibus Book 02 (the 2014 / 2015 runs, a multi-run omnibus, residue)
I 52115 cv=- gcd=1138936 isbn=- 0.95 | "Spider-Man 2099 Classic Vol. 01 (2009)" 238pp = GCD 76211 #1 issue 1138936 (244pp, reprints s4477 #1-10); CV has no Classic volume
I 52116 cv=- gcd=1138937 isbn=- 0.95 | "Spider-Man 2099 Classic Vol. 02 (2013)" 213pp = GCD 76211 #2 issue 1138937 (228pp, s4477 #11-14 + 2099 Unlimited #1-3 + Annual #1)
I 52117 cv=- gcd=1138937 isbn=- 0.95 | "Spider-Man 2099 Classic Vol. 02 (2013) (F)" 220pp = second rip of GCD 76211 #2 issue 1138937
I 52118 cv=- gcd=1314225 isbn=- 0.95 | "Spider-Man 2099 Classic Vol. 03 - The Fall Of The Hammer (2015)" 273pp = GCD 76211 #3 issue 1314225 (300pp, s4477 #15-22)
I 52119 cv=- gcd=1691804 isbn=- 0.95 | "Spider-Man 2099 Classic Vol. 04 (2017)" 286pp = GCD 76211 #4 issue 1691804 (292pp, s4477 #23-33)
I 52120 cv=706417 gcd=1950976 isbn=9781302916213 0.95 | "Spider-Man 2099 vs. Venom 2099 (2019)" 272pp = CV 118394 issue 706417 and GCD 144246 issue 1950976 (284pp, ISBN 978-1-302-91621-3, collects Spider-Man 2099 #34-38 + Special #1)
I 52136 cv=990929 gcd=2532121 isbn=- 0.95 | "Spider-Man 2099 Omnibus Book 01 (2023)" 1331pp = CV 150576 #1 issue 990929 and GCD 200653 #1 issue 2532121 (1392pp, s4477 #1-46)
I 52137 cv=1050568 gcd=2619453 isbn=- 0.95 | "Spider-Man 2099 Omnibus Book 02 (2024)" 1215pp = CV 150576 #2 issue 1050568 and GCD 200653 #2 issue 2619453 (1264pp)
C 52137 cv=85312 gcd=93077 #1-25 0.95 | Omnibus Book 02 collects Spider-Man 2099 (Marvel 2015-2017, 25 issues; CV 85312 / GCD 93077) #1-25, per GCD --collects of row 2619453
C 52137 cv=75557 gcd=81678 #1-12 0.95 | Omnibus Book 02 also collects Spider-Man 2099 (Marvel 2014-2015, 12 issues; CV 75557 / GCD 81678) #1-12, per GCD --collects of row 2619453
S 101396 cv=3521 gcd=3061 0.9 | the West Coast Avengers / Avengers West Coast run #1-102 (L-390 retitle, numbering continuous) under the chain's FIRST record: CV 3521 "West Coast Avengers" (Marvel 1985, 46, cached #1-46) and GCD 3061 (Marvel 1985-1989, 47, #1-47) agree on publisher and start; our ladder 1-102 is 3521's #1-46 plus the AWC era CV 18494 #47-102 (56) / GCD 3830 #48-102 (55), 46 + 56 = 102 with no gap; the b&w rips of #42-57 and the chronology refiles of #53-55 / #101 are second files; 0.9 for the WCA / AWC annuals #2-8 (CV 3656 / 4219, GCD 3208 / 3831), which have no annual-series shelf
N 101396 the continuation's records: Avengers West Coast #47-102 = CV 18494 (#47-102) / GCD 3830 (#48-102; GCD keeps #47 on 3061); every AWC-era book and every annual carries its own era issue on its I line below; ComicInfo Web 28581 / 31863 / 35151 on the Glorith / Marika annual rips are CV issues of 3656 / 4219 (1.0)
I 53152 cv=28581 gcd=43364 isbn=- 1.0 | "West Coast Avengers Annual 002 (1987) (digital) (Glorith-HD)" 43pp = West Coast Avengers Annual #2 = CV 3656 issue 28581 and GCD 3208 #2 issue 43364 (52pp); ComicInfo Web 28581 is that CV issue (L-136)
I 53153 cv=31863 gcd=625573 isbn=- 1.0 | "West Coast Avengers Annual 004 (1989) (digital) (Marika-Empi" 56pp = Annual #4 (1989) = CV 4219 "Avengers West Coast Annual" issue 31863 and GCD 3208 "The West Coast Avengers Annual" #4 issue 625573 (68pp); ComicInfo Web 31863 is that CV issue (L-136)
I 53154 cv=34757 gcd=50228 isbn=- 0.95 | "West Coast Avengers Annual 006 (1986) (2023) (digital-Empire" 57pp = Avengers West Coast Annual #6 (1991) = CV 4219 issue 34757 and GCD 3831 #6 issue 50228 (68pp)
I 53201 cv=108597 gcd=46613 isbn=- 0.95 | "Avengers West Coast 047 (1989) (b&w) (Bchry-DCP).cbz" 23pp = Avengers West Coast #47, the AWC era of the one run (L-390): CV 18494 #47 issue 108597 and GCD 3061 #47 (GCD keeps #47 on the West Coast Avengers record) issue 46613
I 53202 cv=109903 gcd=46720 isbn=- 0.95 | "Avengers West Coast 048 (1989) (b&w) (Bchry-DCP).cbz" 23pp = Avengers West Coast #48, the AWC era of the one run (L-390): CV 18494 #48 issue 109903 and GCD 3830 #48 issue 46720
I 53203 cv=109913 gcd=46845 isbn=- 0.95 | "Avengers West Coast 049 (1989) (b&w) (Bchry-DCP).cbz" 23pp = Avengers West Coast #49, the AWC era of the one run (L-390): CV 18494 #49 issue 109913 and GCD 3830 #49 issue 46845
I 53204 cv=114085 gcd=46964 isbn=- 0.95 | "Avengers West Coast 050 (1989) (b&w) (Bchry-DCP).cbz" 23pp = Avengers West Coast #50, the AWC era of the one run (L-390): CV 18494 #50 issue 114085 and GCD 3830 #50 issue 46964
I 53205 cv=114086 gcd=47026 isbn=- 0.95 | "Avengers West Coast 051 (1989) (b&w) (Bchry-DCP).cbz" 23pp = Avengers West Coast #51, the AWC era of the one run (L-390): CV 18494 #51 issue 114086 and GCD 3830 #51 issue 47026
I 53206 cv=114087 gcd=47112 isbn=- 0.95 | "Avengers West Coast 052 (1989) (b&w) (Bchry-DCP).cbz" 22pp = Avengers West Coast #52, the AWC era of the one run (L-390): CV 18494 #52 issue 114087 and GCD 3830 #52 issue 47112
I 53207 cv=114117 gcd=47178 isbn=- 0.95 | "Avengers West Coast 053 (1989) (b&w) (Bchry-DCP).cbz" 23pp = Avengers West Coast #53, the AWC era of the one run (L-390): CV 18494 #53 issue 114117 and GCD 3830 #53 issue 47178
I 53208 cv=114099 gcd=47465 isbn=- 0.95 | "Avengers West Coast 054 (1990) (b&w) (Bchry-DCP).cbz" 22pp = Avengers West Coast #54, the AWC era of the one run (L-390): CV 18494 #54 issue 114099 and GCD 3830 #54 issue 47465
I 53209 cv=114100 gcd=47576 isbn=- 0.95 | "Avengers West Coast 055 (1990) (b&w) (Bchry-DCP).cbz" 23pp = Avengers West Coast #55, the AWC era of the one run (L-390): CV 18494 #55 issue 114100 and GCD 3830 #55 issue 47576
I 53210 cv=114102 gcd=47690 isbn=- 0.95 | "Avengers West Coast 056 (1990) (b&w) (Bchry-DCP).cbz" 21pp = Avengers West Coast #56, the AWC era of the one run (L-390): CV 18494 #56 issue 114102 and GCD 3830 #56 issue 47690
I 53211 cv=114077 gcd=47811 isbn=- 0.95 | "Avengers West Coast 057 (1990) (b&w) (Bchry-DCP).cbz" 22pp = Avengers West Coast #57, the AWC era of the one run (L-390): CV 18494 #57 issue 114077 and GCD 3830 #57 issue 47811
I 53212 cv=30197 gcd=45120 isbn=- 0.95 | "Avengers West Coast Annual 003 (1988) (digital) (Oroboros-DC" 48pp = West Coast Avengers Annual #3 = CV 3656 issue 30197 and GCD 3208 #3 issue 45120 (68pp)
I 53213 cv=31863 gcd=625573 isbn=- 0.95 | "Avengers West Coast Annual 004 (1989) (b&w) (Bchry-DCP).cbz" 29pp = Annual #4 (1989) = CV 4219 "Avengers West Coast Annual" issue 31863 and GCD 3208 "The West Coast Avengers Annual" #4 issue 625573 (68pp)
I 53214 cv=31863 gcd=625573 isbn=- 0.95 | "Avengers West Coast Annual 004 (1989) (Digital) (AnPymGold-E" 42pp = Annual #4 (1989) = CV 4219 "Avengers West Coast Annual" issue 31863 and GCD 3208 "The West Coast Avengers Annual" #4 issue 625573 (68pp)
I 53215 cv=33189 gcd=48455 isbn=- 0.95 | "Avengers West Coast Annual 005 (1990) (Digital) (Shadowcat-E" 57pp = Avengers West Coast Annual #5 = CV 4219 issue 33189 and GCD 3831 #5 issue 48455 (68pp)
I 53216 cv=35151 gcd=50663 isbn=- 1.0 | "Avengers West Coast Annual 007 (1992) (digital) (Marika-Empi" 57pp = Avengers West Coast Annual #7 = CV 4219 issue 35151 and GCD 3831 #7 issue 50663 (64pp); ComicInfo Web 35151 is that CV issue (L-136)
I 53217 cv=36650 gcd=52337 isbn=- 0.95 | "Avengers West Coast Annual 008 (1993) (Digital) (Shadowcat-E" 52pp = Avengers West Coast Annual #8 = CV 4219 issue 36650 and GCD 3831 #8 issue 52337 (64pp)
I 53218 cv=36650 gcd=52337 isbn=- 0.95 | "Avengers West Coast Annual 008 (1993) (Digital) (Zone-Empire" 53pp = Avengers West Coast Annual #8 = CV 4219 issue 36650 and GCD 3831 #8 issue 52337 (64pp)
I 53219 cv=108597 gcd=46613 isbn=- 0.95 | "Avengers West Coast 047 (1989) (Digital) (TLK-EMPIRE-HD).cbr" 24pp = Avengers West Coast #47, the AWC era of the one run (L-390): CV 18494 #47 issue 108597 and GCD 3061 #47 (GCD keeps #47 on the West Coast Avengers record) issue 46613
I 53220 cv=109903 gcd=46720 isbn=- 0.95 | "Avengers West Coast 048 (1989) (Digital) (TLK-EMPIRE-HD).cbr" 24pp = Avengers West Coast #48, the AWC era of the one run (L-390): CV 18494 #48 issue 109903 and GCD 3830 #48 issue 46720
I 53221 cv=109913 gcd=46845 isbn=- 0.95 | "Avengers West Coast 049 (1989) (Digital) (TLK-EMPIRE-HD).cbr" 24pp = Avengers West Coast #49, the AWC era of the one run (L-390): CV 18494 #49 issue 109913 and GCD 3830 #49 issue 46845
I 53222 cv=114085 gcd=46964 isbn=- 0.95 | "Avengers West Coast 050 (1989) (Digital) (TLK-EMPIRE-HD).cbr" 24pp = Avengers West Coast #50, the AWC era of the one run (L-390): CV 18494 #50 issue 114085 and GCD 3830 #50 issue 46964
I 53223 cv=114086 gcd=47026 isbn=- 0.95 | "Avengers West Coast 051 (1989) (Digital) (TLK-EMPIRE-HD).cbr" 24pp = Avengers West Coast #51, the AWC era of the one run (L-390): CV 18494 #51 issue 114086 and GCD 3830 #51 issue 47026
I 53224 cv=114087 gcd=47112 isbn=- 0.95 | "Avengers West Coast 052 (1989) (Digital) (TLK-EMPIRE-HD).cbr" 23pp = Avengers West Coast #52, the AWC era of the one run (L-390): CV 18494 #52 issue 114087 and GCD 3830 #52 issue 47112
I 53225 cv=114117 gcd=47178 isbn=- 0.95 | "Avengers West Coast 053 (1989) (Digital) (TLK-EMPIRE-HD).cbr" 24pp = Avengers West Coast #53, the AWC era of the one run (L-390): CV 18494 #53 issue 114117 and GCD 3830 #53 issue 47178
I 53226 cv=114099 gcd=47465 isbn=- 0.95 | "Avengers West Coast 054 (1990) (Digital) (TLK-EMPIRE-HD).cbr" 23pp = Avengers West Coast #54, the AWC era of the one run (L-390): CV 18494 #54 issue 114099 and GCD 3830 #54 issue 47465
I 53227 cv=114100 gcd=47576 isbn=- 0.95 | "Avengers West Coast 055 (1990) (Digital) (TLK-EMPIRE-HD).cbr" 24pp = Avengers West Coast #55, the AWC era of the one run (L-390): CV 18494 #55 issue 114100 and GCD 3830 #55 issue 47576
I 53228 cv=114102 gcd=47690 isbn=- 0.95 | "Avengers West Coast 056 (1990) (Digital) (TLK-EMPIRE-HD).cbr" 22pp = Avengers West Coast #56, the AWC era of the one run (L-390): CV 18494 #56 issue 114102 and GCD 3830 #56 issue 47690
I 53229 cv=114077 gcd=47811 isbn=- 0.95 | "Avengers West Coast 057 (1990) (Digital) (TLK-EMPIRE-HD).cbr" 23pp = Avengers West Coast #57, the AWC era of the one run (L-390): CV 18494 #57 issue 114077 and GCD 3830 #57 issue 47811
I 53230 cv=114091 gcd=47925 isbn=- 0.95 | "Avengers West Coast 058 (1990) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #58, the AWC era of the one run (L-390): CV 18494 #58 issue 114091 and GCD 3830 #58 issue 47925
I 53231 cv=114092 gcd=48052 isbn=- 0.95 | "Avengers West Coast 059 (1990) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #59, the AWC era of the one run (L-390): CV 18494 #59 issue 114092 and GCD 3830 #59 issue 48052
I 53232 cv=114093 gcd=48192 isbn=- 0.95 | "Avengers West Coast 060 (1990) (Digital) (Zone-Empire).cbr" 24pp = Avengers West Coast #60, the AWC era of the one run (L-390): CV 18494 #60 issue 114093 and GCD 3830 #60 issue 48192
I 53233 cv=114094 gcd=48321 isbn=- 0.95 | "Avengers West Coast 061 (1990) (Digital) (Zone-Empire).cbr" 24pp = Avengers West Coast #61, the AWC era of the one run (L-390): CV 18494 #61 issue 114094 and GCD 3830 #61 issue 48321
I 53234 cv=114098 gcd=48454 isbn=- 0.95 | "Avengers West Coast 062 (1990) (Digital) (Zone-Empire).cbr" 24pp = Avengers West Coast #62, the AWC era of the one run (L-390): CV 18494 #62 issue 114098 and GCD 3830 #62 issue 48454
I 53235 cv=114103 gcd=48592 isbn=- 0.95 | "Avengers West Coast 063 (1990) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #63, the AWC era of the one run (L-390): CV 18494 #63 issue 114103 and GCD 3830 #63 issue 48592
I 53236 cv=114104 gcd=48719 isbn=- 0.95 | "Avengers West Coast 064 (1990) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #64, the AWC era of the one run (L-390): CV 18494 #64 issue 114104 and GCD 3830 #64 issue 48719
I 53237 cv=114106 gcd=48841 isbn=- 0.95 | "Avengers West Coast 065 (1990) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #65, the AWC era of the one run (L-390): CV 18494 #65 issue 114106 and GCD 3830 #65 issue 48841
I 53238 cv=114107 gcd=49118 isbn=- 0.95 | "Avengers West Coast 066 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #66, the AWC era of the one run (L-390): CV 18494 #66 issue 114107 and GCD 3830 #66 issue 49118
I 53239 cv=114108 gcd=49232 isbn=- 0.95 | "Avengers West Coast 067 (1991) (Digital) (Shadowcat-Empire)." 23pp = Avengers West Coast #67, the AWC era of the one run (L-390): CV 18494 #67 issue 114108 and GCD 3830 #67 issue 49232
I 53240 cv=114116 gcd=49360 isbn=- 0.95 | "Avengers West Coast 068 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #68, the AWC era of the one run (L-390): CV 18494 #68 issue 114116 and GCD 3830 #68 issue 49360
I 53241 cv=114151 gcd=49476 isbn=- 0.95 | "Avengers West Coast 069 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #69, the AWC era of the one run (L-390): CV 18494 #69 issue 114151 and GCD 3830 #69 issue 49476
I 53242 cv=114152 gcd=49595 isbn=- 0.95 | "Avengers West Coast 070 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #70, the AWC era of the one run (L-390): CV 18494 #70 issue 114152 and GCD 3830 #70 issue 49595
I 53243 cv=114154 gcd=49704 isbn=- 0.95 | "Avengers West Coast 071 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #71, the AWC era of the one run (L-390): CV 18494 #71 issue 114154 and GCD 3830 #71 issue 49704
I 53244 cv=114156 gcd=49833 isbn=- 0.95 | "Avengers West Coast 072 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #72, the AWC era of the one run (L-390): CV 18494 #72 issue 114156 and GCD 3830 #72 issue 49833
