# R-138: identity revisit of wave 131's split shelves (Star Wars 2015 trades S100013, the Star Wars 1977 remnant S16641) and the West Coast Avengers / Avengers West Coast chain (L-390 lead ruling: one run, survivor S101396 stores the chain's FIRST record CV 3521 / GCD 3061; S1629's 79 books join it, each carrying its own AWC-era record on an I line; annuals of either era are residue, L-369)
S 100013 cv=79398 gcd=85861 0.95 | Marvel's 2015-2020 Star Wars ongoing: the thirteen Kileko trades Vol. 01-13 carry judged ranges #1-6 ... #73-75 tiling #1-75, and GCD's own roll-ups on every trade (s85861 #1-6, #7-12, #15-19 ... #73-75) name GCD 85861 "Star Wars" (Marvel 2015-2020, 75); CV 79398 "Star Wars" (Marvel 2015, 75 cached, #1-75) agrees on publisher, year and count; the per-file CV 2914 on 13 files is the 1977 title stamp; the 1pp Skottie Young cover of #1 is residue that costs nothing
I 104175 cv=710117 gcd=1970818 isbn=- 0.95 | "Star Wars 108 (2019)" 48pp is Star Wars #108 (2019): CV 2914 issue 710117 "Forever Crimson" and GCD 146179 one-shot issue 1970818 (56pp, 2019-05-29), ComicInfo Volume 2019
I 104174 cv=22721 gcd=36977 isbn=- 0.95 | "Star Wars Annual 003 (1983)" 41pp is Star Wars Annual #3 (1983) "The Apprentice": CV 3013 issue 22721 (Marvel 1979, 3) and GCD 2519 issue 36977 (52pp)
I 104172 cv=729665 gcd=2045231 isbn=- 0.95 | "Star Wars - Facsimile Edition 001 (2020)" 36pp = Star Wars No 1 Facsimile Edition: CV 123267 issue 729665 and GCD 153348 issue 2045231 (36pp, 2019-12-04), page count exact
I 83086 cv=729665 gcd=2045231 isbn=- 0.95 | "Star Wars 001 - Facsimile Edition (1977)" 36pp in _Marvel Facsimile Editions is the same 2019 facsimile of #1: CV 123267 issue 729665 / GCD 153348 issue 2045231 (36pp), page count exact
S 101396 cv=3521 gcd=3061 0.9 | the West Coast Avengers / Avengers West Coast run (L-390, L-212 retitle, numbering continuous): CV 3521 "West Coast Avengers" (Marvel 1985, 46, cached #1-46) and GCD 3061 (Marvel 1985-1989, 47) agree on publisher, start and span and are the chain's FIRST record (L-369); our ladder 1-46 fills CV 3521, and S1629's #47-102 join here as the continuation; 0.9 for the WCA / AWC annuals on the shelf (residue, own series)
N 101396 the continuation's records: Avengers West Coast is CV 18494 (Marvel 1989, 56, #47-102) and GCD 3830 (Marvel 1989-1994, 55, #48-102; GCD files #47 as the last issue of 3061); every AWC book carries its era record on its I line
N 101396 annuals are residue (L-369): West Coast Avengers Annual = CV 3656 (#1-3) / GCD 3208 (#1-4); Avengers West Coast Annual = CV 4219 (#4-8) / GCD 3831 (#5-8) — the providers split the annuals at #4 differently
I 53152 cv=28581 gcd=43364 isbn=- 1.0 | "West Coast Avengers Annual 002 (1987)" Glorith-HD 43pp: ComicInfo Web 28581 is CV 3656 issue #2 "Death and Texas" (L-136), GCD 3208 issue 43364 #2 (52pp)
I 53153 cv=31863 gcd=625573 isbn=- 1.0 | "West Coast Avengers Annual 004 (1989)" Marika 56pp: ComicInfo Web 31863 is CV 4219 issue #4 "Gather Now Ye Seven Brides" (L-136); GCD files #4 in 3208 as issue 625573 (68pp)
I 53154 cv=34757 gcd=50228 isbn=- 0.9 | "West Coast Avengers Annual 006 (1986) (2023)" 57pp: annual #6 exists only as Avengers West Coast Annual #6 (1991), CV 4219 issue 34757 / GCD 3831 issue 50228 (68pp); the "(1986)" is the annual line's start year, not the issue's
I 87242 cv=30197 gcd=45120 isbn=- 0.9 | "009 West Coast Avengers Annual 003 (1988)" 47pp is a chronology excerpt (partial rip) of WCA Annual #3: CV 3656 issue 30197, GCD 3208 issue 45120 (68pp)
I 87357 cv=31863 gcd=625573 isbn=- 0.9 | "012 West Coast Avengers Annual 004 (1989)" 31pp is a chronology excerpt (partial rip) of Annual #4 (Atlantis Attacks): CV 4219 issue 31863, GCD 3208 issue 625573 (68pp)
S 1629 cv=18494 gcd=3830 0.9 | as read: Avengers West Coast (1989-1994) #47-102: CV 18494 (Marvel 1989, 56, cached #47-102) and GCD 3830 (Marvel 1989-1994, 55, #48-102) agree on publisher, span and count; our ladder 47-102 fills the cached span exactly, colour + b&w rips of #47-57 and chronology refiles are one comic, two files; 0.9 for the annuals #3-8 (residue)
F 1629 split-needed | items -> join S101396 — all 79 books (issues #47-102 and the annuals #3-8) are the continuation of West Coast Avengers #1-46 (S101396, CV 3521 / GCD 3061): same publisher, numbering continues at #47 without a restart, L-390 lead ruling = ONE run under the chain's first record; the shelf empties by the join and each book keeps its AWC era record on its I line
I 53212 cv=30197 gcd=45120 isbn=- 0.95 | "Avengers West Coast Annual 003 (1988)" 48pp is West Coast Avengers Annual #3 (1988): CV 3656 issue 30197 "Heads You Lose, Tails You Win" and GCD 3208 issue 45120 (68pp)
I 53214 cv=31863 gcd=625573 isbn=- 0.95 | "Avengers West Coast Annual 004 (1989)" 42pp digital = Annual #4 (1989): CV 4219 issue 31863 (the AWC annual volume), GCD 3208 issue 625573 (GCD keeps #4 under the WCA annual)
I 53213 cv=31863 gcd=625573 isbn=- 0.95 | "Avengers West Coast Annual 004 (1989) (b&w)" 29pp is a b&w rip of Annual #4: CV 4219 issue 31863, GCD 3208 issue 625573
I 53215 cv=33189 gcd=48455 isbn=- 0.95 | "Avengers West Coast Annual 005 (1990)" 57pp = CV 4219 issue 33189 "The Terminus Factor (Part 4)" and GCD 3831 issue 48455 (68pp)
I 53216 cv=35151 gcd=50663 isbn=- 1.0 | "Avengers West Coast Annual 007 (1992)" Marika 57pp: ComicInfo Web 35151 is CV 4219 issue #7 (L-136) and GCD 3831 issue 50663 (64pp), Count 7 on the ComicInfo
I 53217 cv=36650 gcd=52337 isbn=- 0.95 | "Avengers West Coast Annual 008 (1993)" 52pp = CV 4219 issue 36650 "If Volcanic Winter Comes" and GCD 3831 issue 52337 (64pp)
I 53218 cv=36650 gcd=52337 isbn=- 0.95 | "Avengers West Coast Annual 008 (1993) (Zone)" 53pp is a second rip of Annual #8: CV 4219 issue 36650, GCD 3831 issue 52337
I 53201 cv=108597 gcd=46613 isbn=- 0.95 | "Avengers West Coast 047 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #47: CV 18494 issue 108597 and GCD 3061 (GCD files #47 as the last West Coast Avengers issue) issue 46613, the AWC era record of the one WCA/AWC run
I 53202 cv=109903 gcd=46720 isbn=- 0.95 | "Avengers West Coast 048 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #48: CV 18494 issue 109903 and GCD 3830 issue 46720, the AWC era record of the one WCA/AWC run
I 53203 cv=109913 gcd=46845 isbn=- 0.95 | "Avengers West Coast 049 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #49: CV 18494 issue 109913 and GCD 3830 issue 46845, the AWC era record of the one WCA/AWC run
I 53204 cv=114085 gcd=46964 isbn=- 0.95 | "Avengers West Coast 050 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #50: CV 18494 issue 114085 and GCD 3830 issue 46964, the AWC era record of the one WCA/AWC run
I 53205 cv=114086 gcd=47026 isbn=- 0.95 | "Avengers West Coast 051 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #51: CV 18494 issue 114086 and GCD 3830 issue 47026, the AWC era record of the one WCA/AWC run
I 53206 cv=114087 gcd=47112 isbn=- 0.95 | "Avengers West Coast 052 (1989) (b&w) (Bchry-DCP).cbz" (22pp) is Avengers West Coast #52: CV 18494 issue 114087 and GCD 3830 issue 47112, the AWC era record of the one WCA/AWC run
I 53207 cv=114117 gcd=47178 isbn=- 0.95 | "Avengers West Coast 053 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #53: CV 18494 issue 114117 and GCD 3830 issue 47178, the AWC era record of the one WCA/AWC run
I 53208 cv=114099 gcd=47465 isbn=- 0.95 | "Avengers West Coast 054 (1990) (b&w) (Bchry-DCP).cbz" (22pp) is Avengers West Coast #54: CV 18494 issue 114099 and GCD 3830 issue 47465, the AWC era record of the one WCA/AWC run
I 53209 cv=114100 gcd=47576 isbn=- 0.95 | "Avengers West Coast 055 (1990) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #55: CV 18494 issue 114100 and GCD 3830 issue 47576, the AWC era record of the one WCA/AWC run
I 53210 cv=114102 gcd=47690 isbn=- 0.95 | "Avengers West Coast 056 (1990) (b&w) (Bchry-DCP).cbz" (21pp) is Avengers West Coast #56: CV 18494 issue 114102 and GCD 3830 issue 47690, the AWC era record of the one WCA/AWC run
I 53211 cv=114077 gcd=47811 isbn=- 0.95 | "Avengers West Coast 057 (1990) (b&w) (Bchry-DCP).cbz" (22pp) is Avengers West Coast #57: CV 18494 issue 114077 and GCD 3830 issue 47811, the AWC era record of the one WCA/AWC run
I 53219 cv=108597 gcd=46613 isbn=- 0.95 | "Avengers West Coast 047 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #47: CV 18494 issue 108597 and GCD 3061 (GCD files #47 as the last West Coast Avengers issue) issue 46613, the AWC era record of the one WCA/AWC run
I 53220 cv=109903 gcd=46720 isbn=- 0.95 | "Avengers West Coast 048 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #48: CV 18494 issue 109903 and GCD 3830 issue 46720, the AWC era record of the one WCA/AWC run
I 53221 cv=109913 gcd=46845 isbn=- 0.95 | "Avengers West Coast 049 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #49: CV 18494 issue 109913 and GCD 3830 issue 46845, the AWC era record of the one WCA/AWC run
I 53222 cv=114085 gcd=46964 isbn=- 0.95 | "Avengers West Coast 050 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #50: CV 18494 issue 114085 and GCD 3830 issue 46964, the AWC era record of the one WCA/AWC run
I 53223 cv=114086 gcd=47026 isbn=- 0.95 | "Avengers West Coast 051 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #51: CV 18494 issue 114086 and GCD 3830 issue 47026, the AWC era record of the one WCA/AWC run
I 53224 cv=114087 gcd=47112 isbn=- 0.95 | "Avengers West Coast 052 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #52: CV 18494 issue 114087 and GCD 3830 issue 47112, the AWC era record of the one WCA/AWC run
I 53225 cv=114117 gcd=47178 isbn=- 0.95 | "Avengers West Coast 053 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #53: CV 18494 issue 114117 and GCD 3830 issue 47178, the AWC era record of the one WCA/AWC run
I 53226 cv=114099 gcd=47465 isbn=- 0.95 | "Avengers West Coast 054 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #54: CV 18494 issue 114099 and GCD 3830 issue 47465, the AWC era record of the one WCA/AWC run
I 53227 cv=114100 gcd=47576 isbn=- 0.95 | "Avengers West Coast 055 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #55: CV 18494 issue 114100 and GCD 3830 issue 47576, the AWC era record of the one WCA/AWC run
I 53228 cv=114102 gcd=47690 isbn=- 0.95 | "Avengers West Coast 056 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (22pp) is Avengers West Coast #56: CV 18494 issue 114102 and GCD 3830 issue 47690, the AWC era record of the one WCA/AWC run
I 53229 cv=114077 gcd=47811 isbn=- 0.95 | "Avengers West Coast 057 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #57: CV 18494 issue 114077 and GCD 3830 issue 47811, the AWC era record of the one WCA/AWC run
I 53230 cv=114091 gcd=47925 isbn=- 0.95 | "Avengers West Coast 058 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #58: CV 18494 issue 114091 and GCD 3830 issue 47925, the AWC era record of the one WCA/AWC run
I 53231 cv=114092 gcd=48052 isbn=- 0.95 | "Avengers West Coast 059 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #59: CV 18494 issue 114092 and GCD 3830 issue 48052, the AWC era record of the one WCA/AWC run
I 53232 cv=114093 gcd=48192 isbn=- 0.95 | "Avengers West Coast 060 (1990) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #60: CV 18494 issue 114093 and GCD 3830 issue 48192, the AWC era record of the one WCA/AWC run
I 53233 cv=114094 gcd=48321 isbn=- 0.95 | "Avengers West Coast 061 (1990) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #61: CV 18494 issue 114094 and GCD 3830 issue 48321, the AWC era record of the one WCA/AWC run
I 53234 cv=114098 gcd=48454 isbn=- 0.95 | "Avengers West Coast 062 (1990) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #62: CV 18494 issue 114098 and GCD 3830 issue 48454, the AWC era record of the one WCA/AWC run
I 53235 cv=114103 gcd=48592 isbn=- 0.95 | "Avengers West Coast 063 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #63: CV 18494 issue 114103 and GCD 3830 issue 48592, the AWC era record of the one WCA/AWC run
I 53236 cv=114104 gcd=48719 isbn=- 0.95 | "Avengers West Coast 064 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #64: CV 18494 issue 114104 and GCD 3830 issue 48719, the AWC era record of the one WCA/AWC run
I 53237 cv=114106 gcd=48841 isbn=- 0.95 | "Avengers West Coast 065 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #65: CV 18494 issue 114106 and GCD 3830 issue 48841, the AWC era record of the one WCA/AWC run
I 53238 cv=114107 gcd=49118 isbn=- 0.95 | "Avengers West Coast 066 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #66: CV 18494 issue 114107 and GCD 3830 issue 49118, the AWC era record of the one WCA/AWC run
I 53239 cv=114108 gcd=49232 isbn=- 0.95 | "Avengers West Coast 067 (1991) (Digital) (Shadowcat-Empire).cbz" (23pp) is Avengers West Coast #67: CV 18494 issue 114108 and GCD 3830 issue 49232, the AWC era record of the one WCA/AWC run
I 53240 cv=114116 gcd=49360 isbn=- 0.95 | "Avengers West Coast 068 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #68: CV 18494 issue 114116 and GCD 3830 issue 49360, the AWC era record of the one WCA/AWC run
I 53241 cv=114151 gcd=49476 isbn=- 0.95 | "Avengers West Coast 069 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #69: CV 18494 issue 114151 and GCD 3830 issue 49476, the AWC era record of the one WCA/AWC run
I 53242 cv=114152 gcd=49595 isbn=- 0.95 | "Avengers West Coast 070 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #70: CV 18494 issue 114152 and GCD 3830 issue 49595, the AWC era record of the one WCA/AWC run
I 53243 cv=114154 gcd=49704 isbn=- 0.95 | "Avengers West Coast 071 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #71: CV 18494 issue 114154 and GCD 3830 issue 49704, the AWC era record of the one WCA/AWC run
I 53244 cv=114156 gcd=49833 isbn=- 0.95 | "Avengers West Coast 072 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #72: CV 18494 issue 114156 and GCD 3830 issue 49833, the AWC era record of the one WCA/AWC run
I 53245 cv=114159 gcd=49965 isbn=- 0.95 | "Avengers West Coast 073 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #73: CV 18494 issue 114159 and GCD 3830 issue 49965, the AWC era record of the one WCA/AWC run
I 53246 cv=114160 gcd=50096 isbn=- 0.95 | "Avengers West Coast 074 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #74: CV 18494 issue 114160 and GCD 3830 issue 50096, the AWC era record of the one WCA/AWC run
I 53247 cv=109918 gcd=50227 isbn=- 0.95 | "Avengers West Coast 075 (1991) (Digital) (Shadowcat-Empire).cbz" (40pp) is Avengers West Coast #75: CV 18494 issue 109918 and GCD 3830 issue 50227, the AWC era record of the one WCA/AWC run
I 53248 cv=114161 gcd=50357 isbn=- 0.95 | "Avengers West Coast 076 (1989) (digital).cbz" (23pp) is Avengers West Coast #76: CV 18494 issue 114161 and GCD 3830 issue 50357, the AWC era record of the one WCA/AWC run
I 53249 cv=114172 gcd=50489 isbn=- 0.95 | "Avengers West Coast 077 (1989) (digital).cbz" (23pp) is Avengers West Coast #77: CV 18494 issue 114172 and GCD 3830 issue 50489, the AWC era record of the one WCA/AWC run
I 53250 cv=114173 gcd=50777 isbn=- 0.95 | "Avengers West Coast 078 (1989) (digital).cbz" (23pp) is Avengers West Coast #78: CV 18494 issue 114173 and GCD 3830 issue 50777, the AWC era record of the one WCA/AWC run
I 53251 cv=114174 gcd=50895 isbn=- 0.95 | "Avengers West Coast 079 (1989) (digital).cbz" (23pp) is Avengers West Coast #79: CV 18494 issue 114174 and GCD 3830 issue 50895, the AWC era record of the one WCA/AWC run
I 53252 cv=114272 gcd=51014 isbn=- 0.95 | "Avengers West Coast 080 (1992) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #80: CV 18494 issue 114272 and GCD 3830 issue 51014, the AWC era record of the one WCA/AWC run
I 53253 cv=114273 gcd=51128 isbn=- 0.95 | "Avengers West Coast 081 (1992) (Digital) (Zone-Empire).cbr" (23pp) is Avengers West Coast #81: CV 18494 issue 114273 and GCD 3830 issue 51128, the AWC era record of the one WCA/AWC run
I 53254 cv=114274 gcd=51243 isbn=- 0.95 | "Avengers West Coast 082 (1992) (Digital) (Zone-Empire).cbr" (22pp) is Avengers West Coast #82: CV 18494 issue 114274 and GCD 3830 issue 51243, the AWC era record of the one WCA/AWC run
I 53255 cv=114275 gcd=51359 isbn=- 0.95 | "Avengers West Coast 083 (1992).cbr" (24pp) is Avengers West Coast #83: CV 18494 issue 114275 and GCD 3830 issue 51359, the AWC era record of the one WCA/AWC run
I 53256 cv=114276 gcd=51497 isbn=- 0.95 | "Avengers West Coast 084 (1992).cbr" (23pp) is Avengers West Coast #84: CV 18494 issue 114276 and GCD 3830 issue 51497, the AWC era record of the one WCA/AWC run
I 53257 cv=114277 gcd=51627 isbn=- 0.95 | "Avengers West Coast 085 (1992).cbr" (23pp) is Avengers West Coast #85: CV 18494 issue 114277 and GCD 3830 issue 51627, the AWC era record of the one WCA/AWC run
I 53258 cv=114278 gcd=51765 isbn=- 0.95 | "Avengers West Coast 086 (1992).cbr" (23pp) is Avengers West Coast #86: CV 18494 issue 114278 and GCD 3830 issue 51765, the AWC era record of the one WCA/AWC run
I 53259 cv=114279 gcd=51901 isbn=- 0.95 | "Avengers West Coast 087 (1992).cbr" (23pp) is Avengers West Coast #87: CV 18494 issue 114279 and GCD 3830 issue 51901, the AWC era record of the one WCA/AWC run
I 53260 cv=114282 gcd=52040 isbn=- 0.95 | "Avengers West Coast 088 (1992).cbr" (23pp) is Avengers West Coast #88: CV 18494 issue 114282 and GCD 3830 issue 52040, the AWC era record of the one WCA/AWC run
I 53261 cv=114284 gcd=52173 isbn=- 0.95 | "Avengers West Coast 089 (1992) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #89: CV 18494 issue 114284 and GCD 3830 issue 52173, the AWC era record of the one WCA/AWC run
I 53262 cv=114281 gcd=52444 isbn=- 0.95 | "Avengers West Coast 090 (1993) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #90: CV 18494 issue 114281 and GCD 3830 issue 52444, the AWC era record of the one WCA/AWC run
I 53263 cv=114280 gcd=52569 isbn=- 0.95 | "Avengers West Coast 091 (1993) (Digital) (Zone-Empire).cbr" (23pp) is Avengers West Coast #91: CV 18494 issue 114280 and GCD 3830 issue 52569, the AWC era record of the one WCA/AWC run
I 53264 cv=114285 gcd=52693 isbn=- 0.95 | "Avengers West Coast 092 (1993) (Digital) (AnHeroGold-Empire).cbz" (22pp) is Avengers West Coast #92: CV 18494 issue 114285 and GCD 3830 issue 52693, the AWC era record of the one WCA/AWC run
I 53265 cv=114286 gcd=52827 isbn=- 0.95 | "Avengers West Coast 093 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #93: CV 18494 issue 114286 and GCD 3830 issue 52827, the AWC era record of the one WCA/AWC run
I 53266 cv=114287 gcd=52976 isbn=- 0.95 | "Avengers West Coast 094 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #94: CV 18494 issue 114287 and GCD 3830 issue 52976, the AWC era record of the one WCA/AWC run
I 53267 cv=114289 gcd=53133 isbn=- 0.95 | "Avengers West Coast 095 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #95: CV 18494 issue 114289 and GCD 3830 issue 53133, the AWC era record of the one WCA/AWC run
