# R-132 — triaged 0.9 tier re-read: 34 shelves, eight manga / Markosia shelves and 26 Marvel (Star Wars + #MARVEL CURRENT ONGOING TITLES) shelves, each already carrying an older 0.9 line. Most re-reads confirm the run and add the missing I lines; several correct a stored GCD leg that was the TRADE line or a foreign edition (Carnage 211796, Immortal Thor 210015, Incredible Hulk 207950, Star Wars 2020 174003, Kanan 93597, Scarlet Witch 203412, Daredevil 207588 [fr]) and find run CV ids the older lines lacked (Avengers 2023 150431, Incredible Hulk 2023 151522, Star Wars 2020 123860, Kanan 81088).
# Folder conventions: "#MARVEL CURRENT ONGOING TITLES\<Title> vN (<year>)" holds the run's issue files, its "by <creator> Vol. NN" trades and a "Variant Covers" subfolder of 1pp MikeNY76 packs — the packs cost nothing, but they are also where other runs' covers leak in (2018 ASM, 2022 Daredevil, 2018 Avengers covers sit in the 2022/2023 folders by title alone). "Annuals and Specials" subfolders put the run's annual on the shelf: residue, 0.9.
# Surprises: the Star Wars shelf S16641 is 207 Star Wars Insider magazine issues + 11 Best of Star Wars Insider books with NO record in either catalog, filed under the 1977 Marvel run's ids; Ranma 1/2's 38 files match no English edition's count.

# --- S9520 Inuyasha (VIZBIG)
S 9520 cv=47016 gcd=44427 0.95 | CV 47016 "Inuyasha" (Viz 2009, 18, #1 2009-11 … #18 2014-01) and GCD 44427 "InuYasha (Vizbig Edition)" (Viz 2009-2014, 18 rows, #3 2010-05-12 … #18 2014-02-19) agree on publisher, span and count, and our eighteen "COL Inuyasha v01-v18 (VIZBIG Edition)" dated 2009-2014 fill both exactly; the older line's "GCD indexes no Viz Inuyasha" missed 44427 (the dump files it with the "(Vizbig Edition)" suffix)
I 46063 cv=323477 gcd=1161394 isbn=978-1-4215-3289-9 0.95 | "COL Inuyasha v10 (2012) (VIZBIG Edition)" = CV 47016 #10 issue 323477 (2012-02-01) and GCD 44427 #10 row 1161394 (2012-02-15, ISBN 978-1-4215-3289-9)
I 46064 cv=335161 gcd=1161397 isbn=978-1-4215-3290-5 0.95 | "COL Inuyasha v11 (2012) (VIZBIG Edition)" = CV 47016 #11 issue 335161 (2012-05-01) and GCD 44427 #11 row 1161397 (2012-05-16, ISBN 978-1-4215-3290-5)
I 46065 cv=350962 gcd=1161399 isbn=978-1-4215-3291-2 0.95 | "COL Inuyasha v12 (2012) (VIZBIG Edition)" = CV 47016 #12 issue 350962 (2012-08-01) and GCD 44427 #12 row 1161399 (2012-08-15, ISBN 978-1-4215-3291-2)
I 46066 cv=367870 gcd=1161485 isbn=9781421532929 0.95 | "COL Inuyasha v13 (2012) (VIZBIG Edition)" = CV 47016 #13 issue 367870 (2012-11-01) and GCD 44427 #13 row 1161485 (2012-11-21, ISBN 9781421532929)
I 46067 cv=386184 gcd=1162853 isbn=978-1-4215-3293-6 0.95 | "COL Inuyasha v14 (2013) (VIZBIG Edition)" = CV 47016 #14 issue 386184 (2013-02-01) and GCD 44427 #14 row 1162853 (2013-02-13, ISBN 978-1-4215-3293-6)
I 46068 cv=402344 gcd=1162855 isbn=978-1-4215-3294-3 0.95 | "COL Inuyasha v15 (2013) (VIZBIG Edition)" = CV 47016 #15 issue 402344 (2013-05-01) and GCD 44427 #15 row 1162855 (2013-05-15, ISBN 978-1-4215-3294-3)
I 46069 cv=421747 gcd=1162856 isbn=9781421532950 0.95 | "COL Inuyasha v16 (2013) (VIZBIG Edition)" = CV 47016 #16 issue 421747 (2013-08-01) and GCD 44427 #16 row 1162856 (2013-08-21, ISBN 9781421532950)
I 46070 cv=433247 gcd=1162870 isbn=9781421532967 0.95 | "COL Inuyasha v17 (2013) (VIZBIG Edition)" 744pp = CV 47016 #17 issue 433247 (2013-11-01) and GCD 44427 #17 row 1162870 (2013-11-20, ISBN 9781421532967)
I 46071 cv=444051 gcd=1180369 isbn=978-1-4215-3297-4 0.95 | "COL Inuyasha v18 (2014) (VIZBIG Edition)" 756pp = CV 47016 #18 issue 444051 (2014-01-01) and GCD 44427 #18 row 1180369 (2014-02-19, ISBN 978-1-4215-3297-4)

# --- S14385 Ranma 1/2
R 14385 | thirty-eight "COL Ranma 1-2 v01-v38" files at 178-194pp (v01 "(Color)" 137pp) match no English edition's count: the stored CV 83282 / GCD 23463 is Viz's 21-volume first edition (GCD #1 is 308pp against our 137pp v01, #2 228pp against 194pp) and the ladder runs to v38, past the count — the cheapest mis-link test; Viz's complete English line CV 26409 / GCD 17651 has 36 volumes; the only 38-volume records are Shogakukan's Japanese original (CV 101732 / GCD 161712) and the Glénat / Egmont / JBC translations (135037, 42021, 149167). The filename years copy Viz's release years (v01-v21 = the first edition's 1993-2003 dates, v22-v36 = the 2003-2006 second edition's, v37-v38 "2007" exist in no Viz edition), so the files look like Viz's translation re-cut to the Japanese 38-volume division — no record describes that
F 14385 wrong-cv-link | stored CV 83282 "Ranma 1/2" (Viz 1993, 21) cannot hold a v01-v38 ladder; GCD 23463 is its counterpart and fails the same way
F 14385 needs-web | which edition is a 38-volume English Ranma 1/2 with a 137pp colour v01 and ~182-194pp volumes dated 1993-2007 — Viz's (26409, 36 volumes) re-cut by a scanner, or a fan translation of Shogakukan's 38 (101732)? Only a look inside v01/v22 decides the record

# --- S17453 Tekkonkinkreet: Black & White
S 17453 cv=65009 gcd=44263 0.95 | the run wins: our one 622pp "COL TEKKONKINKREET - Black & White Omnibus (2007)" in Manga\_Taiyo Matsumoto\Tekkon Kinkreet (1998) is the all-in-one edition of Viz's three-volume Black & White, CV 65009 (Viz 1998, 3: Vol. 1 1998-10, Vol. 2 1999-10, Vol. 3 2000-04) and GCD 44263 (Viz 1998-2000, 3 rows) agreeing on publisher, years and count; the run's own omnibus beside it costs nothing (one comic, two editions)
N 17453 the judged #0-33 is the manga's chapter count, not the three-volume run's numbering; no C line. GCD 44262 (Viz 1999-2000, 5, 44pp) is the monthly comic-format printing, not the volumes
I 40491 cv=260648 gcd=1935915 isbn=978-1-4215-1867-1 0.95 | "COL TEKKONKINKREET - Black & White Omnibus (2007)" 622pp = CV 38840 "Tekkonkinkreet: Black & White" (Viz 2007, 1) issue 260648 "All in One" (2007-09-01) and GCD 142275 "Tekkonkinkreet: Black & White (All-In-One)" row 1935915 (2007-09-25, ISBN 978-1-4215-1867-1)

# --- S102884 Zero (Taiyo Matsumoto)
S 102884 cv=58139 gcd=- 0.9 | Matsumoto's boxing manga: "COL ZERO vol1/vol2" (225/220pp) in Manga\_Taiyo Matsumoto\Zero (1991) are the two Shogakukan volumes; CV 58139 "Zero" (Shogakukan 1991, count 1, issue 1119754 dated 1991-05) is the only record — one leg plus our folder's author and year, 0.9 because the CV volume holds one of the two books and vol2's own record is not in our data
F 102884 provider-missing | GCD has no series for Matsumoto's Zero ("Zero" --year 1990: 0 GCD hits); its 79173 (per-file, round2-series ⚠) is the Image "Zero" trade line
N 102884 the packet's "GCD says" row 1181306 (Zero (2013) #1-5) is the Image comic's trade stamped on item 40494 — another book, void; no English edition of Matsumoto's Zero exists in either catalog, so the Japanese record is the book's own
I 40494 cv=1119754 gcd=- isbn=- 0.9 | "COL ZERO vol1.cbr" 225pp = CV 58139 #1 issue 1119754 (Shogakukan, 1991-05-01), the only volume CV caches; no GCD record

# --- S21392 Weekly Shonen Jump
S 21392 cv=67887 gcd=- 0.9 | CV 67887 "Weekly Shonen Jump" (Viz 2013, 297 weekly issues numbered by date #20130121-#20181210) is the English digital magazine our 98 files are: "Weekly Shonen Jump - No. 01 … 52 (2014)" (170-303pp) in the 2014 folder and "Vol. 181-234" HorribleScans rips in the 2015 / 2016 folders; one leg plus our folders' years; CV 43519 (Shueisha 1968, per-file on 11 files) is the Japanese magazine
F 21392 provider-missing | the GCD dump indexes Viz's earlier monthly "Shonen Jump" (30636, 2003-2012) but no row for the 2012- weekly digital magazine ("Weekly Shonen Jump" --contains: 0 series)
N 21392 label-ambiguous flag #528 (item 41293): right — "Vol. 181-234" are weekly magazine issues under the ripper's running count, not collections; the shelf identity does not change

# --- S22940 ne0;lation
S 22940 cv=125937 gcd=- 0.9 | one leg plus our own count and years: CV 125937 "ne0;lation" (Viz 2020, 3: #1 2020-03-24, #2 2020-05-27, #3 2020-07-29) is exactly our three "COL ne0;lation v01-v03 (2020)" danke-Empire volumes (judged #1-19); CV 118037 is Shueisha's Japanese original — the English Viz record is the book's own (L-385 language check)
F 22940 provider-missing | the GCD dump has no "ne0;lation" row in any language
I 43702 cv=743188 gcd=- isbn=- 0.9 | "COL ne0;lation v01 (2020)" 184pp = CV 125937 #1 issue 743188 "The Evil Wizard" (2020-03-24) by ordinal and year; no GCD record
I 43703 cv=763602 gcd=- isbn=- 0.9 | "COL ne0;lation v02 (2020)" 185pp = CV 125937 #2 issue 763602 "ne0 vs. Gevaudan" (2020-05-27) by ordinal and year; no GCD record
I 43704 cv=783227 gcd=- isbn=- 0.9 | "COL ne0;lation v03 (2020)" 211pp = CV 125937 #3 issue 783227 "People Outside the Internet" (2020-07-29) by ordinal and year; no GCD record

# --- S22969 Your Name.
R 22969 | two co-equal Yen Press manga, two books each: "your name. v01/v02 (2017)" = CV 102227 "Your Name." (Yen 2017, 3) / GCD 118677 (Yen 2017-2018, 3) and, in the subfolder "your name. - Another Side-Earthbound (2018)", "your name. Another Side - Earthbound v01/v02 (2018-2019)" = CV 115716 (Yen 2018, 2) / GCD 136839 (Yen 2018-2019, 2); the stored CV 102227 on the whole shelf hands the side story the main manga's identity (2:2 is a co-equal run, not residue)
F 22969 split-needed | Another Side: Earthbound items 42251, 42252 -> new key "your name. Another Side: Earthbound (2018)" with CV 115716 / GCD 136839; the kept half (42253, 42254) is CV 102227 / GCD 118677
I 42253 cv=602990 gcd=1759410 isbn=- 0.9 | "COL your name. v01 (2017)" 173pp = CV 102227 #1 issue 602990 "Vol. 1" (2017-06-30) and GCD 118677 #1 row 1759410 by ordinal; the GCD row carries no date, pages or ISBN
I 42254 cv=638250 gcd=1759411 isbn=9780316412889 0.95 | "COL your name. v02 (2017)" 155pp = CV 102227 #2 issue 638250 "Vol. 2" (2017-11-30) and GCD 118677 #2 row 1759411 (2017-11-15, ISBN 9780316412889)
I 42251 cv=694013 gcd=1889915 isbn=978-1-9753-2932-7 0.95 | "COL your name. Another Side - Earthbound v01 (2018)" 177pp = CV 115716 #1 issue 694013 (2018-12-04) and GCD 136839 #1 row 1889915 (2018-12-11, 182pp, ISBN 978-1-9753-2932-7)
I 42252 cv=731128 gcd=2048328 isbn=978-1-9753-5963-8 0.95 | "COL your name. Another Side - Earthbound v02 (2019)" 187pp = CV 115716 #2 issue 731128 (2019-12-17) and GCD 136839 #2 row 2048328 (2019-12-18, 198pp, ISBN 978-1-9753-5963-8)

# --- S97116 Geek-Girl v2 (2018)
S 97116 cv=111139 gcd=- 0.9 | our two files are "Geek-Girl v02 01 (of 04)" and "02 (of 04)" dated 2018 in Markosia\Geek Girl\Geek Girl v2 (2018), which is the SECOND series, CV 111139 "Geek-Girl" (AAM/Markosia 2018, #1 2018-06-01, #2 2018-07-11) — not CV 95467, the 2016 four-issue volume the per-file matcher stamped; 0.9 for one leg, and CV's count 7 runs past the solicited "(of 04)" (later issues filed into the same volume)
F 97116 provider-missing | the GCD dump has only the one-shot "Geek-Girl: What Ever Happened to Ruby Kaye?" (184248) for Markosia's Geek-Girl; neither series is indexed

# --- S16497 Star Wars: Ahsoka
S 16497 cv=158785 gcd=213589 0.95 | CV 158785 "Star Wars: Ahsoka" (Marvel 2024, cached #1-8) and GCD 213589 (Marvel 2024-2025, limited series, 8) agree on publisher, year and run; our ladder 1-7 ("Star Wars - Ahsoka 001-007 (2024-2025)" 32-34pp, ComicInfo "Star Wars: Ahsoka") sits inside both, and the other 30 files are 1pp variant-cover packs of #1-7 (costless)
N 16497 per-file GCD 215680 on 7 files is Panini Deutschland's German collected edition — a wrong-language stamp on the issue files, not a second run

# --- S16691 Darth Vader v2 (2017)
S 16691 cv=101960 gcd=114713 0.95 | the RUN wins: our four "COL Darth Vader Vol. 01-04" (Imperial Machine, Legacy's End, The Burning Seas, Fortress Vader) in Darth Vader\02 Darth Vader v2 (2017) are the complete trade run of CV 101960 "Darth Vader" (Marvel 2017, 25) = GCD 114713 (Marvel 2017-2019, 25), which agree on publisher, span and count; each book's own record is the four-volume trade line CV 106310 / GCD 118816 below
I 103700 cv=641418 gcd=1761076 isbn=978-1-302-90744-0 0.95 | "COL Darth Vader Vol. 01 - Imperial Machine (2018)" 152pp = CV 106310 #1 issue 641418 "Volume 1: Imperial Machine" and GCD 118816 #1 row 1761076 "Imperial Machine" (2017-11-22, 156pp, ISBN 978-1-302-90744-0)
I 103701 cv=667656 gcd=1801153 isbn=978-1-302-90745-7 0.95 | "COL Darth Vader Vol. 02 - Legacy's End (2018)" 125pp = CV 106310 #2 issue 667656 "Volume 2: Legacy's End" and GCD 118816 #2 row 1801153 "Legacy's End" (2018-04-25, ISBN 978-1-302-90745-7)
I 103702 cv=684918 gcd=1845268 isbn=978-1-302-91056-3 0.95 | "COL Darth Vader Vol. 03 - The Burning Seas (2018)" 159pp = CV 106310 #3 issue 684918 "Volume 3: The Burning Seas" and GCD 118816 #3 row 1845268 (2018-09-12, ISBN 978-1-302-91056-3)
I 103703 cv=699409 gcd=1914775 isbn=978-1-302-91057-0 0.95 | "COL Darth Vader Vol. 04 - Fortress Vader (2019)" 148pp = CV 106310 #4 issue 699409 "Volume 4: Fortress Vader" and GCD 118816 #4 row 1914775 (2019-01-30, ISBN 978-1-302-91057-0)

# --- S16521 Star Wars: Darth Vader (2020)
S 16521 cv=124821 gcd=155697 0.95 | CV 124821 "Star Wars: Darth Vader" (Marvel 2020, 50) and GCD 155697 (Marvel 2020-2024, 50) agree on publisher, span and count; our Greg Pak trades Vol. 01-10 roll up #1-5, #6-11, #12-17, #18-22 … #46-50 of 155697 (GCD notes), the ladder 1-50 of 1pp variant packs sits inside it, and the two trades filed again under the Crimson Reign / War of the Bounty Hunters event folders are the same books (costless)
N 16521 label-ambiguous flags #431 (104128 / 103706 = Vol. 03 War of the Bounty Hunters) and #432 (103707 / 104046 = Vol. 04 Crimson Reign): right — duplicate rips of one trade; both copies take the same I record below
I 103704 cv=819844 gcd=2233123 isbn=978-1-302-92081-4 0.95 | "COL Darth Vader By Greg Pak Vol. 01 - Dark Heart Of The Sith (2021)" 123pp = CV 132327 #1 issue 819844 and GCD 173399 #1 row 2233123 "Dark Heart of the Sith" (132pp, ISBN 978-1-302-92081-4, collects #1-5)
I 103705 cv=864590 gcd=2233125 isbn=978-1-302-92082-1 0.95 | "COL Darth Vader By Greg Pak Vol. 02 - Into The Fire (2021)" 131pp = CV 132327 #2 issue 864590 and GCD 173399 #2 row 2233125 "Into the Fire" (140pp, ISBN 978-1-302-92082-1, collects #6-11)
I 104128 cv=907091 gcd=2288287 isbn=978-1-302-92622-9 0.95 | "COL 04 Darth Vader by Greg Pak Vol. 03 - War of the Bounty Hunters (2022)" 136pp = CV 132327 #3 issue 907091 and GCD 173399 #3 row 2288287 (140pp, ISBN 978-1-302-92622-9, reprints #12-17)
I 103707 cv=962623 gcd=2426201 isbn=978-1-302-92623-6 0.95 | "COL Darth Vader by Greg Pak Vol. 04 - Crimson Reign (2022)" 116pp = CV 132327 #4 issue 962623 and GCD 173399 #4 row 2426201 "Crimson Reign" (124pp, ISBN 978-1-302-92623-6, reprints #18-22)
I 104046 cv=962623 gcd=2426201 isbn=978-1-302-92623-6 0.95 | "COL Star Wars - Darth Vader by Greg Pak v04 - Crimson Reign (2022)" 116pp is the second rip of Vol. 04: CV 132327 #4 issue 962623 and GCD 173399 #4 row 2426201 (124pp, ISBN 978-1-302-92623-6)
I 103708 cv=968586 gcd=2476404 isbn=978-1-302-93267-1 0.95 | "COL Darth Vader by Greg Pak Vol. 05 - The Shadow's Shadow (2023)" 116pp = CV 132327 #5 issue 968586 and GCD 173399 #5 row 2476404 (124pp, ISBN 978-1-302-93267-1, reprints #23-27)
I 103709 cv=997423 gcd=2549676 isbn=978-1-302-94810-8 0.95 | "COL Darth Vader by Greg Pak Vol. 06 - Return of the Handmadens (2023)" 118pp = CV 132327 #6 issue 997423 and GCD 173399 #6 row 2549676 (124pp, ISBN 978-1-302-94810-8, reprints #28-32)
I 103710 cv=1024776 gcd=2571685 isbn=978-1-302-94811-5 0.95 | "COL Darth Vader by Greg Pak Vol. 07 - Unbound Force (2023)" 117pp = CV 132327 #7 issue 1024776 and GCD 173399 #7 row 2571685 (124pp, ISBN 978-1-302-94811-5, reprints #33-36)
I 103711 cv=1051374 gcd=2621263 isbn=978-1-302-95475-8 0.95 | "COL Darth Vader by Greg Pak Vol. 08 - Dark Droids (2024)" 115pp = CV 132327 #8 issue 1051374 and GCD 173399 #8 row 2621263 (116pp, ISBN 978-1-302-95475-8, reprints #37-41)
I 103712 cv=1069503 gcd=2655840 isbn=978-1-302-95476-5 0.95 | "COL Darth Vader by Greg Pak Vol. 09 - Rise Of The Schism Imperial (2024)" 155pp = CV 132327 #9 issue 1069503 and GCD 173399 #9 row 2655840 (156pp, ISBN 978-1-302-95476-5)
I 103713 cv=1088849 gcd=2691480 isbn=978-1-302-95618-9 0.95 | "COL Darth Vader by Greg Pak Vol. 10 - Phantoms (2025)" 137pp = CV 132327 #10 issue 1088849 and GCD 173399 #10 row 2691480 (140pp, ISBN 978-1-302-95618-9)
C 103710 cv=79990 gcd=86508 #3-3 0.9 | Unbound Force also reprints Darth Vader (Marvel 2015 series, 25 issues) #3 per GCD's roll-up of row 2571685 (s86508 #3, 2 stories) — the 2015 run, not the shelf's 2020 run

# --- S65741 Star Wars: Doctor Aphra (2016)
S 65741 cv=96284 gcd=110055 0.95 | the 2016 run's own books: Vol. 01 Aphra … Vol. 07 A Rogue's End (GCD 115048 #1-7 rolling up Doctor Aphra (2017) #1-40) and Omnibus Book 01 (GCD 174292 #1, reprinting #1-40) = CV 96284 "Star Wars: Doctor Aphra" (Marvel 2016, 40) = GCD 110055 "Doctor Aphra" (Marvel 2017-2020, 40), which agree on publisher and count; Omnibus Book 02 is the 2020 run's and leaves below, so nothing else remains
F 65741 split-needed | item 103811 "COL Doctor Aphra Omnibus Book 02 (2023)" 561pp collects Star Wars: Doctor Aphra (2020) #1-25 (GCD 174292 #2 row 2564717 roll-up s159999 #1-25) -> join S16693, which stores that run's CV 126644 (edition of the 2020 run, L-380)
N 65741 label-ambiguous flag #437 (item 103805): right — 104130/103805 and 103806/104047 are duplicate rips of the 2020 run's Vol. 3-4, which already live on S16693 (P-007)
I 103796 cv=603142 gcd=1717317 isbn=978-1-302-90677-1 0.95 | "COL Doctor Aphra Vol. 01 - Aphra (2017)" 155pp = CV 102281 issue 603142 "Volume 1" (2017-06-30) and GCD 115048 #1 row 1717317 "Aphra" (156pp, ISBN 978-1-302-90677-1)
I 103797 cv=658735 gcd=1780687 isbn=978-1-302-90763-1 0.95 | "COL Doctor Aphra Vol. 02 - Doctor Aphra and the Enormous Profit (2018)" 144pp = CV 108542 issue 658735 "Volume 2" and GCD 115048 #2 row 1780687 (156pp, ISBN 978-1-302-90763-1)
I 103798 cv=676709 gcd=1824057 isbn=978-1-302-91152-2 0.95 | "COL Doctor Aphra Vol. 03 - Remastered (2018)" 126pp = CV 112204 issue 676709 "Volume 3" and GCD 115048 #3 row 1824057 "Remastered" (140pp, ISBN 978-1-302-91152-2)
I 103799 cv=696956 gcd=1891107 isbn=978-1-302-91153-9 0.95 | "COL Doctor Aphra Vol. 04 - The Catastrophe Con (2019)" 140pp = CV 116385 issue 696956 "Volume 4" and GCD 115048 #4 row 1891107 (156pp, ISBN 978-1-302-91153-9)
I 103800 cv=712549 gcd=1980730 isbn=978-1-302-91487-5 0.95 | "COL Doctor Aphra Vol. 05 - Worst Among Equals (2019)" 161pp = CV 119879 issue 712549 "Volume 5" and GCD 115048 #5 row 1980730 (172pp, ISBN 978-1-302-91487-5)
I 103801 cv=730357 gcd=2067214 isbn=978-1-302-91488-2 0.95 | "COL Doctor Aphra Vol. 06 - Unspeakable Rebel Superweapon (2019)" 109pp = CV 123416 issue 730357 "Volume 6" and GCD 115048 #6 row 2067214 (116pp, ISBN 978-1-302-91488-2)
I 103802 cv=737196 gcd=2267557 isbn=978-1-302-91909-2 0.95 | "COL Doctor Aphra Vol. 07 - A Rogue's End (2020)" 138pp = CV 125000 issue 737196 "Volume 7" and GCD 115048 #7 row 2267557 (148pp, ISBN 978-1-302-91909-2)
I 103810 cv=837528 gcd=2246662 isbn=978-1-302-92843-8 0.95 | "COL Doctor Aphra Omnibus Book 01 (2023)" 1222pp = CV 134434 #1 issue 837528 "Vol. 1" and GCD 174292 #1 row 2246662 (1244pp, ISBN 978-1-302-92843-8); our file is a later printing's rip
I 103811 cv=1011096 gcd=2564717 isbn=978-1-302-94999-0 0.95 | "COL Doctor Aphra Omnibus Book 02 (2023)" 561pp = CV 134434 #2 issue 1011096 "Vol. 2" (2023-08-30) and GCD 174292 #2 row 2564717 (2023-08-30, 568pp, ISBN 978-1-302-94999-0)
C 103811 cv=126644 gcd=159999 #1-25 0.95 | Omnibus Book 02 collects Star Wars: Doctor Aphra (Marvel 2020 series, 40 issues) #1-25 per GCD's roll-up of row 2564717 (s159999 #1-25, 26 stories) — the 2020 run, not the shelf's 2016 run
C 103797 cv=103626 gcd=116041 #1-1 0.95 | Vol. 02 also collects Star Wars Doctor Aphra Annual (Marvel 2017-2019, 3 issues) #1 per GCD's roll-up of row 1780687 (s116041 #1, 4 stories)
C 103800 cv=103626 gcd=116041 #2-2 0.95 | Vol. 05 also collects Star Wars Doctor Aphra Annual (Marvel 2017-2019, 3 issues) #2 per GCD's own note on row 1980730 ("Star Wars Doctor Aphra Annual #2")
C 103802 cv=103626 gcd=116041 #3-3 0.95 | Vol. 07 also collects Star Wars Doctor Aphra Annual (Marvel 2017-2019, 3 issues) #3 per GCD's roll-up of row 2267557 (s116041 #3, 4 stories)
C 103810 cv=103626 gcd=116041 #1-3 0.95 | Omnibus Book 01 also collects all three Star Wars Doctor Aphra Annuals (Marvel 2017-2019, 3 issues) #1-3 per GCD's roll-up of row 2246662 (s116041 #1-3)
C 103810 cv=79990 gcd=86508 #3-4 0.9 | Omnibus Book 01 also reprints Aphra's Darth Vader (Marvel 2015 series, 25 issues) appearances #3-4 per GCD's roll-up of row 2246662 (s86508 #3-4, #8, #21, #25); the larger contiguous stretch is stated, the rest on an N
N 103810 the omnibus's other reprints are single issues: Darth Vader (2015) #8, #21, #25 and Star Wars (2015, GCD 85861) #13, #19, #31-32 — not widened across the gaps

# --- S16549 Star Wars: Jango Fett (2024)
S 16549 cv=157309 gcd=209971 0.9 | CV 157309 "Star Wars: Jango Fett" (Marvel 2024, 4: "Trail of Lost Hope" Parts 1-4, 2024-05 … 08) and GCD 209971 (Marvel 2024, limited, 4) agree; our 1pp variant packs of #1-4 and the 112pp "Jango Fett - Trail Of Lost Hope (2025)" (its own trade) sit on it; 0.9 because one Dark Horse 2002 one-shot is a different comic (split below)
F 16549 split-needed | item 105923 "Star Wars - Jango Fett (Marvel Edition) (2002)" 59pp is Dark Horse's 2002 one-shot (CV 20769 issue 124541 / GCD 17855 row 291722), not the 2024 mini -> new key "Star Wars: Jango Fett (2002)"; no shelf stores either id (--who-stores cv=20769: 0 Series rows)
I 103931 cv=1093540 gcd=2705160 isbn=978-1-302-95867-1 0.95 | "Star Wars - Jango Fett - Trail Of Lost Hope (2025)" 112pp = CV 162235 issue 1093540 "TPB" (2025-01-30) and GCD 220362 row 2705160 (2025-01-29, 116pp, ISBN 978-1-302-95867-1) — the 2024 mini's own trade
