# R-128 — the triaged 0.9 tier, 45 manga shelves. Almost every shelf was triaged for signal `c` ("judged range does
# not fit the S run"): the containment pass judged CHAPTER ranges (v01 #1-7 …) while both catalogs count VOLUMES, so
# the misfit is the unit, not the identity (L-283/L-284: no chapter-indexed run exists; the books ARE the run, no C
# lines). The re-read found real errors on nine shelves, all the L-383 shape — a stored link on the JAPANESE (or
# Square Enix) CV line while an English-publisher volume dated with our files sits in the rip: Dandadan (Viz 145549),
# Final Fantasy Lost Stranger (Yen 112931), Giant Killing (Kodansha USA 99428), MoMo (Seven Seas 144739), Innocent
# (Dark Horse omnibus 157999), and three "ComicVine has no volume" claims that were wrong: Domu (Dark Horse 23070),
# Fist of the North Star (Viz 2021 136896), March Comes in Like a Lion (Denpa 150064). Death Note's v09-v13 I lines
# carried the wrong GCD rows (the packet's ⚠ stored-row warnings). Stone Ocean gains its Japanese GCD leg (206718).
# Every other shelf is restated as read, its prior I lines carried forward after checking them against the packet.

# --- S4760 Dandadan
S 4760 cv=145549 gcd=190566 0.9 | Viz's English Dandadan: CV 145549 (Viz 2022, cached #1-16, #1 dated 2022-10-17) and GCD 190566 (Viz 2022-?, 18 rows, ISBNs 978-1-9747-3463-4 upward) agree on publisher and start year, and our nine COL v01-v09 dated 2022-2024 meet #1-9 by ordinal with dates in step (v09 = 2024-10) and pages within ~25pp; the 93 chapter files 077-169 (16-23pp, 2022-2024) are the digital chapters past volume 9 of the same comic; 0.9 because a chapter ladder cannot be checked against a volume count and CV 145549 has no CvVolume row
I 42103 cv=264352 gcd=- 0.9 | ordinal position 2 of 5 in Kodansha's Devilman (CV 39184, 5 volumes, matches our 5 files); GCD's dump holds only French/German editions, no English row
I 42104 cv=264353 gcd=- 0.9 | ordinal position 3 of 5 in Kodansha's Devilman (CV 39184, 5 volumes, matches our 5 files); GCD's dump holds only French/German editions, no English row
I 42105 cv=264354 gcd=- 0.9 | ordinal position 4 of 5 in Kodansha's Devilman (CV 39184, 5 volumes, matches our 5 files); GCD's dump holds only French/German editions, no English row
I 42106 cv=264355 gcd=- 0.9 | ordinal position 5 of 5 in Kodansha's Devilman (CV 39184, 5 volumes, matches our 5 files); GCD's dump holds only French/German editions, no English row
# --- S5710 Domestic Girlfriend
S 5710 cv=100674 gcd=- 0.9 | Kodansha USA's English line: CV 100674 "Domestic Girlfriend" (Kodansha Comics USA 2017, 28) is our twenty-eight COL v01-v28 dated 2017-2021 by count and years, each I line below its "Vol. N" issue; GCD indexes no English row and CV 92225 "Domestic na Kanojo" (Kodansha 2014) is the Japanese original
F 5710 provider-missing | GCD indexes no Kodansha USA "Domestic Girlfriend" in any spelling
N 5710 triage c: the judged ranges #1-5 … #266-276 are chapter numbers against a 28-volume count — the unit, not the identity; no chapter run exists (L-284), no C lines

I 42557 cv=591665 gcd=- 0.9 | volume 1 of Kodansha USA's twenty-eight-volume line: CV issue 591665 named "Vol. 1" and no GCD issue, mapped by ordinal onto our own v01 file
I 42558 cv=594885 gcd=- 0.9 | volume 2 of Kodansha USA's twenty-eight-volume line: CV issue 594885 named "Vol. 2" and no GCD issue, mapped by ordinal onto our own v02 file
I 42559 cv=601611 gcd=- 0.9 | volume 3 of Kodansha USA's twenty-eight-volume line: CV issue 601611 named "Vol. 3" and no GCD issue, mapped by ordinal onto our own v03 file
I 42560 cv=608357 gcd=- 0.9 | volume 4 of Kodansha USA's twenty-eight-volume line: CV issue 608357 named "Vol. 4" and no GCD issue, mapped by ordinal onto our own v04 file
I 42561 cv=615880 gcd=- 0.9 | volume 5 of Kodansha USA's twenty-eight-volume line: CV issue 615880 named "Vol. 5" and no GCD issue, mapped by ordinal onto our own v05 file
I 42562 cv=621788 gcd=- 0.9 | volume 6 of Kodansha USA's twenty-eight-volume line: CV issue 621788 named "Vol. 6" and no GCD issue, mapped by ordinal onto our own v06 file
I 42563 cv=626209 gcd=- 0.9 | volume 7 of Kodansha USA's twenty-eight-volume line: CV issue 626209 named "Vol. 7" and no GCD issue, mapped by ordinal onto our own v07 file
I 42564 cv=630665 gcd=- 0.9 | volume 8 of Kodansha USA's twenty-eight-volume line: CV issue 630665 named "Vol. 8" and no GCD issue, mapped by ordinal onto our own v08 file
I 42565 cv=634233 gcd=- 0.9 | volume 9 of Kodansha USA's twenty-eight-volume line: CV issue 634233 named "Vol. 9" and no GCD issue, mapped by ordinal onto our own v09 file
I 42566 cv=638226 gcd=- 0.9 | volume 10 of Kodansha USA's twenty-eight-volume line: CV issue 638226 named "Vol. 10" and no GCD issue, mapped by ordinal onto our own v10 file
I 42567 cv=643241 gcd=- 0.9 | volume 11 of Kodansha USA's twenty-eight-volume line: CV issue 643241 named "Vol. 11" and no GCD issue, mapped by ordinal onto our own v11 file
I 42568 cv=646297 gcd=- 0.9 | volume 12 of Kodansha USA's twenty-eight-volume line: CV issue 646297 named "Vol. 12" and no GCD issue, mapped by ordinal onto our own v12 file
I 42569 cv=649387 gcd=- 0.9 | volume 13 of Kodansha USA's twenty-eight-volume line: CV issue 649387 named "Vol. 13" and no GCD issue, mapped by ordinal onto our own v13 file
I 42570 cv=652422 gcd=- 0.9 | volume 14 of Kodansha USA's twenty-eight-volume line: CV issue 652422 named "Vol. 14" and no GCD issue, mapped by ordinal onto our own v14 file
I 42571 cv=655306 gcd=- 0.9 | volume 15 of Kodansha USA's twenty-eight-volume line: CV issue 655306 named "Vol. 15" and no GCD issue, mapped by ordinal onto our own v15 file
I 42572 cv=664159 gcd=- 0.9 | volume 16 of Kodansha USA's twenty-eight-volume line: CV issue 664159 named "Vol. 16" and no GCD issue, mapped by ordinal onto our own v16 file
I 42573 cv=670612 gcd=- 0.9 | volume 17 of Kodansha USA's twenty-eight-volume line: CV issue 670612 named "Vol. 17" and no GCD issue, mapped by ordinal onto our own v17 file
I 42574 cv=709891 gcd=- 0.9 | volume 18 of Kodansha USA's twenty-eight-volume line: CV issue 709891 named "Vol. 18" and no GCD issue, mapped by ordinal onto our own v18 file
I 42575 cv=714491 gcd=- 0.9 | volume 19 of Kodansha USA's twenty-eight-volume line: CV issue 714491 named "Vol. 19" and no GCD issue, mapped by ordinal onto our own v19 file
I 42576 cv=717236 gcd=- 0.9 | volume 20 of Kodansha USA's twenty-eight-volume line: CV issue 717236 named "Vol. 20" and no GCD issue, mapped by ordinal onto our own v20 file
I 42577 cv=719875 gcd=- 0.9 | volume 21 of Kodansha USA's twenty-eight-volume line: CV issue 719875 named "Vol. 21" and no GCD issue, mapped by ordinal onto our own v21 file
I 42578 cv=724732 gcd=- 0.9 | volume 22 of Kodansha USA's twenty-eight-volume line: CV issue 724732 named "Vol. 22" and no GCD issue, mapped by ordinal onto our own v22 file
I 42579 cv=733468 gcd=- 0.9 | volume 23 of Kodansha USA's twenty-eight-volume line: CV issue 733468 named "Vol. 23" and no GCD issue, mapped by ordinal onto our own v23 file
I 42580 cv=748126 gcd=- 0.9 | volume 24 of Kodansha USA's twenty-eight-volume line: CV issue 748126 named "Vol. 24" and no GCD issue, mapped by ordinal onto our own v24 file
I 42581 cv=768351 gcd=- 0.9 | volume 25 of Kodansha USA's twenty-eight-volume line: CV issue 768351 named "Vol. 25" and no GCD issue, mapped by ordinal onto our own v25 file
I 42582 cv=791534 gcd=- 0.9 | volume 26 of Kodansha USA's twenty-eight-volume line: CV issue 791534 named "Vol. 26" and no GCD issue, mapped by ordinal onto our own v26 file
I 42583 cv=809792 gcd=- 0.9 | volume 27 of Kodansha USA's twenty-eight-volume line: CV issue 809792 named "Vol. 27" and no GCD issue, mapped by ordinal onto our own v27 file
I 42584 cv=827943 gcd=- 0.9 | volume 28 of Kodansha USA's twenty-eight-volume line: CV issue 827943 named "Vol. 28" and no GCD issue, mapped by ordinal onto our own v28 file
# --- S10285 Domu: A Child's Dream
S 10285 cv=23070 gcd=41912 0.95 | the run wins: our two identical 244pp METASON rips are Dark Horse's Domu trade, which collects the three-issue 1995 mini — CV 23070 "Domu: A Child's Dream" (Dark Horse 1995, 3, issues 138966-138968) and GCD 41912 (Dark Horse 1995, 3 rows of 84pp = 252pp against our 244pp) agree on publisher, year and count; D-012's "ComicVine has no Dark Horse Domu" was wrong, 23070 is in the rip
F 10285 needs-fetch cv=23070 | the run's CV volume is named from the local rip only, no CvVolume row
N 10285 flag #306 label-ambiguous (item 42021) is true of the files: items 39997 and 42021 are the same 2001 printing ripped twice — duplicate-rip residue, nothing to split (L-367)
N 10285 D-012's F provider-missing (no CV Dark Horse Domu) is withdrawn by the S line above
I 39997 cv=868493 gcd=1052368 isbn=1-56971-611-0 0.9 | the trade's own records: CV 137391 "Domu: A Child's Dream" (Dark Horse 1996, 1) issue 868493 TPB and GCD 41604's 2001-printing row 1052368 (ISBN 1-56971-611-0; the 1996 first printing is 702882 at 242pp) against our 244pp rip
I 42021 cv=868493 gcd=1052368 isbn=1-56971-611-0 0.9 | the same 2001 Dark Horse trade ripped a second time (244pp, METASON): CV 137391 issue 868493 and GCD 41604 row 1052368

# --- S5726 Don't Toy with Me, Miss Nagatoro
S 5726 cv=122895 gcd=152847 0.9 | CV 122895 "Don't Toy with Me, Miss Nagatoro" (Kodansha Comics USA 2019, 20) is the English line our nine danke-Empire COL v01-v09 (2019-2021) are, and GCD splits it at the imprint change: 152847 (Vertical 2019-2021, 5) holds our v01-v05 and 171408 (Kodansha USA 2021-2025, 15) our v06-v09; the majority row, whose start year matches CV's, is taken and the split named, hence 0.9
N 5726 GCD's second series 171408 (Kodansha USA 2021-2025) carries our v06-v09 — the X-027 I lines use its rows (L-100 / L-276)
N 5726 triage c: the judged ranges #1-8 … #63-70 are chapter numbers against a volume count; no chapter run (L-284)

I 44461 cv=727964 gcd=2042152 isbn=9781947194861 0.95 | CV 122895 issue #1 (727964) and GCD issue #1 (2042152, ISBN 9781947194861) agree by ordinal, matching our v01
I 44462 cv=737569 gcd=2072702 isbn=9781949980097 0.95 | CV 122895 issue #2 (737569) and GCD issue #2 (2072702, ISBN 9781949980097) agree by ordinal, matching our v02
I 44463 cv=762263 gcd=2112081 isbn=9781949980103 0.95 | CV 122895 issue #3 (762263) and GCD issue #3 (2112081, ISBN 9781949980103) agree by ordinal, matching our v03
I 44464 cv=814978 gcd=2160943 isbn=9781949980486 0.95 | CV 122895 issue #4 (814978) and GCD issue #4 (2160943, ISBN 9781949980486) agree by ordinal, matching our v04
I 44465 cv=824236 gcd=2186054 isbn=9781949980851 0.95 | CV 122895 issue #5 (824236) and GCD issue #5 (2186054, ISBN 9781949980851) agree by ordinal, matching our v05
I 44466 cv=839394 gcd=2213119 isbn=9781949980981 0.95 | CV 122895 issue #6 (839394) and GCD issue #6 (2213119, ISBN 9781949980981) agree by ordinal, matching our v06
I 44467 cv=848344 gcd=2222458 isbn=9781647290108 0.95 | CV 122895 issue #7 (848344) and GCD issue #7 (2222458, ISBN 9781647290108) agree by ordinal, matching our v07
I 44468 cv=880440 gcd=2264761 isbn=9781647290504 0.95 | CV 122895 issue #8 (880440) and GCD issue #8 (2264761, ISBN 9781647290504) agree by ordinal, matching our v08
I 44469 cv=893640 gcd=2285221 isbn=9781647290726 0.95 | CV 122895 issue #9 (893640) and GCD issue #9 (2285221, ISBN 9781647290726) agree by ordinal, matching our v09
# --- S5817 Dragon Head
S 5817 cv=35447 gcd=16517 0.9 | the English ten-volume Dragon Head: CV 35447 (Tokyopop 2006, 10) and GCD 16517 (Tokyopop 2006-2008, 10) agree on publisher, start year and count against our ten volumes; 0.9 because our files are [Manga-Sketchbook] / [Illuminati & Null & Blackout] fan scanlations of the Kodansha volumes, not the Tokyopop rip
N 5817 triage c: the judged ranges #1-11 … #84-89 are chapter numbers against a volume count; no chapter run (L-284)

I 41234 cv=233956 gcd=273330 0.9 | CV 35447 issue #1 (233956) and GCD 16517 issue #1 (273330) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41235 cv=233957 gcd=2797897 0.9 | CV 35447 issue #2 (233957) and GCD 16517 issue #2 (2797897) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41236 cv=233958 gcd=2797898 0.9 | CV 35447 issue #3 (233958) and GCD 16517 issue #3 (2797898) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41237 cv=233959 gcd=2797899 0.9 | CV 35447 issue #4 (233959) and GCD 16517 issue #4 (2797899) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41238 cv=233960 gcd=2797900 0.9 | CV 35447 issue #5 (233960) and GCD 16517 issue #5 (2797900) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41239 cv=233961 gcd=2797901 0.9 | CV 35447 issue #6 (233961) and GCD 16517 issue #6 (2797901) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41240 cv=233962 gcd=2797902 0.9 | CV 35447 issue #7 (233962) and GCD 16517 issue #7 (2797902) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41241 cv=233963 gcd=2797903 0.9 | CV 35447 issue #8 (233963) and GCD 16517 issue #8 (2797903) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41242 cv=233964 gcd=2797904 0.9 | CV 35447 issue #9 (233964) and GCD 16517 issue #9 (2797904) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
I 41243 cv=233965 gcd=2797905 0.9 | CV 35447 issue #10 (233965) and GCD 16517 issue #10 (2797905) agree by ordinal within the shelf's own header pool; the shelf's S line caps at 0.9 (GCD dump-only), inherited here
# --- S6002 Eden: It's an Endless World!
S 6002 cv=27357 gcd=42822 0.9 | Dark Horse's English line: CV 27357 (Dark Horse 2005, 14) and GCD 42822 (Dark Horse 2005-2014, 14) agree on publisher, span and count, and our v01-v14 meet #1-14 by ordinal; our eighteen files are the complete Japanese eighteen, so the English line stops four short of our ladder — a count below our holdings, the real doubt that holds 0.9
N 44543 no-record | "Eden - Its An Endless World! v15" 226pp: Dark Horse's English line ends at #14 (CV 27357 / GCD 42822); v15-v18 are scanlations of Kodansha's Japanese volumes and neither catalog holds an English volume 15
N 44544 no-record | "Eden - Its An Endless World! v16" 223pp: beyond the English line's fourteen volumes (CV 27357 / GCD 42822); no English record exists in either catalog
N 44545 no-record | "Eden - Its An Endless World! v17" 237pp: beyond the English line's fourteen volumes (CV 27357 / GCD 42822); no English record exists in either catalog
N 44546 no-record | "Eden - Its An Endless World! v18" 281pp: the final Japanese volume, beyond Dark Horse's fourteen (CV 27357 / GCD 42822); no English record exists in either catalog
N 6002 triage c: the judged ranges #98-118 on v15-v17 are chapter numbers past the English line's end — the gap above, not a wrong identity

I 44529 cv=166650 gcd=714319 isbn=1-59307-406-9 0.9 | volume 1 of Dark Horse's fourteen-volume line: CV issue 166650 named "Vol. 1" and GCD issue 714319 numbered 1, mapped by ordinal onto our own v01 file
I 44530 cv=172549 gcd=714320 isbn=1-59307-454-9 0.9 | volume 2 of Dark Horse's fourteen-volume line: CV issue 172549 named "Vol. 2" and GCD issue 714320 numbered 2, mapped by ordinal onto our own v02 file
I 44531 cv=172548 gcd=714321 0.9 | volume 3 of Dark Horse's fourteen-volume line: CV issue 172548 named "Vol.3" and GCD issue 714321 numbered 3, mapped by ordinal onto our own v03 file
I 44532 cv=172456 gcd=714322 0.9 | volume 4 of Dark Horse's fourteen-volume line: CV issue 172456 named "Vol. 4" and GCD issue 714322 numbered 4, mapped by ordinal onto our own v04 file
I 44533 cv=172457 gcd=714323 0.9 | volume 5 of Dark Horse's fourteen-volume line: CV issue 172457 named "Vol. 5" and GCD issue 714323 numbered 5, mapped by ordinal onto our own v05 file
I 44534 cv=172459 gcd=714324 0.9 | volume 6 of Dark Horse's fourteen-volume line: CV issue 172459 named "Vol. 6" and GCD issue 714324 numbered 6, mapped by ordinal onto our own v06 file
I 44535 cv=172460 gcd=714325 0.9 | volume 7 of Dark Horse's fourteen-volume line: CV issue 172460 named "Vol. 7" and GCD issue 714325 numbered 7, mapped by ordinal onto our own v07 file
I 44536 cv=172461 gcd=714326 0.9 | volume 8 of Dark Horse's fourteen-volume line: CV issue 172461 named "Vol. 8" and GCD issue 714326 numbered 8, mapped by ordinal onto our own v08 file
I 44537 cv=172463 gcd=714327 0.9 | volume 9 of Dark Horse's fourteen-volume line: CV issue 172463 named "Vol. 9" and GCD issue 714327 numbered 9, mapped by ordinal onto our own v09 file
I 44538 cv=172464 gcd=714328 0.9 | volume 10 of Dark Horse's fourteen-volume line: CV issue 172464 named "Vol. 10" and GCD issue 714328 numbered 10, mapped by ordinal onto our own v10 file
I 44539 cv=172465 gcd=714329 0.9 | volume 11 of Dark Horse's fourteen-volume line: CV issue 172465 named "Vol. 11" and GCD issue 714329 numbered 11, mapped by ordinal onto our own v11 file
I 44540 cv=172466 gcd=714330 0.9 | volume 12 of Dark Horse's fourteen-volume line: CV issue 172466 named "Vol. 12" and GCD issue 714330 numbered 12, mapped by ordinal onto our own v12 file
I 44541 cv=326156 gcd=873401 isbn=978-1-59582-763-0 0.9 | volume 13 of Dark Horse's fourteen-volume line: CV issue 326156 named "Vol. 13" and GCD issue 873401 numbered 13, mapped by ordinal onto our own v13 file
I 44542 cv=449567 gcd=1194811 isbn=978-1-61655-288-6 0.9 | volume 14 of Dark Horse's fourteen-volume line: CV issue 449567 named "Vol. 14" and GCD issue 1194811 numbered 14, mapped by ordinal onto our own v14 file
# --- S73843 Emerging
S 73843 cv=50750 gcd=- 0.9 | "Emerging" v01-v02 (c01-10, c11-22) is Masaya Hokazono's complete two-volume series in scanlation, and CV 50750 "Emerging" (Kodansha 2004, 2) is its Japanese original by count and year; GCD holds only Kurokawa's French 140956 and no English licence exists
F 73843 provider-missing | neither catalog holds an English "Emerging"; GCD's only row is the French edition
N 73843 triage c: v02's judged #11-11 is a chapter number (the filename's c11-22), against a two-volume count — the unit, not the identity

